Arrête	Vvc	arrête
heureusement	Rg	heureusement
j'	Pp	je
entends	Vvc	entendre
des	Dn	un
violons	Nc	violon
!	Fs	!
Ils	Pp	ils
ne	Rp	ne
sont	Vuc	être
au	S+Da	à+le
plus	Rg	plus
loin	Rg	loin
qu'	Cs	que
en	S	en
la	Da	le
place	Nc	place
prochaine	Ag	prochain
:	Fw	:
Si	Cs	si
tu	Pp	tu
m'	Pp	je
aimes	Vvc	aimer
Sylvain	Nc	sylvain
,	Fw	,
cours	Nc	cour|cours|court
vite	Rg	vite
et	Cc	et
les	Da	le
amène	Ag	amène
:	Fw	:
De	S	de
ces	Dd	ce
doux	Ag	doux
instruments	Nc	instrument
les	Da	le
sons	Nc	son
mélodieux	Ag	mélodieux
Divertiront	Vvc	divertir
l'	Da	le
objet	Nc	objet
qui	Pr	qui
plaît	Vvc	plaire
tant	Rg	tant
à	S	à
mes	Ds	mon
yeux	Nc	œil
.	Fs	.
Léandre	Nc	léandre
c'	Pd	ce
est	Vuc	être
trop	Rg	trop
tard	Rg	tard
que	Cs	que
tu	Pp	tu
me	Pp	je
fais	Vvc	faire
reproche	Nc	reproche
,	Fw	,
J'	Vvc	j'
aime	Vvc	aimer
trop	Rg	trop
mes	Ds	mon
plaisirs	Nc	plaisir
,	Fw	,
et	Cc	et
je	Pp	je
m'	Pp	je
en	Pp	en
crois	Vvc	croire|croître
trop	Rg	trop
proche	Ag	proche
.	Fs	.
Donne	Vvc	donner
trêve	Nc	trêve
à	S	à
la	Da	le
plainte	Nc	plainte
,	Fw	,
et	Cc	et
c'	Pd	ce
est	Vuc	être
un	Dn	un
vain	Ag	vain
discours	Nc	discours
Qui	Vvc	qui
ne	Rp	ne
peut	Vvc	pouvoir
m'	Pp	je
empêcher	Vvn	empêcher
d'	S	de
arriver	Vvn	arriver
où	Pr	où
je	Pp	je
cours	Vvc	courir
.	Fs	.
Tu	Pp	tu
m'	Pp	je
opposes	Vvc	opposer
la	Da	le
loi	Nc	loi
d'	S	de
une	Dn	un
amitié	Nc	amitié
jurée	Ge	jurer
,	Fw	,
J'	Vvc	j'
oppose	Nc	opposé
à	S	à
cette	Dd	ce
loi	Nc	loi
tous	Di	tout
les	Da	le
charmes	Nc	charme
d'	S	de
Astrée	Nc	astrée
.	Fs	.
Selon	S	selon
les	Da	le
sentiments	Nc	sentiment
d'	S	de
un	Dn	un
coeur	Nc	cœur
comme	S	comme
le	Da	le
mien	Ps	mien
,	Fw	,
Où	Vvc	où
l'	Pp	il
on	Pp	on
voit	Vvc	voir
tant	Rg	tant
d'	S	de
appas	Nc	appas
,	Fw	,
un	Dn	un
ami	Nc	ami
n'	Rp	ne
est	Vuc	être
plus	Rg	plus
rien	Pi	rien
.	Fs	.
Son	Ds	son
respect	Nc	respect
peut	Vvc	pouvoir
beaucoup	Rg	beaucoup
;	Fw	;
mais	Cc	mais
sa	Ds	son
force	Nc	force|forcé
est	Vuc	être
petite	Ag	petit
,	Fw	,
Où	Vvc	où
la	Da	le
beauté	Nc	beauté
se	Pp	il
trouve	Vvc	trouver
avecque	Vvc	avecque
le	Da	le
mérite	Nc	mérite
;	Fw	;
Astrée	Vvc	astrée
a	S	à
l'	Da	le
une	Pi	un
et	Cc	et
l'	Da	le
autre	Pi	autre
,	Fw	,
et	Cc	et
cet	Dd	ce
objet	Nc	objet
charmant	Ga	charmer
Me	Vvc	me
rend	Vvc	rendre
traître	Ag	traître
envers	S	envers
toi	Pp	tu
sans	S	sans
mon	Ds	mon
consentement	Nc	consentement
:	Fw	:
Quelque	Di	quelque
attrait	Nc	attrait
qu'	Cs	que
en	S	en
ses	Ds	son
yeux	Nc	œil
je	Pp	je
découvre	Vvc	découvrir
et	Cc	et
j'	Pp	je
admire	Vvc	admirer
,	Fw	,
Je	Vvc	je
ne	Rp	ne
m'	Pp	je
y	Pp	y
porte	Vvc	porter
pas	Rg	pas
,	Fw	,
leur	Ds	leur
vif	Ag	vif
éclat	Nc	éclat
m'	Pp	je
attire	Vvc	attirer
,	Fw	,
Et	Vvc	et
vouloir	Vvn	vouloir
résister	Vvn	résister
à	S	à
leurs	Ds	leur
puissants	Ag	puissant
efforts	Nc	effort
,	Fw	,
C'	Vvc	c'
est	Vuc	être
m'	Pp	je
étreindre	Vvn	étreindre
de	S	de
noeuds	Nc	nœud
plus	Rg	plus
prégnants	Ag	prégnant
et	Cc	et
plus	Rg	plus
forts	Ag	fort
.	Fs	.
Amis	Nc	ami
concertez	Vvc	concerter
vous	Pp	vous
,	Fw	,
et	Cc	et
que	Cs	que
votre	Ds	votre
harmonie	Nc	harmonie
Soulage	Nc	soulage
,	Fw	,
s'	Cs	si
il	Pp	il
se	Pp	il
peut	Vvc	pouvoir
ma	Ds	mon
langueur	Nc	langueur
infinie	Ag	infini
,	Fw	,
Par	Nc	par
vos	Ds	votre
divers	Ag	divers
accords	Nc	accord
essayez	Vvc	essayer
de	S	de
toucher	Vvn	toucher
Un	Vvc	un
esprit	Nc	esprit
insensible	Ag	insensible
ou	Cc	ou
plutôt	Rg	plutôt
un	Dn	un
rocher	Nc	rocher
.	Fs	.
Les	Da	le
violons	Nc	violon
jouent	Vvc	jouer
.	Fs	.
C'	Pd	ce
est	Vuc	être
assez	Rg	assez
,	Fw	,
quelqu'un	Pi	quelqu'un
vient	Vvc	venir
d'	S	de
ouvrir	Vvn	ouvrir
une	Dn	un
fenêtre	Nc	fenêtre
:	Fw	:
Retirez	Vvc	retirer
vous	Pp	vous
,	Fw	,
Sylvain	Nc	sylvain
songe	Vvc	songer
à	S	à
les	Pp	ils
reconnaître	Vvn	reconnaître
.	Fs	.
N'	Rp	ne
est	Vuc	être
-ce	Vvc	-ce
pas	Rg	pas
vous	Pp	vous
Alcipe	Vvc	alcipe
?	Fs	?
Oui	Rg	oui
,	Fw	,
Madame	Nc	madame
,	Fw	,
c'	Pd	ce
est	Vuc	être
moi	Pp	je
,	Fw	,
Avec	Vvc	avec
tout	Di	tout
le	Da	le
respect	Nc	respect
et	Cc	et
l'	Da	le
amour	Nc	amour
que	Pr	que
je	Pp	je
dois	Vvc	devoir
.	Fs	.
Puisqu'en	Cs	puisqu'en
un	Dn	un
fol	Ag	fol|fou
espoir	Nc	espoir
votre	Ds	votre
coeur	Nc	cœur
persévère	Vvc	persévérer
,	Fw	,
Retenez	Vvc	retenir
les	Da	le
avis	Nc	avis
d'	S	de
une	Dn	un
femme	Nc	femme
en	S	en
colère	Nc	colère
:	Fw	:
Alcipe	Vvc	alcipe
,	Fw	,
je	Pp	je
suis	Vuc	être
lasse	Ag	las
,	Fw	,
et	Cc	et
vos	Ds	votre
vaines	Ag	vain
ardeurs	Nc	ardeur
Bien	Vvc	bien
loin	Rg	loin
de	S	de
m'	Pp	je
enflammer	Vvn	enflammer
augmentent	Vvc	augmenter
mes	Ds	mon
froideurs	Nc	froideur
.	Fs	.
J'	Pp	je
ai	Vuc	avoir
longtemps	Rg	longtemps
par	S	par
mépris	Nc	mépris
négligé	Ge	négliger
votre	Ds	votre
peine	Nc	peine
;	Fw	;
Mais	Vvc	mais
ce	Dd	ce
mépris	Nc	mépris
se	Pp	il
change	Vvc	changer
en	S	en
une	Dn	un
forte	Ag	fort
haine	Nc	haine
.	Fs	.
Évitez	Nc	évitez
-en	Vvc	-en
l'	Da	le
effet	Nc	effet
,	Fw	,
en	S	en
vous	Pp	vous
ôtant	Ga	ôter
du	S+Da	de+le
sein	Nc	sein
L'	Vvc	l'
espoir	Nc	espoir
d'	S	de
exécuter	Vvn	exécuter
votre	Ds	votre
lâche	Ag	lâche
dessein	Nc	dessein
:	Fw	:
Pour	S	pour
être	Vun	être
sans	S	sans
mari	Nc	mari
,	Fw	,
ma	Ds	mon
vertu	Nc	vertu
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
moindre	Ag	moindre
.	Fs	.
À	Vvc	à
votre	Ds	votre
vain	Ag	vain
effort	Nc	effort
,	Fw	,
l'	Da	le
enfer	Nc	enfer
se	Pp	il
pourrait	Vvc	pouvoir
joindre	Vvn	joindre
;	Fw	;
Tout	Vvc	tout
l'	Da	le
Univers	Nc	univers
enfin	Rg	enfin
me	Pp	je
viendrait	Vvc	venir
assaillir	Vvn	assaillir
,	Fw	,
Sans	Vvc	sans
qu'	Cs	que
en	S	en
ce	Dd	ce
grand	Ag	grand
assaut	Nc	assaut
mon	Ds	mon
honneur	Nc	honneur
pût	Vvc	pouvoir
faillir	Vvn	faillir
.	Fs	.
Après	Vvc	après
un	Dn	un
tel	Ag	tel
discours	Nc	discours
qu'	Pr	que
avez	Vuc	avoir
-vous	Nc	-vous
à	S	à
prétendre	Vvn	prétendre
?	Fs	?
Craignez	Vvc	craindre
,	Fw	,
craignez	Vvc	craindre
plutôt	Rg	plutôt
le	Da	le
retour	Nc	retour
de	S	de
Léandre	Nc	léandre
.	Fs	.
Il	Pp	il
viendra	Vvc	venir
pour	S	pour
punir	Vvn	punir
vos	Ds	votre
projets	Nc	projet
insensés	Ag	insensé
,	Fw	,
Plutôt	Vvc	plutôt
que	Cs	que
je	Pp	je
ne	Rp	ne
dis	Vvc	dire
,	Fw	,
et	Cc	et
que	Cs	que
vous	Pp	vous
ne	Rp	ne
pensez	Vvc	penser
.	Fs	.
Adieu	Nc	adieu
,	Fw	,
nourrissez	Vvc	nourrir
-vous	Nc	-vous
d'	S	de
espérances	Nc	espérance
frivoles	Ag	frivole
;	Fw	;
Mais	Vvc	mais
interprétez	Vvc	interpréter
bien	Rg	bien
mes	Ds	mon
dernières	Ag	dernier
paroles	Nc	parole
.	Fs	.
Elle	Pp	il
ferme	Vvc	fermer
la	Da	le
fenêtre	Nc	fenêtre
et	Cc	et
se	Pp	il
retire	Vvc	retirer
.	Fs	.
Qu'	Cs	que
en	Pp	en
dites	Vvc	dire
-vous	Nc	-vous
,	Fw	,
Monsieur	Nc	monsieur
?	Fs	?
Menace	Nc	menace
ni	Cc	ni
mépris	Nc	mépris
,	Fw	,
Ne	Vvc	ne
me	Pp	je
peut	Vvc	pouvoir
détourner	Vvn	détourner
du	S+Da	de+le
chemin	Nc	chemin
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
pris	Ge	prendre
,	Fw	,
Dusse	Vvc	devoir
-je	Nc	-je
avec	S	avec
l'	Da	le
honneur	Nc	honneur
y	Pp	y
perdre	Vvn	perdre
la	Da	le
lumière	Nc	lumière
,	Fw	,
Je	Vvc	je
veux	Vvc	vouloir
aller	Vvn	aller
au	S+Da	à+le
bout	Nc	bout
,	Fw	,
et	Cc	et
franchir	Vvn	franchir
la	Da	le
carrière	Nc	carrière
.	Fs	.
Comment	Pt	comment
le	Pp	il
pourrez	Vvc	pouvoir
vous	Pp	vous
,	Fw	,
si	Cs	si
Léandre	Nc	léandre
revient	Vvc	revenir
?	Fs	?
L'	Pp	il
on	Pp	on
m'	Pp	je
en	Pp	en
a	Vuc	avoir
menacé	Ge	menacer
,	Fw	,
Sylvain	Nc	sylvain
,	Fw	,
il	Pp	il
m'	Pp	je
en	Pp	en
souvient	Vvc	souvenir
,	Fw	,
Mais	Vvc	mais
je	Pp	je
connais	Vvc	connaître
assez	Rg	assez
que	Cs	que
l'	Da	le
ingrate	Ag	ingrat
que	Cs	que
j'	Pp	je
aime	Vvc	aimer
,	Fw	,
Pour	Nc	pour
éprouver	Vvn	éprouver
mon	Ds	mon
coeur	Nc	cœur
,	Fw	,
trouve	Vvc	trouver
ce	Dd	ce
stratagème	Nc	stratagème
.	Fs	.
C'	Pd	ce
est	Vuc	être
pour	S	pour
mieux	Rg	mieux
s'	Pp	se
assurer	Vvn	assurer
si	Cs	si
je	Pp	je
suis	Vuc	être
résolu	Ge	résoudre
,	Fw	,
Et	Vvc	et
ne	Rp	ne
me	Pp	je
dédis	Vvc	dédire
point	Rg	point
de	S	de
ce	Pd	ce
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
voulu	Ge	vouloir
.	Fs	.
Mais	Cc	mais
que	Cs	que
Léandre	Nc	léandre
vienne	Vvc	venir
;	Fw	;
et	Cc	et
qu'	Cs	que
après	S	après
tout	Di	tout
sa	Ds	son
femme	Nc	femme
,	Fw	,
D'	Nc	d'
un	Dn	un
langage	Nc	langage
indiscret	Ag	indiscret
lui	Pp	il
découvre	Vvc	découvrir
ma	Ds	mon
flamme	Nc	flamme
,	Fw	,
Je	Vvc	je
n'	Rp	ne
ignore	Vvc	ignorer
pas	Rg	pas
l'	Da	le
art	Nc	art
de	S	de
lui	Pp	il
persuader	Vvn	persuader
Que	Vvc	que
je	Pp	je
m'	Pp	je
en	Pp	en
tenais	Vvc	tenir
près	Rg	près
,	Fw	,
afin	S	afin
de	S	de
la	Pp	il
garder	Vvn	garder
;	Fw	;
Que	Vvc	que
je	Pp	je
ne	Rp	ne
la	Pp	il
priais	Vvc	prier
...	Fs	...
Monsieur	Nc	monsieur
,	Fw	,
quelqu'un	Pi	quelqu'un
s'	Pp	se
avance	Vvc	avancer
.	Fs	.
Tirons	Vvc	tirer
nous	Pp	nous
à	S	à
l'	Da	le
écart	Nc	écart
,	Fw	,
et	Cc	et
gardons	Vvc	garder
le	Da	le
silence	Nc	silence
.	Fs	.
Malgré	Vvc	malgré
l'	Da	le
ombre	Nc	ombre
et	Cc	et
l'	Da	le
horreur	Nc	horreur
de	S	de
cet	Dd	ce
air	Nc	air
obscurci	Ge	obscurcir
,	Fw	,
Je	Vvc	je
ne	Rp	ne
me	Pp	je
trompe	Vvc	tromper
pas	Rg	pas
:	Fw	:
heurtons	Vvc	heurter
fort	Rg	fort
,	Fw	,
c'	Pd	ce
est	Vuc	être
ici	Rg	ici
.	Fs	.
À	Vvc	à
voir	Vvn	voir
de	S	de
ce	Dd	ce
garçon	Nc	garçon
l'	Da	le
habit	Nc	habit
et	Cc	et
la	Da	le
posture	Nc	posture
,	Fw	,
Il	Vvc	il
semble	Vvc	sembler
un	Dn	un
officier	Nc	officier
du	S+Da	de+le
Bureau	Nc	bureau
de	S	de
Mercure	Nc	mercure
.	Fs	.
Déjà	Vvc	déjà
dans	S	dans
ce	Dd	ce
logis	Nc	logis
chacun	Pi	chacun
est	Vuc	être
endormi	Ge	endormir
,	Fw	,
Redoublons	Vvc	redoubler
toutefois	Rg	toutefois
en	S	en
maître	Nc	maître
,	Fw	,
ou	Cc	ou
comme	S	comme
ami	Nc	ami
.	Fs	.
Ah	I	ah
!	Fs	!
Je	Pp	je
n'	Rp	ne
en	Pp	en
doute	Vvc	douter
plus	Rg	plus
,	Fw	,
c'	Pd	ce
est	Vuc	être
un	Dn	un
de	S	de
ces	Dd	ce
infâmes	Ag	infâme
,	Fw	,
Qui	Vvc	qui
vendent	Vvc	vendre
la	Da	le
jeunesse	Nc	jeunesse
et	Cc	et
la	Da	le
beauté	Nc	beauté
des	S+Da	de+le|de+les
femmes	Nc	femme
;	Fw	;
L'	Vvc	l'
infidèle	Ag	infidèle
à	S	à
dessein	Nc	dessein
m'	Pp	je
a	Vuc	avoir
traité	Ge	traiter
rudement	Rg	rudement
;	Fw	;
Pour	Nc	pour
s'	Pp	se
aller	Vvn	aller
divertir	Vvn	divertir
avec	S	avec
un	Dn	un
autre	Ag	autre
amant	Nc	amant
.	Fs	.
Insolent	Vvc	insoler
c'	Pd	ce
en	Pp	en
est	Vuc	être
trop	Rg	trop
,	Fw	,
votre	Ds	votre
impudence	Nc	impudence
est	Vuc	être
telle	Ag	tel
,	Fw	,
Qu'	Vvc	qu'
un	Dn	un
propos	Nc	propos
de	S	de
mépris	Nc	mépris
,	Fw	,
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
assez	Rg	assez
pour	S	pour
elle	Pp	il
:	Fw	:
Je	Pp	je
ne	Rp	ne
sais	Vvc	savoir
qui	Pt	qui
me	Pp	je
tient	Vvc	tenir
,	Fw	,
qu'	Cs	que
en	S	en
mon	Ds	mon
juste	Ag	juste
courroux	Nc	courroux
Je	Vvc	je
ne	Rp	ne
fasse	Vvc	faire
sortir	Vvn	sortir
les	Da	le
voisins	Nc	voisin|voisins
dessus	S	dessus
vous	Pp	vous
.	Fs	.
Heurter	Vvn	heurter
violemment	Rg	violemment
,	Fw	,
et	Cc	et
de	S	de
nuit	Nc	nuit
à	S	à
ma	Ds	mon
porte	Nc	porte
!	Fs	!
Traite-t	Nc	traite-t
-on	Nc	-on
de	S	de
cet	Dd	ce
air	Nc	air
les	Da	le
femmes	Nc	femme
de	S	de
ma	Ds	mon
sorte	Nc	sorte
?	Fs	?
Retirez	Vvc	retirer
-vous	Nc	-vous
,	Fw	,
ou	Cc	ou
bien	Rg	bien
.	Fs	.
Cette	Dd	ce
malfaçon	Nc	malfaçon
Fait	Vvc	faire
naître	Vvn	naître
en	S	en
mon	Ds	mon
esprit	Nc	esprit
je	Pp	je
ne	Rp	ne
sais	Vvc	savoir
quel	Dt	quel
soupçon	Nc	soupçon
;	Fw	;
Mais	Vvc	mais
désabusons	Vvc	désabuser
-la	Vvc	-la
.	Fs	.
Quelle	Dt	quel
audace	Nc	audace
est	Vuc	être
la	Da	le
vôtre	As#Ps	vôtre
?	Fs	?
Madame	Nc	madame
,	Fw	,
apaisez	Vvc	apaiser
-vous	Nc	-vous
,	Fw	,
vous	Pp	vous
prenez	Vvc	prendre
l'	Da	le
un	Pi	un
pour	S	pour
l'	Da	le
autre	Pi	autre
,	Fw	,
Je	Vvc	je
suis	Vuc	être
valet	Nc	valet
d'	S	de
Orphise	Nc	orphise
.	Fs	.
Ah	I	ah
!	Fs	!
Bon	Ag	bon
Dieu	Nc	dieu
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
tort	Nc	tort
!	Fs	!
Pourquoi	Rt	pourquoi
viens	Vvc	venir
-tu	Vvc	-tu
si	Rg	si
tard	Rg	tard
,	Fw	,
et	Cc	et
heurtes	Vvc	heurter
-tu	Vvn	-tu
si	Rg	si
fort	Ag	fort
?	Fs	?
Pour	S	pour
vous	Pp	vous
donner	Vvn	donner
avis	Nc	avis
de	S	de
venir	Vvn	venir
tout	Pi	tout
à	S	à
l'	Da	le
heure	Nc	heure
,	Fw	,
Autrement	Nc	autrement
sans	S	sans
vous	Pp	vous
voir	Vvn	voir
,	Fw	,
il	Pp	il
faudra	Vvc	faillir|falloir
qu'	Cs	que
elle	Pp	il
meure	Vvc	murer
.	Fs	.
Quel	Dt	quel
mal	Nc	mal
à	S	à
ma	Ds	mon
cousine	Nc	cousin
est-il	Ag	est-il
donc	Rg	donc
survenu	Ge	survenir
?	Fs	?
Je	Pp	je
ne	Rp	ne
vous	Pp	vous
le	Pp	il
puis	Vvc	pouvoir
dire	Vvn	dire
,	Fw	,
il	Pp	il
ne	Rp	ne
m'	Pp	je
est	Vuc	être
pas	Rg	pas
connu	Ge	connaître
.	Fs	.
Attends	Vvc	attendre
moi	Pp	je
,	Fw	,
je	Pp	je
m'	Pp	je
en	Pp	en
vais	Vvc	aller
.	Fs	.
Votre	Ds	votre
esprit	Nc	esprit
quand	Cs	quand
j'	Pp	je
y	Pp	y
pense	Vvc	penser
,	Fw	,
Établit	Vvc	établit
un	Dn	un
soupçon	Nc	soupçon
dessus	S	dessus
peu	Rg	peu
d'	S	de
apparence	Nc	apparence
.	Fs	.
Que	Pt	que
veux	Vvc	vouloir
-tu	Vvn	-tu
,	Fw	,
tout	Rg	tout
me	Pp	je
choque	Vvc	choquer
,	Fw	,
et	Cc	et
quiconque	Pi	quiconque
aime	Vvc	aimer
bien	Rg	bien
,	Fw	,
Craint	Vvc	craindre
,	Fw	,
pense	Vvc	penser
mal	Rg	mal
de	S	de
tout	Pi	tout
,	Fw	,
et	Cc	et
ne	Rp	ne
se	Pp	il
fie	Vvc	fier
à	S	à
rien	Pi	rien
.	Fs	.
À	Nc	à
qui	Pr	qui
pouvait	Vvc	pouvoir
Astrée	Vvc	astrée
adresser	Vvn	adresser
ses	Ds	son
menaces	Nc	menace
?	Fs	?
Peut-être	Vvc	peut-être
à	S	à
quelque	Di	quelque
amant	Nc	amant
hors	S	hors
de	S	de
ses	Ds	son
bonnes	Ag	bon
grâces	Nc	grâce
.	Fs	.
Quelque	Di	quelque
galant	Nc	galant
possible	Ag	possible
autrefois	Rg	autrefois
en	S	en
faveur	Nc	faveur
,	Fw	,
Est	Vvc	est
aujourd'hui	Rg	aujourd'hui
puni	Ge	punir
d'	S	de
avoir	Vun	avoir
été	Ge	être
causeur	Ag	causeur
,	Fw	,
L'	Vvc	l'
apparence	Nc	apparence
à	S	à
cela	Pd	cela
donne	Vvc	donner
quelque	Di	quelque
ouverture	Nc	ouverture
.	Fs	.
L'	Da	le
absence	Nc	absence
de	S	de
Léandre	Nc	léandre
en	Pp	en
croît	Vvc	croître
la	Da	le
conjecture	Nc	conjecture
,	Fw	,
Toutefois	Vvc	toutefois
,	Fw	,
tels	Ag	tel
soupçons	Nc	soupçon
souvent	Rg	souvent
sont	Vuc	être
mal	Rg	mal
conçus	Ge	concevoir
,	Fw	,
Et	Vvc	et
d'ailleurs	Nc	d'ailleurs
je	Pp	je
n'	Rp	ne
ai	Vuc	avoir
rien	Pi	rien
à	S	à
gloser	Vvn	gloser
là	Rg	là
dessus	Nc	dessus
.	Fs	.
Voyez	Vvc	voir
l'	Da	le
opinion	Nc	opinion
de	S	de
ce	Dd	ce
dernier	Nc	dernier
des	S+Da	de+le|de+les
hommes	Nc	homme
.	Fs	.
Allons	Vvc	aller
,	Fw	,
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
loin	Rg	loin
:	Fw	:
en	Pp	en
trois	Vvc	traire
pas	Rg	pas
nous	Pp	nous
y	Pp	y
sommes	Vuc	être
.	Fs	.
L'	Da	le
occasion	Nc	occasion
est	Vuc	être
belle	Ag	beau
,	Fw	,
agissons	Vvc	agir
sans	S	sans
parler	Vvn	parler
.	Fs	.
Monsieur	Nc	monsieur
,	Fw	,
que	Pr	que
pensez	Vvc	penser
-vous	Nc	-vous
?	Fs	?
Où	Vvc	où
voulez	Vvc	vouloir
vous	Pp	vous
aller	Vvn	aller
?	Fs	?
Sylvain	Nc	sylvain
,	Fw	,
je	Pp	je
la	Pp	il
veux	Vvc	vouloir
suivre	Vvn	suivre
,	Fw	,
et	Cc	et
puisque	Cs	puisque
la	Da	le
prière	Nc	prière
Ne	Ag	ne
peut	Vvc	pouvoir
