Invincibles	Ag	invincible
Et	Vvc	et
d'	S	de
un	Dn	un
commun	Ag	commun
accord	Nc	accord
le	Da	le
peuple	Nc	peuple
la	Pp	il
lui	Pp	il
donne	Vvc	donner
,	Fw	,
Il	Vvc	il
accepte	Vvc	accepter
le	Da	le
joug	Nc	joug
,	Fw	,
et	Cc	et
n'	Rp	ne
en	Pp	en
murmure	Vvc	murmurer
pas	Rg	pas
.	Fs	.
Ha	Rg	ha
!	Fs	!
Vous	Pp	vous
deviez	Vvc	devoir|dévier
plutôt	Rg	plutôt
souffrir	Vvn	souffrir
mille	Nc	mille
trépas	Nc	trépas
,	Fw	,
Et	Vvc	et
pour	S	pour
ne	Rp	ne
perdre	Vvn	perdre
point	Rg	point
votre	Ds	votre
gloire	Nc	gloire
passée	Ge	passer
Punir	Vvn	punir
les	Da	le
déloyaux	Ag	déloyal
de	S	de
la	Da	le
seule	Ag	seul
pensée	Nc	pensée
,	Fw	,
Étouffer	Nc	étouffer
les	Da	le
auteurs	Nc	auteur
de	S	de
la	Da	le
rébellion	Nc	rébellion
,	Fw	,
Et	Vvc	et
couper	Vvn	couper
en	S	en
naissant	Ga	naître
la	Da	le
tête	Nc	tête
à	S	à
ce	Dd	ce
Lyon	Nc	lyon
:	Fw	:
Mais	Cc	mais
puisque	Cs	puisque
du	S+Da	de+le
passé	Ge	passer
le	Da	le
repentir	Nc	repentir
vous	Pp	vous
touche	Vvc	toucher
,	Fw	,
Comme	Vvc	comme
mon	Ds	mon
compagnon	Nc	compagnon
l'	Pp	il
a	Vuc	avoir
su	Ge	savoir
de	S	de
votre	Ds	votre
bouche	Nc	bouche
,	Fw	,
Et	Vvc	et
comme	S	comme
votre	Ds	votre
front	Nc	front
me	Pp	je
le	Pp	il
témoigne	Vvc	témoigner
assez	Rg	assez
,	Fw	,
Vous	Nc	vous
pouvez	Vvc	pouvoir
réparer	Vvn	réparer
tous	Di	tout
les	Da	le
crimes	Nc	crime
passés	Ge	passer
,	Fw	,
Implorer	Nc	implorer
seulement	Rg	seulement
la	Da	le
merci	Nc	merci
de	S	de
la	Da	le
Reine	Nc	reine|roi
,	Fw	,
Elle	Vvc	elle
est	Vuc	être
juste	Ag	juste
,	Fw	,
il	Pp	il
est	Vuc	être
vrai	Ag	vrai
,	Fw	,
mais	Cc	mais
non	Rg	non
pas	Rg	pas
inhumaine	Ag	inhumain
:	Fw	:
Allez	Vvc	aller
sans	S	sans
craindre	Vvn	craindre
rien	Pi	rien
embrasser	Vvn	embrasser
ses	Ds	son
genoux	Nc	genou
,	Fw	,
Et	Vvc	et
vous	Pp	vous
en	Pp	en
recevrez	Vvc	recevoir
un	Dn	un
traitement	Nc	traitement
si	Rg	si
doux	Ag	doux
Que	Nc	que
vous	Pp	vous
condamnerez	Vvc	condamner
vos	Ds	votre
dernières	Ag	dernier
folies	Nc	folie
,	Fw	,
Qui	Vvc	qui
dans	S	dans
vos	Ds	votre
repentirs	Nc	repentir
seront	Vuc	être
ensevelies	Ge	ensevelir
:	Fw	:
Si	Cs	si
vous	Pp	vous
vous	Pp	vous
résolvez	Vvc	résoudre
à	S	à
deux	Nc	deux
doigts	Nc	doigt
de	S	de
la	Da	le
mort	Nc	mort
Londres	Vvc	londres
ne	Rp	ne
sera	Vuc	être
plus	Rg	plus
après	S	après
ce	Dd	ce
grand	Ag	grand
effort	Nc	effort
,	Fw	,
Qui	Vvc	qui
fera	Vvc	faire|ferrer
trébucher	Vvn	trébucher
ses	Ds	son
superbes	Ag	superbe
murailles	Nc	muraille
,	Fw	,
Qu'	Vvc	qu'
un	Dn	un
théâtre	Nc	théâtre
sanglant	Ga	sangler
de	S	de
mille	Nc	mille
funérailles	Nc	funéraille
.	Fs	.
Amis	Nc	ami
opposez	Nc	opposé
-vous	Nc	-vous
à	S	à
des	Dn	un
malheurs	Nc	malheur
si	Rg	si
grands	Ag	grand
,	Fw	,
Conservez	Vvc	conserver
vos	Ds	votre
maisons	Nc	maison
,	Fw	,
vos	Ds	votre
fils	Nc	fil|fils
et	Cc	et
vos	Ds	votre
parents	Nc	parent
,	Fw	,
Et	Vvc	et
ne	Rp	ne
permettez	Vvc	permettre
pas	Rg	pas
qu'	Cs	que
une	Dn	un
insolente	Ag	insolent
armée	Nc	armée
Avare	Ag	avare
de	S	de
butin	Nc	butin
,	Fw	,
et	Cc	et
de	S	de
meurtre	Nc	meurtre
affamée	Ge	affamer
,	Fw	,
Dans	Vvc	dans
les	Da	le
premiers	Ag	premier
transports	Nc	transport|transports
d'	S	de
une	Dn	un
juste	Ag	juste
fureur	Nc	fureur
Remplissent	Vvc	remplir
vos	Ds	votre
maisons	Nc	maison
de	S	de
misère	Nc	misère
et	Cc	et
d'	S	de
horreur	Nc	horreur
,	Fw	,
Prévenez	Vvc	prévenez
ce	Dd	ce
malheur	Nc	malheur
,	Fw	,
et	Cc	et
courez	Vvc	courir
au	S+Da	à+le
remède	Nc	remède
,	Fw	,
Pour	Nc	pour
moi	Pp	je
dans	S	dans
ce	Dd	ce
besoin	Nc	besoin
je	Pp	je
vous	Pp	vous
donne	Vvc	donner
mon	Ds	mon
aide	Nc	aide
,	Fw	,
Votre	Nc	votre
soumission	Nc	soumission
détournera	Vvc	détourner
ce	Dd	ce
mal	Nc	mal
,	Fw	,
Et	Vvc	et
je	Pp	je
promets	Vvc	promettre
à	S	à
tous	Di	tout
un	Dn	un
pardon	Nc	pardon
général	Nc	général
.	Fs	.
Quand	Cs	quand
vous	Pp	vous
n'	Rp	ne
y	Pp	y
seriez	Vuc	être
pas	Rg	pas
obligés	Ge	obliger
de	S	de
naissance	Nc	naissance
Votre	Nc	votre
salut	Nc	salut
dépend	Vvc	dépendre
de	S	de
votre	Ds	votre
obéissance	Nc	obéissance
,	Fw	,
Il	Vvc	il
faut	Vvc	faillir|falloir
suivre	Vvn	suivre
les	Da	le
lois	Nc	loi
qu'	Pr	que
imposent	Vvc	imposer
des	Dn	un
vainqueurs	Nc	vainqueur
,	Fw	,
Ouvrez	Vvc	ouvrer|ouvrir
donc	Rg	donc
devant	S	devant
nous	Pp	nous
le	Da	le
secret	Nc	secret
de	S	de
vos	Ds	votre
coeurs	Nc	cœur
.	Fs	.
Puisque	Cs	puisque
je	Pp	je
puis	Vvc	pouvoir
pour	S	pour
tous	Di	tout
vous	Pp	vous
parler	Vvn	parler
en	S	en
ces	Dd	ce
termes	Nc	terme
,	Fw	,
Nos	Nc	nô
résolutions	Nc	résolution
sont	Vuc	être
entières	Ag	entier
et	Cc	et
fermes	Ag	ferme
:	Fw	:
Seigneur	Nc	seigneur
quelque	Di	quelque
danger	Nc	danger
que	Pr	que
nous	Pp	nous
puissions	Vvc	pouvoir
courir	Vvn	courir
,	Fw	,
Dans	Vvc	dans
nos	Ds	notre
premiers	Ag	premier
devoirs	Nc	devoir
nous	Pp	nous
voulons	Vvc	vouloir
tous	Pi	tout
mourir	Vvn	mourir
.	Fs	.
Je	Pp	je
n'	Rp	ne
attendais	Vvc	attendre
pas	Rg	pas
moins	Rg	moins
de	S	de
ces	Dd	ce
braves	Ag	brave
courages	Nc	courage
Qui	Ag	qui
ramènent	Vvc	ramener
le	Da	le
calme	Nc	calme
après	S	après
ces	Dd	ce
grands	Ag	grand
orages	Nc	orage
.	Fs	.
Oui	Rg	oui
si	Cs	si
vous	Pp	vous
conservez	Vvc	conserver
ce	Dd	ce
généreux	Ag	généreux
propos	Nc	propos
,	Fw	,
Vous	Nc	vous
allez	Vvc	aller
recouvrer	Vvn	recouvrer
votre	Ds	votre
premier	Ag	premier
repos	Nc	repos
:	Fw	:
Mais	Cc	mais
fidèles	Ag	fidèle
sujets	Nc	sujet
puisque	Cs	puisque
le	Da	le
temps	Nc	temps
nous	Pp	nous
presse	Vvc	presser
Allez	Vvc	aller
vous	Pp	vous
prosterner	Vvn	prosterner
devant	S	devant
votre	Ds	votre
Princesse	Nc	prince|princesse
,	Fw	,
Témoignez	Vvc	témoignez
à	S	à
ses	Ds	son
yeux	Nc	œil
votre	Ds	votre
fidélité	Nc	fidélité
,	Fw	,
Et	Vvc	et
ne	Rp	ne
permettez	Vvc	permettre
pas	Rg	pas
qu'	Cs	que
elle	Pp	il
entre	Vvc	entrer
en	S	en
la	Da	le
Cité	Nc	cité
Qu'	Vvc	qu'
elle	Pp	il
n'	Rp	ne
ait	Vuc	avoir
de	S	de
vos	Ds	votre
mains	Nc	main
reçu	Ge	recevoir
cette	Dd	ce
Couronne	Nc	couronne
,	Fw	,
Qu'	Vvc	qu'
après	S	après
tous	Di	tout
ses	Ds	son
aïeuls	Nc	aïeul
la	Da	le
naissance	Nc	naissance
lui	Pp	il
donne	Vvc	donner
,	Fw	,
Vous	Nc	vous
prendrez	Vvc	prendre
s'	Cs	si
il	Pp	il
vous	Pp	vous
plaît	Vvc	plaire
cette	Dd	ce
commission	Nc	commission
.	Fs	.
Je	Pp	je
vais	Vvc	aller
l'	Pp	il
exécuter	Vvn	exécuter
avec	S	avec
affection	Nc	affection
.	Fs	.
Tandis	Vvc	tandis
que	Cs	que
pour	S	pour
couper	Vvn	couper
la	Da	le
dernière	Ag	dernier
racine	Nc	racine
D'	Nc	d'
une	Dn	un
rébellion	Nc	rébellion
qui	Pr	qui
penche	Vvc	pencher
à	S	à
sa	Ds	son
ruine	Nc	ruine
,	Fw	,
Et	Vvc	et
prévenir	Vvn	prévenir
des	Dn	un
maux	Nc	mal
qui	Pr	qui
seraient	Vuc	être
éternels	Ag	éternel
,	Fw	,
Je	Vvc	je
m'	Pp	je
en	Pp	en
vais	Vvc	aller
de	S	de
ce	Pd	ce
pas	Rg	pas
saisir	Vvn	saisir
les	Da	le
criminels	Ag	criminel
:	Fw	:
Mais	Cc	mais
parce	Vvc	parce
que	Cs	que
le	Da	le
Duc	Nc	duc
n'	Rp	ne
est	Vuc	être
jamais	Rg	jamais
sans	S	sans
escorte	Nc	escorte
,	Fw	,
Donnez	Vvc	donner
-moi	Vvc	-moi
des	Dn	un
soldats	Nc	soldat
pour	S	pour
me	Pp	je
prêter	Vvn	prêter
main	Nc	main
forte	Ag	fort
.	Fs	.
Quoique	Cs	quoique
le	Da	le
triste	Ag	triste
état	Nc	état
où	Pr	où
nos	Ds	notre
jours	Nc	jour
sont	Vuc	être
réduits	Ge	réduire
Puisse	Vvc	pouvoir
en	S	en
quelque	Di	quelque
façon	Nc	façon
excuser	Vvn	excuser
vos	Ds	votre
ennuis	Nc	ennui
,	Fw	,
Ma	Vvc	ma
Princesse	Nc	prince|princesse
quittez	Vvc	quitter
un	Dn	un
discours	Nc	discours
qui	Pr	qui
me	Pp	je
tue	Vvc	tuer
,	Fw	,
Et	Vvc	et
que	Cs	que
votre	Ds	votre
constance	Nc	constance
aujourd'hui	Rg	aujourd'hui
s'	Pp	se
évertue	Vvc	évertuer
,	Fw	,
Je	Vvc	je
suis	Vuc	être
assez	Rg	assez
sensible	Ag	sensible
à	S	à
vos	Ds	votre
justes	Ag	juste
douleurs	Nc	douleur
,	Fw	,
Sans	Vvc	sans
que	Cs	que
vous	Pp	vous
redoubliez	Vvc	redoubler
ma	Ds	mon
peine	Nc	peine
par	S	par
vos	Ds	votre
pleurs	Nc	pleur
.	Fs	.
Et	Cc	et
que	Cs	que
vous	Pp	vous
témoignez	Vvc	témoigner
qu'	Cs	que
en	Pp	en
perdant	Ga	perdre
la	Da	le
Couronne	Ag	couronne
Vous	Nc	vous
ne	Rp	ne
regrettez	Vvc	regretter
rien	Pi	rien
que	Cs	que
ma	Ds	mon
seule	Ag	seul
personne	Nc	personne
.	Fs	.
Ô	Vvc	ô
de	S	de
tous	Di	tout
les	Da	le
honneurs	Nc	honneur
de	S	de
ma	Ds	mon
prospérité	Nc	prospérité
!	Fs	!
Le	Da	le
bonheur	Nc	bonheur
le	Da	le
plus	Rg	plus
grand	Ag	grand
et	Cc	et
le	Da	le
moins	Nc	moins
mérité	Ge	mériter
,	Fw	,
Indigne	Vvc	indigner
que	Cs	que
je	Pp	je
suis	Vuc	être
d'	S	de
une	Dn	un
amitié	Nc	amitié
si	Rg	si
forte	Ag	fort
Dont	Vvc	dont
le	Pp	il
ressouvenir	Vvn	ressouvenir
m'	Pp	je
aveugle	Vvc	aveugler
et	Cc	et
me	Pp	je
transporte	Vvc	transporter
,	Fw	,
Mais	Vvc	mais
par	S	par
cette	Dd	ce
beauté	Nc	beauté
qui	Pr	qui
m'	Pp	je
en	Pp	en
veut	Vvc	vouloir
honorer	Vvn	honorer
,	Fw	,
Souffrez	Vvc	souffrir
que	Cs	que
mon	Ds	mon
amour	Nc	amour
vous	Pp	vous
ose	Vvc	oser
conjurer	Vvn	conjurer
,	Fw	,
Avec	Vvc	avec
tout	Di	tout
son	Ds	son
pouvoir	Nc	pouvoir
et	Cc	et
toute	Di	tout
sa	Ds	son
tendresse	Nc	tendresse
De	Vvc	de
modérer	Vvn	modérer
un	Dn	un
peu	Rg	peu
la	Da	le
douleur	Nc	douleur
qui	Pr	qui
vous	Pp	vous
presse	Vvc	presser
,	Fw	,
Nous	Vvc	nous
n'	Rp	ne
avons	Vuc	avoir
pas	Rg	pas
perdu	Ge	perdre
toute	Di	tout
sorte	Nc	sorte
d'	S	de
espoir	Nc	espoir
,	Fw	,
Puisqu'il	Nc	puisqu'il
nous	Pp	nous
reste	Vvc	rester
encor	Nc	encor
le	Da	le
moyen	Nc	moyen
de	S	de
nous	Pp	nous
voir	Vvn	voir
:	Fw	:
Et	Cc	et
le	Da	le
Ciel	Nc	ciel
qui	Pr	qui
connaît	Vvc	connaître
une	Dn	un
amitié	Nc	amitié
si	Rg	si
rare	Ag	rare
Nous	Nc	nous
donnera	Vvc	donner
la	Da	le
mort	Nc	mort
avant	S	avant
qu'	Cs	que
il	Pp	il
nous	Pp	nous
sépare	Vvc	séparer
.	Fs	.
Quoiqu'en	Cs	quoiqu'en
me	Pp	je
consolant	Ga	consoler
tu	Pp	tu
penses	Vvc	penser
m'	Pp	je
obliger	Vvn	obliger
,	Fw	,
Tes	Vvc	tes
consolations	Nc	consolation
ne	Rp	ne
font	Vvc	faire
que	Cs	que
m'	Pp	je
affliger	Vvn	affliger
.	Fs	.
Hélas	Vvc	hélas
!	Fs	!
Je	Pp	je
connais	Vvc	connaître
trop	Rg	trop
que	Cs	que
notre	Ds	notre
heure	Nc	heure
est	Vuc	être
venue	Ge	venir
,	Fw	,
Que	Vvc	que
la	Da	le
justice	Nc	justice
enfin	Rg	enfin
doit	Vvc	devoir
être	Vun	être
reconnue	Ge	reconnaître
,	Fw	,
Que	Vvc	que
le	Da	le
Ciel	Nc	ciel
ne	Rp	ne
nous	Pp	nous
voit	Vvc	voir
que	Cs	que
d'	S	de
un	Dn	un
oeil	Nc	œil
de	S	de
courroux	Nc	courroux
,	Fw	,
Et	Vvc	et
qu'	Cs	que
il	Pp	il
s'	Pp	se
est	Vuc	être
justement	Rg	justement
déclaré	Ge	déclarer
contre	S	contre
nous	Pp	nous
.	Fs	.
Le	Da	le
sort	Nc	sort
qui	Pr	qui
m'	Pp	je
éleva	Vvc	élever
dans	S	dans
ce	Dd	ce
degré	Nc	degré
suprême	Ag	suprême
Me	Vvc	me
donna	Vvc	donner
la	Da	le
Couronne	Nc	couronne
,	Fw	,
et	Cc	et
me	Pp	je
l'	Pp	il
ôta	Vvc	ôter
de	S	de
même	Pi	même
,	Fw	,
Et	Vvc	et
ce	Dd	ce
trône	Nc	trône
périt	Vvc	périr
ayant	Ga	avoir
pour	S	pour
fondement	Nc	fondement
Avec	Vvc	avec
l'	Da	le
ambition	Nc	ambition
le	Da	le
crime	Nc	crime
seulement	Rg	seulement
.	Fs	.
Héla	Vvc	héla
!	Fs	!
Quelle	Dt	quel
fortune	Nc	fortune
à	S	à
mon	Ds	mon
bien	Nc	bien
si	Rg	si
contraire	Ag	contraire
Me	Nc	me
rend	Vvc	rendre
si	Rg	si
crédule	Ag	crédule
aux	S+Da	à+les
Conseils	Nc	conseil
de	S	de
ton	Ds	ton
père	Nc	père
,	Fw	,
Qui	Vvc	qui
dessus	S	dessus
ma	Ds	mon
grandeur	Nc	grandeur
le	Da	le
sienne	Ps	sien
bâtissant	Ga	bâtir
,	Fw	,
Abusa	Vvc	abuser
des	Dn	un
bontés	Nc	bonté
de	S	de
mon	Ds	mon
âge	Nc	âge
innocent	Ag	innocent
:	Fw	:
Que	Pr	que
ne	Rp	ne
permit	Vvc	permettre
le	Pp	il
Ciel	Vvc	ciel
que	Cs	que
cette	Dd	ce
heure	Nc	heure
fatale	Ag	fatal
Où	Vvc	où
l'	Pp	il
on	Pp	on
me	Pp	je
fit	Vvc	faire
monter	Vvn	monter
à	S	à
la	Da	le
grandeur	Nc	grandeur
Royale	Ag	royal
,	Fw	,
Que	Vvc	que
mon	Ds	mon
front	Nc	front
s'	Pp	se
empara	Vvc	emparer
d'	S	de
un	Dn	un
insolent	Ag	insolent
orgueil	Nc	orgueil
,	Fw	,
Eut	Vvc	eut
été	Ge	être
destiné	Ge	destiner
à	S	à
m'	Pp	je
ouvrir	Vvn	ouvrir
le	Da	le
cercueil	Nc	cercueil
:	Fw	:
J'	Pp	je
eusse	Vuc	avoir
été	Ge	être
trop	Rg	trop
heureuse	Ag	heureux
,	Fw	,
et	Cc	et
j'	Pp	je
eusse	Vuc	avoir
rendu	Ge	rendre
l'	Da	le
âme	Nc	âme
,	Fw	,
Sans	Vvc	sans
infidélité	Nc	infidélité
,	Fw	,
sans	S	sans
reproche	Nc	reproche
et	Cc	et
sans	S	sans
blâme	Nc	blâme
,	Fw	,
Je	Vvc	je
serais	Vuc	être
à	S	à
l'	Da	le
abri	Nc	abri
des	S+Da	de+le|de+les
injures	Nc	injure
du	S+Da	de+le
sort	Nc	sort
,	Fw	,
Et	Vvc	et
je	Pp	je
ne	Rp	ne
craindrais	Vvc	craindre
pas	Rg	pas
une	Dn	un
honteuse	Ag	honteux
mort	Nc	mort
.	Fs	.
Voilà	Vvc	voilà
de	S	de
mes	Ds	mon
regrets	Nc	regret
le	Da	le
sujet	Nc	sujet
véritable	Ag	véritable
,	Fw	,
Et	Vvc	et
si	Rg	si
dans	S	dans
ma	Ds	mon
douleur	Nc	douleur
je	Pp	je
suis	Vuc	être
inconsolable	Ag	inconsolable
,	Fw	,
Sache	Vvc	savoir
mon	Ds	mon
cher	Ag	cher
mari	Nc	mari
que	Cs	que
bientôt	Rg	bientôt
le	Da	le
destin	Nc	destin
Nous	Ag	nous
prépare	Vvc	préparer
à	S	à
tous	Di	tout
deux	Nc	deux
une	Dn	un
tragique	Ag	tragique
fin	Nc	fin
,	Fw	,
Dans	Vvc	dans
les	Da	le
arrêts	Nc	arrêt
du	S+Da	de+le
Ciel	Nc	ciel
notre	Ds	notre
perte	Nc	perte
est	Vuc	être
écrite	Ge	écrire
,	Fw	,
Mes	Vvc	mes
songes	Nc	songe
en	S	en
dormant	Ga	dormir
me	Pp	je
l'	Pp	il
ont	Vuc	avoir
cent	Nc	cent
fois	Nc	fois
prédite	Ge	prédire
;	Fw	;
Et	Vvc	et
mille	Nc	mille
visions	Vvc	viser
de	S	de
spectres	Nc	spectre
et	Cc	et
d'	S	de
horreurs	Nc	horreur
Donnent	Vvc	donner
à	S	à
mon	Ds	mon
esprit	Nc	esprit
de	S	de
mortelles	Ag	mortel
terreurs	Nc	terreur
.	Fs	.
Ces	Dd	ce
appréhensions	Nc	appréhension
condamnent	Vvc	condamner
de	S	de
faiblesse	Nc	faiblesse
Les	Vvc	les
crédules	Ag	crédule
esprits	Nc	esprit
que	Cs	que
cette	Dd	ce
crainte	Nc	crainte
blesse	Vvc	blesser
,	Fw	,
Et	Vvc	et
vous	Pp	vous
devriez	Vvc	devoir
rougir	Vvn	rougir
d'	S	de
avoir	Vun	avoir
eu	Ge	avoir
quelque	Di	quelque
peur	Nc	peur
,	Fw	,
Ou	Vvc	ou
quelque	Di	quelque
affection	Nc	affection
pour	S	pour
un	Dn	un
songe	Nc	songe
trompeur	Nc	trompeur
,	Fw	,
Ce	Vvc	ce
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
en	S	en
effet	Nc	effet
que	Cs	que
les	Da	le
coeurs	Nc	cœur
les	Da	le
plus	Rg	plus
fermes	Ag	ferme
