Certes	Rg	certes
feu	Nc	feu
que	Pr	que
vous	Pp	vous
avez	Vuc	avoir
a	S	à
besoin	Nc	besoin
de	S	de
leçon	Nc	leçon
Après	Vvc	après
vous	Pp	vous
hablerez	Vvc	habler
de	S	de
la	Da	le
bonne	Ag	bon
façon	Nc	façon
:	Fw	:
En	Pp	en
voulez	Vvc	vouloir
-vous	Nc	-vous
donner	Vvn	donner
?	Fs	?
L'	Da	le
affaire	Nc	affaire|affairé
est	Vuc	être
devinée	Ge	deviner
.	Fs	.
Je	Pp	je
voudrais	Vvc	vouloir
bien	Rg	bien
mentir	Vvn	mentir
,	Fw	,
Quand	Nc	quand
?	Fs	?
Cette	Dd	ce
après-dîner	Nc	après-dîner
.	Fs	.
Où	Vvc	où
?	Fs	?
Chez	S	chez
le	Da	le
rare	Ag	rare
objet	Nc	objet
dont	Pr	dont
mes	Ds	mon
sens	Nc	sens
sont	Vuc	être
charmés	Ge	charmer
.	Fs	.
Je	Pp	je
m'	Pp	je
y	Pp	y
rendrai	Vvc	rendre
tantôt	Rg	tantôt
...	Fs	...
Au	Vvc	au
moins	Rg	moins
si	Cs	si
vous	Pp	vous
m'	Pp	je
aimez	Vvc	aimer
...	Fs	...
Ah	Vvc	ah
!	Fs	!
Que	Cs	que
vous	Pp	vous
êtes	Vuc	être
bien	Rg	bien
auprès	Rg	auprès
de	S	de
cette	Dd	ce
belle	Ag	beau
.	Fs	.
Je	Pp	je
vous	Pp	vous
dois	Vvc	devoir
les	Da	le
faveurs	Nc	faveur
que	Pr	que
je	Pp	je
recevrai	Vvc	recevoir
d'	S	de
elle	Pp	il
,	Fw	,
Et	Vvc	et
de	S	de
quelque	Di	quelque
progrès	Nc	progrès
dont	Pr	dont
je	Pp	je
me	Pp	je
sois	Vuc	être
flatté	Ge	flatter
,	Fw	,
J'	Vvc	j'
en	Pp	en
dois	Vvc	devoir
remercier	Vvn	remercier
votre	Ds	votre
dextérité	Nc	dextérité
.	Fs	.
Il	Pp	il
faut	Vvc	faillir|falloir
quand	Cs	quand
vous	Pp	vous
trouvez	Vvc	trouver
parfois	Rg	parfois
l'	Da	le
heure	Nc	heure
opportune	Ag	opportun
,	Fw	,
Lui	Vvc	lui
vanter	Vvn	vanter
en	S	en
passant	Ga	passer
quelque	Di	quelque
bonne	Ag	bon
fortune	Nc	fortune
.	Fs	.
Qui	Pt	qui
pourrait	Vvc	pouvoir
réussir	Vvn	réussir
sans	S	sans
ces	Dd	ce
enseignements	Nc	enseignement
?	Fs	?
Nous	Pp	nous
en	Pp	en
avons	Vuc	avoir
besoin	Nc	besoin
dans	S	dans
les	Da	le
commencements	Nc	commencement
,	Fw	,
Quoi	Vvc	quoi
qu'	Cs	que
on	Pp	on
sache	Vvc	savoir
beaucoup	Rg	beaucoup
on	Pp	on
doit	Vvc	devoir
apprendre	Vvn	apprendre
encore	Rg	encore
,	Fw	,
Mais	Vvc	mais
dedans	Rg	dedans
les	Da	le
ardeurs	Nc	ardeur
du	S+Da	de+le
feu	Nc	feu
qui	Pr	qui
vous	Pp	vous
dévore	Vvc	dévorer
,	Fw	,
Ne	Vvc	ne
m'	Pp	je
avouerez	Vvc	avouer
-vous	Nc	-vous
pas	Rg	pas
que	Cs	que
vous	Pp	vous
êtes	Vuc	être
ici	Rg	ici
,	Fw	,
Étant	Nc	étant
absent	Ag	absent
d'	S	de
Olympe	Vvc	olympe
avec	S	avec
un	Dn	un
grand	Ag	grand
souci	Nc	souci
,	Fw	,
Je	Vvc	je
m'	Pp	je
en	Pp	en
vais	Vvc	aller
la	Pp	il
quérir	Vvn	quérir
:	Fw	:
en	Pp	en
faut-il	Vvc	faut-il
davantage	Rg	davantage
?	Fs	?
Ah	I	ah
!	Fs	!
C'	Pd	ce
est	Vuc	être
trop	Rg	trop
m'	Pp	je
obliger	Vvn	obliger
.	Fs	.
Le	Da	le
galant	Nc	galant
personnage	Nc	personnage
!	Fs	!
Il	Pp	il
croit	Vvc	croire|croître
trouver	Vvn	trouver
sa	Ds	son
dupe	Nc	dupe
.	Fs	.
Ah	I	ah
!	Fs	!
Le	Da	le
plaisant	Nc	plaisant
falot	Ag	falot
.	Fs	.
Il	Pp	il
faut	Vvc	faillir|falloir
tout	Rg	tout
endurer	Vvn	endurer
,	Fw	,
et	Cc	et
ne	Rp	ne
lui	Pp	il
dire	Vvn	dire
mot	Nc	mot
,	Fw	,
Il	Vvc	il
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
encor	Nc	encor
temps	Nc	temps
de	S	de
lui	Pp	il
faire	Vvn	faire
nos	Ds	notre
plaintes	Nc	plainte
,	Fw	,
Et	Vvc	et
puisque	Cs	puisque
mon	Ds	mon
bonheur	Nc	bonheur
consiste	Vvc	consister
dans	S	dans
ces	Dd	ce
feintes	Nc	feinte
,	Fw	,
Il	Vvc	il
faut	Vvc	faillir|falloir
passer	Vvn	passer
plus	Rg	plus
outre	Rg	outre
,	Fw	,
et	Cc	et
faisant	Ga	faire
l'	Da	le
ingénu	Nc	ingénu
,	Fw	,
Me	Vvc	me
maintenir	Vvn	maintenir
au	S+Da	à+le
point	Nc	point
où	Pr	où
je	Pp	je
suis	Vuc	être
parvenu	Ge	parvenir
,	Fw	,
Donc	Vvc	donc
,	Fw	,
mon	Ds	mon
cher	Ag	cher
Jodelet	Nc	jodelet
,	Fw	,
réponds	Vvc	répondre
à	S	à
mon	Ds	mon
attente	Nc	attente
,	Fw	,
Et	Vvc	et
ne	Rp	ne
dédaigne	Vvc	dédaigner
point	Rg	point
cette	Dd	ce
adroite	Ag	adroit
suivante	Nc	suivant
,	Fw	,
Qui	Vvc	qui
servant	Ga	servir
d'	S	de
un	Dn	un
Argus	Nc	argus
à	S	à
ma	Ds	mon
divinité	Nc	divinité
Alors	Nc	alors
qu'	Pr	que
elle	Pp	il
te	Pp	tu
suit	Vvc	suivre
nous	Pp	nous
laisse	Vvc	laisser
en	S	en
liberté	Nc	liberté
Ses	Vvc	ses
sanglots	Nc	sanglot
font	Vvc	faire
pitié	Nc	pitié
...	Fs	...
Monsieur	Nc	monsieur
,	Fw	,
c'	Pd	ce
est	Vuc	être
qu'	Cs	que
elle	Pp	il
tousse	Vvc	tousser
.	Fs	.
Mais	Cc	mais
...	Fw	...
Quand	Nc	quand
vous	Pp	vous
le	Pp	il
voudrez	Vvc	vouloir
je	Pp	je
la	Pp	il
rendrai	Vvc	rendre
plus	Rg	plus
douce	Ag	doux
Et	Vvc	et
plus	Rg	plus
souple	Ag	souple
cent	Nc	cent
fois	Nc	fois
qu'	Cs	que
un	Dn	un
gant	Nc	gant
de	S	de
chevrotin	Nc	chevrotin
.	Fs	.
Tu	Pp	tu
l'	Pp	il
entends	Vvc	entendre
,	Fw	,
Jodelet	Nc	jodelet
.	Fs	.
Je	Pp	je
suis	Vuc	être
un	Dn	un
faux	Ag	faux
mâtin	Nc	mâtin
,	Fw	,
Sans	Vvc	sans
moi	Pp	je
dans	S	dans
vos	Ds	votre
amours	Nc	amour
vous	Pp	vous
auriez	Vuc	avoir
votre	Ds	votre
compte	Nc	compte
,	Fw	,
Car	Nc	car
Lisette	Nc	lisette
m'	Pp	je
a	Vuc	avoir
dit	Ge	dire
que	Cs	que
l'	Da	le
Intendant	Nc	intendant
d'	S	de
Oronte	Nc	oronte
Sans	Vvc	sans
elle	Pp	il
nous	Pp	nous
allait	Vvc	aller
envoyer	Vvn	envoyer
à	S	à
vaux	Vvc	valoir
l'	Da	le
eau	Nc	eau
,	Fw	,
Mais	Vvc	mais
que	Cs	que
de	S	de
quelque	Di	quelque
espoir	Nc	espoir
flattant	Ga	flatter
le	Da	le
jouvenceau	Nc	jouvenceau
Elle	Ag	elle
avait	Vuc	avoir
empêché	Ge	empêcher
qu'	Cs	que
on	Pp	on
nous	Pp	nous
envoya	Vvc	envoyer
paître	Vvn	paître
.	Fs	.
Mais	Cc	mais
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
qu'	Rg	que
un	Dn	un
rêveur	Nc	rêveur
,	Fw	,
Il	Vvc	il
est	Vuc	être
cru	Ge	croire|croître
de	S	de
son	Ds	son
maître	Nc	maître
Qui	Vvc	qui
le	Pp	il
tient	Vvc	tenir
fort	Rg	fort
savant	Ag	savant
,	Fw	,
et	Cc	et
le	Pp	il
croit	Vvc	croire|croître
fort	Rg	fort
discret	Ag	discret
,	Fw	,
Mais	Vvc	mais
de	S	de
Climante	Ga	climante
aussi	Rg	aussi
dites	Vvc	dire
moi	Pp	je
le	Da	le
secret	Nc	secret
,	Fw	,
Aimerait-il	Ga	aimerait-il
Olympe	Vvc	olympe
?	Fs	?
Oui	Rg	oui
,	Fw	,
Jodelet	Nc	jodelet
,	Fw	,
il	Pp	il
l'	Pp	il
aime	Vvc	aimer
Pour	Vvc	pour
elle	Pp	il
son	Ds	son
amour	Nc	amour
passe	Vvc	passer
jusqu'	S	jusque
à	S	à
l'	Da	le
extrême	Ag	extrême
,	Fw	,
Et	Vvc	et
j'	Pp	je
ai	Vuc	avoir
bien	Rg	bien
reconnu	Ge	reconnaître
qu'	Cs	que
il	Pp	il
trouve	Vvc	trouver
les	Da	le
moyens	Nc	moyen|moyens
D'	Ag	d'
expliquer	Vvn	expliquer
ses	Ds	son
désirs	Nc	désir
en	S	en
débitant	Ga	débiter
les	Da	le
miens	Ps	mien
.	Fs	.
Qu'	Pt	que
a	Vuc	avoir
cela	Pd	cela
de	S	de
commun	Nc	commun
au	S+Da	à+le
feu	Nc	feu
qui	Pr	qui
vous	Pp	vous
consomme	Vvc	consommer
De	Vvc	de
vous	Pp	vous
faire	Vvn	faire
introduire	Vvn	introduire
à	S	à
titre	Nc	titre
de	S	de
jeune	Ag	jeune
homme	Nc	homme
,	Fw	,
Et	Vvc	et
pourquoi	Rt	pourquoi
ne	Rp	ne
peut-il	Rg	peut-il
haranguer	Vvn	haranguer
ses	Ds	son
amours	Nc	amour
Sans	Vvc	sans
vous	Pp	vous
faire	Vvn	faire
parler	Vvn	parler
et	Cc	et
chercher	Vvn	chercher
ces	Dd	ce
détours	Nc	détour
?	Fs	?
Tu	Pp	tu
sais	Vvc	savoir
bien	Rg	bien
que	Cs	que
d'	S	de
Oronte	Nc	oronte
elle	Pp	il
fut	Vuc	être
enlevée	Ge	enlever
Que	Vvc	que
partout	Rg	partout
de	S	de
ce	Dd	ce
lâche	Nc	lâche|lâché
on	Pp	on
la	Pp	il
voit	Vvc	voir
observée	Ge	observer
,	Fw	,
Et	Vvc	et
qu'	Cs	que
enfin	Rg	enfin
ce	Dd	ce
jaloux	Nc	jaloux
l'	Pp	il
ayant	Ga	avoir
en	S	en
son	Ds	son
pouvoir	Nc	pouvoir
Sans	Vvc	sans
sa	Ds	son
permission	Nc	permission
l'	Pp	il
on	Pp	on
ne	Rp	ne
la	Pp	il
saurait	Vvc	savoir
voir	Vvn	voir
.	Fs	.
Mais	Cc	mais
d'	S	de
où	Pr	où
vient	Vvc	venir
que	Cs	que
Climante	Ga	climante
est	Vuc	être
de	S	de
l'	Da	le
intelligence	Nc	intelligence
,	Fw	,
Et	Vvc	et
comme	Cs	comme
a-t-il	V	avoir
sitôt	Rg	sitôt
fait	Ge	faire
cette	Dd	ce
connaissance	Nc	connaissance
?	Fs	?
Tu	Pp	tu
peux	Vvc	pouvoir
t'	Pp	tu
en	S	en
étonner	Vvn	étonner
avec	S	avec
juste	Ag	juste
raison	Nc	raison
,	Fw	,
Toi	Vvc	taire
qui	Pr	qui
ne	Rp	ne
songes	Vvc	songer
pas	Rg	pas
qu'	Cs	que
il	Pp	il
loge	Vvc	loger
en	S	en
leur	Ds	leur
maison	Nc	maison
.	Fs	.
Mais	Cc	mais
comment	Rt	comment
a-t-il	V	avoir
fait	Vvc	faire
pendant	S	pendant
ce	Dd	ce
grand	Ag	grand
voyage	Nc	voyage
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
n'	Rp	ne
a	Vuc	avoir
pu	Ge	pouvoir
la	Da	le
contraindre	Vvn	contraindre
au	S+Da	à+le
moins	Nc	moins
au	S+Da	à+le
mariage	Nc	mariage
?	Fs	?
Que	Cs	que
lui	Pp	il
peut	Vvc	pouvoir
dire	Vvn	dire
Olympe	Vvc	olympe
,	Fw	,
et	Cc	et
comment	Rt	comment
,	Fw	,
et	Cc	et
pourquoi	Rt	pourquoi
?	Fs	?
Ce	Dd	ce
secret	Nc	secret
est	Vuc	être
encor	Nc	encor
trop	Rg	trop
raffiné	Ge	raffiner
pour	S	pour
toi	Pp	tu
.	Fs	.
Climante	Ga	climante
donc	Rg	donc
...	Fs	...
Croyant	Ga	croire
jouer	Vvn	jouer
d'	S	de
un	Dn	un
tour	Nc	tour
d'	S	de
adresse	Nc	adresse
,	Fw	,
Et	Vvc	et
m'	Pp	je
ayant	Ga	avoir
mené	Ge	mener
voir	Vvn	voir
cette	Dd	ce
belle	Ag	beau
maîtresse	Nc	maîtresse
,	Fw	,
Me	Vvc	me
traitant	Ag	traitant
d'	S	de
innocent	Ag	innocent
auprès	Rg	auprès
de	S	de
ce	Dd	ce
jaloux	Nc	jaloux
,	Fw	,
Lui	Nc	lui
dit	Vvc	dire
qu'	Cs	que
ils	Pp	ils
en	Pp	en
auraient	Vuc	avoir
un	Dn	un
plaisir	Nc	plaisir
assez	Rg	assez
doux	Ag	doux
,	Fw	,
Pourvu	Ge	pourvoir
qu'	Pr	que
Olympe	Vvc	olympe
sut	Rg	souvent
railler	Vvn	railler
,	Fw	,
et	Cc	et
se	Pp	il
contraindre	Vvn	contraindre
,	Fw	,
Écoutant	Nc	écoutant
des	S+Da	de+le|de+les
soupirs	Nc	soupir
qui	Pr	qui
n'	Rp	ne
étaient	Vuc	être
pas	Rg	pas
à	S	à
craindre	Vvn	craindre
.	Fs	.
Qu'	Cs	que
on	Pp	on
en	Pp	en
pourrait	Vvc	pouvoir
tirer	Vvn	tirer
des	Dn	un
divertissements	Nc	divertissement
Qui	Vvc	qui
leur	Pp	leur
feraient	Vvc	faire|ferrer
passer	Vvn	passer
d'	Dn	un
agréables	Ag	agréable
moments	Nc	moment
,	Fw	,
Que	Vvc	que
je	Pp	je
leur	Pp	leur
donnerais	Vvc	donner
concerts	Nc	concert
et	Cc	et
sérénades	Nc	sérénade
,	Fw	,
Comédie	Vvc	comédie
et	Cc	et
ballets	Nc	ballet
,	Fw	,
festins	Nc	festin
et	Cc	et
promenades	Nc	promenade
.	Fs	.
Mais	Cc	mais
en	S	en
si	Rg	si
peu	Rg	peu
de	S	de
temps	Nc	temps
vous	Pp	vous
vouloir	Vvn	vouloir
tant	Rg	tant
de	S	de
bien	Rg	bien
,	Fw	,
Elle	Vvc	elle
étant	Ga	être
provençale	Ag	provençal
,	Fw	,
et	Cc	et
vous	Pp	vous
parisien	Ag	parisien
.	Fs	.
Quand	Cs	quand
l'	Da	le
amant	Nc	amant
est	Vuc	être
voisin	Ag	voisin
de	S	de
la	Da	le
personne	Pi	personne
aimée	Ge	aimer
Une	Vvc	une
forte	Ag	fort
habitude	Nc	habitude
est	Vuc	être
aisément	Rg	aisément
formée	Ge	former
.	Fs	.
Mais	Cc	mais
Oronte	Vvc	oronte
l'	Da	le
aimant	Nc	aimant
,	Fw	,
et	Cc	et
même	Rg	même
étant	Ga	être
jaloux	Nc	jaloux
,	Fw	,
Comment	Vvc	comment
s'	Pp	se
accroche-t-il	Vvc	accroche-t-il
de	S	de
Climante	Ga	climante
et	Cc	et
de	S	de
vous	Pp	vous
?	Fs	?
Il	Pp	il
croit	Vvc	croire|croître
qu'	Cs	que
étant	Ga	être
trop	Rg	trop
fat	Ag	fat
je	Pp	je
ne	Rp	ne
lui	Pp	il
saurais	Vvc	savoir
nuire	Vvn	nuire
.	Fs	.
Mais	Cc	mais
de	S	de
Climante	Ga	climante
...	Fs	...
Il	Vvc	il
croit	Vvc	croire|croître
qu'	Cs	que
il	Pp	il
ne	Rp	ne
veut	Vvc	vouloir
m'	Pp	je
introduire	Vvn	introduire
Que	Vvc	que
pour	S	pour
rire	Vvn	rire
avec	S	avec
eux	Pp	eux
des	Dn	un
cadeaux	Nc	cadeau
que	Pr	que
je	Pp	je
fais	Vvc	faire
,	Fw	,
Puis	Vvc	pouvoir
il	Pp	il
veut	Vvc	vouloir
divertir	Vvn	divertir
Olympe	Vvc	olympe
à	S	à
peu	Rg	peu
de	S	de
frais	Nc	frai|frais
,	Fw	,
Et	Vvc	et
trouve	Vvc	trouver
qu'	Cs	que
elle	Pp	il
vit	Vvc	vivre|voir
avec	S	avec
plus	Rg	plus
de	S	de
franchise	Nc	franchise
Depuis	Vvc	depuis
qu'	Cs	que
il	Pp	il
l'	Pp	il
apprivoise	Vvc	apprivoiser
avecque	Vvc	avecque
ma	Ds	mon
sottise	Nc	sottise
,	Fw	,
Que	Vvc	que
sa	Ds	son
colère	Nc	colère
passe	Vvc	passer
,	Fw	,
et	Cc	et
qu'	Cs	que
il	Pp	il
peut	Vvc	pouvoir
l'	Pp	il
adoucir	Vvn	adoucir
.	Fs	.
Climante	Ga	climante
cependant	Rg	cependant
...	Fs	...
Croit	Vvc	croire|croître
fort	Rg	fort
bien	Rg	bien
réussir	Vvn	réussir
,	Fw	,
Et	Vvc	et
ne	Rp	ne
pouvant	Ga	pouvoir
souvent	Rg	souvent
entretenir	Vvn	entretenir
la	Da	le
belle	Ag	beau
Se	Nc	se
croyant	Ga	croire
le	Da	le
plus	Rg	plus
fin	Nc	fin
est	Vuc	être
d'accord	Nc	d'accord
avec	S	avec
elle	Pp	il
,	Fw	,
Que	Vvc	que
ce	Pd	ce
qu'	Pr	que
elle	Pp	il
dira	Vvc	dire
pour	S	pour
flatter	Vvn	flatter
mon	Ds	mon
ennui	Nc	ennui
Soit	Vvc	savoir
en	S	en
secret	Ag	secret
ou	Cc	ou
non	Rg	non
,	Fw	,
doit	Vvc	devoir
s'	Pp	se
adresser	Vvn	adresser
à	S	à
lui	Pp	il
.	Fs	.
Il	Pp	il
se	Pp	il
tient	Vvc	tenir
donc	Rg	donc
heureux	Ag	heureux
alors	Rg	alors
qu'	Cs	que
elle	Pp	il
vous	Pp	vous
aime	Vvc	aimer
.	Fs	.
Sans	S	sans
doute	Nc	doute
...	Fs	...
Si	Vvc	si
bien	Rg	bien
donc	Rg	donc
qu'	Cs	que
il	Pp	il
est	Vuc	être
le	Da	le
fat	Nc	fat
lui	Pp	il
-même	Vvc	-même
.	Fs	.
Oui	Rg	oui
,	Fw	,
car	Cc	car
ma	Ds	mon
chère	Ag	cher
Olympe	Nc	olympe
ayant	Ga	avoir
bien	Rg	bien
reconnu	Ge	reconnaître
Que	Vvc	que
pour	S	pour
son	Ds	son
seul	Ag	seul
sujet	Nc	sujet
,	Fw	,
je	Pp	je
faisais	Vvc	faire
l'	Da	le
ingénu	Nc	ingénu
,	Fw	,
Et	Vvc	et
m'	Pp	je
ayant	Ga	avoir
honoré	Ge	honorer
de	S	de
quelque	Di	quelque
bienveillance	Nc	bienveillance
M'	Ag	m'
a	Vuc	avoir
dit	Ge	dire
qu'	Cs	que
il	Pp	il
prétendait	Vvc	prétendre
me	Pp	je
jouer	Vvn	jouer
d'	S	de
importance	Nc	importance
,	Fw	,
Et	Vvc	et
se	Pp	il
servir	Vvn	servir
de	S	de
moi	Pp	je
pour	S	pour
tromper	Vvn	tromper
son	Ds	son
jaloux	Nc	jaloux
,	Fw	,
Et	Vvc	et
pour	S	pour
être	Vun	être
plus	Rg	plus
libre	Ag	libre
.	Fs	.
Ah	I	ah
,	Fw	,
par	S	par
la	Da	le
mort	Nc	mort
!	Fs	!
Tout	Di	tout
doux	Ag	doux
.	Fs	.
Ah	I	ah
;	Fw	;
Monsieur	Nc	monsieur
,	Fw	,
permettez	Vvc	permettre
que	Cs	que
ma	Ds	mon
lame	Nc	lame|lamé
enrouillée	Vvc	enrouillée
Soit	Vvc	savoir
teinte	Nc	teinte
de	S	de
son	Ds	son
sang	Nc	sang
.	Fs	.
Elle	Pp	il
en	Pp	en
serait	Vuc	être
souillée	Ge	souiller
;	Fw	;
Garde	Vvc	garder
bien	Rg	bien
le	Da	le
secret	Nc	secret
,	Fw	,
et	Cc	et
tais	Vvc	taire
-toi	Vvc	-toi
.	Fs	.
Mais	Cc	mais
au	S+Da	à+le
moins	Nc	moins
Souffrez	Vvc	souffrir
qu'	Cs	que
avecque	Vvc	avecque
lui	Pp	il
je	Pp	je
fasse	Vvc	faire
à	S	à
coups	Nc	coup
