Deviendrez	Vvc	devenir
d'	S	de
un	Dn	un
Monarque	Nc	monarque
et	Cc	et
l'	Da	le
autre	Pi	autre
d'	S	de
un	Dn	un
vassal	Nc	vassal
,	Fw	,
Et	Vvc	et
ce	Dd	ce
droit	Ag	droit
naturel	Nc	naturel
ou	Cc	ou
du	S+Da	de+le
rang	Nc	rang
ou	Cc	ou
de	S	de
l'	Da	le
âge	Nc	âge
,	Fw	,
De	Vvc	de
l'	Da	le
Empire	Nc	empire
futur	Ag	futur
est	Vuc	être
à	S	à
chacun	Pi	chacun
un	Dn	un
gage	Nc	gage
;	Fw	;
Pharasmane	Vvc	pharasmane
y	Pp	y
prétend	Vvc	prétendre
en	S	en
qualité	Nc	qualité
d'	S	de
ainé	Ag	aîné
;	Fw	;
Arsace	Vvc	arsace
comme	S	comme
fils	Nc	fil|fils
d'	S	de
un	Dn	un
père	Nc	père
couronné	Ge	couronner
,	Fw	,
Il	Vvc	il
tient	Vvc	tenir
qu'	Cs	que
avec	S	avec
moins	Rg	moins
d'	S	de
heur	Nc	heur
,	Fw	,
le	Pp	il
Ciel	Vvc	ciel
l'	Pp	il
aurait	Vuc	avoir
fait	Ge	faire
naître	Vvn	naître
S'	Vvc	s'
il	Pp	il
avait	Vuc	avoir
résolu	Ge	résoudre
de	S	de
lui	Pp	il
donner	Vvn	donner
un	Dn	un
maître	Nc	maître
;	Fw	;
Et	Vvc	et
croît	Vvc	croître
qu'	Cs	que
après	S	après
son	Ds	son
frère	Nc	frère
,	Fw	,
il	Pp	il
ne	Rp	ne
vit	Vvc	vivre|voir
la	Da	le
clarté	Nc	clarté
,	Fw	,
Que	Vvc	que
pour	S	pour
attendre	Vvn	attendre
à	S	à
naître	Vvn	naître
avec	S	avec
la	Da	le
Royauté	Nc	royauté
;	Fw	;
Ce	Vvc	ce
sont	Vuc	être
leurs	Ds	leur
différends	Nc	différend
que	Pr	que
craignent	Vvc	craindre
nos	Ds	notre
Provinces	Nc	province
,	Fw	,
Et	Vvc	et
la	Da	le
Perse	Nc	perse
en	Pp	en
a	Vuc	avoir
vu	Ge	voir
de	S	de
pareils	Ag	pareil
en	S	en
ses	Ds	son
Princes	Nc	prince
.	Fs	.
Ils	Pp	ils
sont	Vuc	être
à	S	à
redouter	Vvn	redouter
;	Fw	;
mais	Cc	mais
j'	Pp	je
en	Pp	en
verrai	Vvc	voir
la	Da	le
fin	Nc	fin
,	Fw	,
Lorsque	Vvc	lorsque
l'	Da	le
un	Pi	un
sur	S	sur
le	Da	le
Trône	Nc	trône
élevant	Ga	élever
son	Ds	son
destin	Nc	destin
.	Fs	.
L'	Da	le
autre	Pi	autre
dans	S	dans
son	Ds	son
malheur	Nc	malheur
,	Fw	,
oubliera	Vvc	oublier
sa	Ds	son
naissance	Nc	naissance
,	Fw	,
Et	Vvc	et
perdra	Vvc	perdre
son	Ds	son
orgueil	Nc	orgueil
avec	S	avec
son	Ds	son
espérance	Nc	espérance
,	Fw	,
Je	Vvc	je
vais	Vvc	aller
donc	Rg	donc
leur	Pp	leur
donner	Vvn	donner
,	Fw	,
ce	Pd	ce
qu'	Pr	que
ils	Pp	ils
voudraient	Vvc	vouloir
ravir	Vvn	ravir
,	Fw	,
Et	Vvc	et
si	Cs	si
l'	Da	le
un	Di	un
règne	Nc	règne
heureux	Ag	heureux
,	Fw	,
je	Pp	je
suis	Vuc	être
prêt	Ag	prêt
à	S	à
servir	Vvn	servir
,	Fw	,
Oui	Vvc	oui
,	Fw	,
je	Pp	je
veux	Vvc	vouloir
dès	S	dès
demain	Rg	demain
,	Fw	,
que	Cs	que
la	Da	le
voix	Nc	voix
d'	S	de
un	Dn	un
arbitre	Nc	arbitre
,	Fw	,
Soit	Vvc	savoir
pour	S	pour
me	Pp	je
succéder	Vvn	succéder
leur	Ds	leur
infaillible	Ag	infaillible
titre	Nc	titre
,	Fw	,
Leur	Vvc	leur
donner	Vvn	donner
tout	Pi	tout
par	S	par
elle	Pp	il
,	Fw	,
et	Cc	et
m'	Pp	je
épargner	Vvn	épargner
l'	Da	le
emploi	Nc	emploi
.	Fs	.
D'	S	de
en	Pp	en
faire	Vvn	faire
un	Dn	un
malheureux	Ag	malheureux
,	Fw	,
en	S	en
faisant	Ga	faire
l'	Da	le
autre	Pi	autre
Roi	Vvc	roi
;	Fw	;
D'	Nc	d'
un	Dn	un
bien	Rg	bien
qu'	Cs	que
un	Dn	un
seul	Ag	seul
aura	Vuc	avoir
,	Fw	,
l'	Da	le
autre	Pi	autre
me	Pp	je
rendra	Vvc	rendre
grâce	Nc	grâce
,	Fw	,
Car	Nc	car
pour	S	pour
tous	Di	tout
deux	Nc	deux
enfin	Rg	enfin
,	Fw	,
j'	Pp	je
aurai	Vuc	avoir
quitté	Ge	quitter
la	Da	le
place	Nc	place
.	Fs	.
Un	Dn	un
sujet	Nc	sujet
de	S	de
leur	Ds	leur
rang	Nc	rang
est	Vuc	être
bientôt	Rg	bientôt
révolté	Ge	révolter
.	Fs	.
Lors	Rg	lors
appuyant	Ga	appuyer
son	Ds	son
Roi	Nc	roi
de	S	de
mon	Ds	mon
autorité	Nc	autorité
,	Fw	,
Un	Vvc	un
sujet	Nc	sujet
,	Fw	,
quoi	Pr	quoi
que	Rg	que
grand	Ag	grand
aura	Vuc	avoir
peine	Nc	peine
à	S	à
l'	Pp	il
abattre	Vvn	abattre
,	Fw	,
Puis	Vvc	pouvoir
qu'	Cs	que
il	Pp	il
aura	Vuc	avoir
son	Ds	son
père	Nc	père
et	Cc	et
son	Ds	son
frère	Nc	frère
à	S	à
combattre	Vvn	combattre
;	Fw	;
Mais	Vvc	mais
il	Pp	il
reconnaîtra	Vvc	reconnaître
que	Cs	que
son	Ds	son
ambition	Nc	ambition
,	Fw	,
Ne	Vvc	ne
pourra	Vvc	pouvoir
plus	Rg	plus
passer	Vvn	passer
,	Fw	,
que	Cs	que
pour	S	pour
rébellion	Nc	rébellion
;	Fw	;
Il	Vvc	il
n'	Rp	ne
osera	Vvc	oser
rougir	Vvn	rougir
d'	S	de
être	Vun	être
au	S+Da	à+le
dessous	Nc	dessou|dessous
d'	S	de
un	Dn	un
frère	Nc	frère
,	Fw	,
Quand	Nc	quand
il	Pp	il
aura	Vuc	avoir
l'	Da	le
honneur	Nc	honneur
d'	S	de
être	Vun	être
égal	Ag	égal
à	S	à
son	Ds	son
père	Nc	père
:	Fw	:
Ni	Cc	ni
demander	Vvn	demander
aux	S+Da	à+les
dieux	Nc	dieu|dieux
la	Da	le
gloire	Nc	gloire
d'	S	de
être	Vun	être
Roi	Vvc	roi
,	Fw	,
De	Vvc	de
peur	Nc	peur
de	S	de
demander	Vvn	demander
d'	S	de
être	Vun	être
au	S+Da	à+le
dessus	Nc	dessus
de	S	de
moi	Pp	je
.	Fs	.
Quiconque	Pi	quiconque
a	Vuc	avoir
pour	S	pour
ses	Ds	son
fils	Nc	fil|fils
de	S	de
pareilles	Nc	pareil|pareille
tendresses	Nc	tendresse
...	Fs	...
Écoute	Nc	écoute
,	Fw	,
à	S	à
ce	Dd	ce
dessein	Nc	dessein
j'	Pp	je
ai	Vuc	avoir
mandé	Ge	mander
les	Da	le
Princesses	Nc	prince|princesse
,	Fw	,
Voulant	Ga	vouloir
céder	Vvn	céder
le	Da	le
trône	Nc	trône
à	S	à
qui	Pr	qui
le	Da	le
Trône	Nc	trône
est	Vuc	être
dû	Ge	devoir
Vois	Vvc	voir
qu'	Cs	que
il	Pp	il
sera	Vuc	être
par	S	par
moi	Pp	je
moins	Rg	moins
donné	Ge	donner
que	Rg	que
rendu	Ge	rendre
.	Fs	.
Quand	Cs	quand
le	Da	le
sort	Nc	sort
nous	Pp	nous
ravit	Vvc	ravir
le	Da	le
feu	Nc	feu
Roi	Vvc	roi
votre	Ds	votre
père	Nc	père
;	Fw	;
Il	Vvc	il
me	Pp	je
fit	Vvc	faire
de	S	de
son	Ds	son
sceptre	Nc	sceptre
un	Dn	un
bien	Rg	bien
héréditaire	Ag	héréditaire
,	Fw	,
Et	Vvc	et
n'	Rp	ne
ayant	Ga	avoir
point	Rg	point
de	S	de
fils	Nc	fil|fils
comme	S	comme
Prince	Nc	prince
du	S+Da	de+le
sang	Nc	sang
,	Fw	,
Voulut	Vvc	vouloir
qu'	Cs	que
après	S	après
sa	Ds	son
mort	Nc	mort
je	Pp	je
montasse	Vvc	monter
à	S	à
son	Ds	son
rang	Nc	rang
;	Fw	;
Depuis	Vvc	depuis
et	Cc	et
mes	Ds	mon
faveurs	Nc	faveur
et	Cc	et
mon	Ds	mon
amour	Nc	amour
extrême	Ag	extrême
,	Fw	,
Ont	Vvc	ont
comme	Cs	comme
été	Ge	être
vers	S	vers
vous	Pp	vous
le	Da	le
prix	Nc	prix
du	S+Da	de+le
Diadème	Nc	diadème
;	Fw	;
Mais	Vvc	mais
pour	S	pour
m'	Pp	je
en	S	en
acquitter	Vvn	acquitter
,	Fw	,
maintenant	Rg	maintenant
je	Pp	je
connais	Vvc	connaître
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
faut	Vvc	faillir|falloir
un	Dn	un
bien	Rg	bien
égal	Ag	égal
à	S	à
celui	Pd	celui
que	Pr	que
je	Pp	je
dois	Vvc	devoir
,	Fw	,
Et	Vvc	et
que	Cs	que
pour	S	pour
bien	Rg	bien
payer	Vvn	payer
une	Dn	un
telle	Ag	tel
Couronne	Nc	couronne
,	Fw	,
Quiconque	Vvc	quiconque
l'	Pp	il
a	Vuc	avoir
reçue	Ge	recevoir
,	Fw	,
il	Pp	il
faut	Vvc	faillir|falloir
qu'	Cs	que
il	Pp	il
la	Pp	il
redonne	Vvc	redonner
,	Fw	,
Je	Vvc	je
veux	Vvc	vouloir
donc	Rg	donc
vous	Pp	vous
la	Pp	il
rendre	Vvn	rendre
,	Fw	,
et	Cc	et
voir	Vvn	voir
avecque	Vvc	avecque
vous	Pp	vous
Régner	Vvn	régner
l'	Da	le
un	Pi	un
de	S	de
mes	Ds	mon
fils	Nc	fil|fils
en	S	en
qualité	Nc	qualité
d'	S	de
époux	Nc	époux
,	Fw	,
Ainsi	Vvc	ainsi
réunissant	Ga	réunir
l'	Da	le
une	Pi	un
et	Cc	et
l'	Da	le
autre	Ag	autre
famille	Nc	famille
,	Fw	,
Phradate	Vvc	phradate
après	S	après
sa	Ds	son
mort	Nc	mort
régnera	Vvc	régner
dans	S	dans
sa	Ds	son
fille	Nc	fille
,	Fw	,
Et	Vvc	et
je	Pp	je
croirai	Vvc	croire
qu'	Cs	que
en	S	en
vous	Pp	vous
,	Fw	,
il	Pp	il
va	Vvc	aller
ressusciter	Vvn	ressusciter
,	Fw	,
Pour	Nc	pour
faire	Vvn	faire
qu'	Cs	que
envers	S	envers
lui	Pp	il
je	Pp	je
me	Pp	je
puisse	Vvc	pouvoir
acquitter	Vvn	acquitter
.	Fs	.
Avecque	Vvc	avecque
tant	Rg	tant
de	S	de
joie	Nc	joie
,	Fw	,
à	S	à
ce	Dd	ce
bonheur	Nc	bonheur
j'	Pp	je
aspire	Vvc	aspirer
,	Fw	,
Que	Vvc	que
j'	Pp	je
en	Pp	en
aurai	Vuc	avoir
beaucoup	Rg	beaucoup
à	S	à
quitter	Vvn	quitter
un	Dn	un
Empire	Nc	empire
;	Fw	;
Mais	Vvc	mais
pour	S	pour
mettre	Vvn	mettre
un	Dn	un
époux	Nc	époux
sous	S	sous
vos	Ds	votre
divines	Ag	divin
lois	Nc	loi
,	Fw	,
Aux	Vvc	aux
dépens	Nc	dépens
de	S	de
vos	Ds	votre
voeux	Nc	vœu
je	Pp	je
ne	Rp	ne
fais	Vvc	faire
point	Rg	point
de	S	de
choix	Nc	choix
;	Fw	;
Et	Vvc	et
quelque	Di	quelque
effort	Nc	effort
sur	S	sur
moi	Pp	je
que	Cs	que
la	Da	le
nature	Nc	nature
fasse	Vvc	faire
,	Fw	,
Ne	Vvc	ne
pouvant	Ga	pouvoir
me	Pp	je
résoudre	Vvn	résoudre
à	S	à
vous	Pp	vous
donner	Vvn	donner
Arsace	Nc	arsace
.	Fs	.
Mais	Cc	mais
que	Pr	que
vois	Vvc	voir
-je	Nc	-je
?	Fs	?
Et	Cc	et
pourquoi	Rt	pourquoi
changez	Vvc	changer
-vous	Nc	-vous
de	S	de
couleur	Nc	couleur
?	Fs	?
Du	S+Da	de+le
plus	Rg	plus
infortuné	Ag	infortuné
,	Fw	,
je	Pp	je
ressens	Vvc	ressentir
le	Da	le
malheur	Nc	malheur
.	Fs	.
Son	Ds	son
amour	Nc	amour
que	Pr	que
je	Pp	je
sers	Vvc	servir
,	Fw	,
croit	Vvc	croire|croître
que	Cs	que
je	Pp	je
la	Pp	il
menace	Vvc	menacer
.	Fs	.
Ne	Rp	ne
pouvant	Ga	pouvoir
me	Pp	je
résoudre	Vvn	résoudre
à	S	à
vous	Pp	vous
donner	Vvn	donner
Arsace	Nc	arsace
,	Fw	,
Ni	Vvc	ni
Pharasmane	Vvc	pharasmane
aussi	Rg	aussi
,	Fw	,
vous	Pp	vous
choisirez	Vvc	choisir
demain	Rg	demain
À	Nc	à
qui	Pr	qui
des	Dn	un
deux	Nc	deux
offrir	Vvn	offrir
et	Cc	et
l'	Da	le
empire	Nc	empire
et	Cc	et
la	Da	le
main	Nc	main
;	Fw	;
Comme	Vvc	comme
Reine	Vvc	reine
en	S	en
effet	Nc	effet
,	Fw	,
que	Cs	que
rien	Pi	rien
ne	Rp	ne
vous	Pp	vous
contraigne	Vvc	contraindre
En	Vvc	en
me	Pp	je
donnant	Ga	donner
un	Dn	un
Roi	Nc	roi
,	Fw	,
commencez	Vvc	commencer
votre	Ds	votre
règne	Nc	règne
,	Fw	,
Mon	Nc	mon
choix	Nc	choix
suivra	Vvc	suivre
le	Da	le
vôtre	As#Ps	vôtre
,	Fw	,
et	Cc	et
je	Pp	je
garde	Vvc	garder
mes	Ds	mon
voeux	Nc	vœu
Comme	Vvc	comme
un	Dn	un
droit	Nc	droit
pour	S	pour
celui	Pd	celui
que	Pr	que
vous	Pp	vous
ferez	Vvc	faire|ferrer
heureux	Ag	heureux
.	Fs	.
Sire	Nc	sire
,	Fw	,
dispensez	Nc	dispensé
-moi	Vvc	-moi
de	S	de
cette	Dd	ce
obéissance	Nc	obéissance
,	Fw	,
Vos	Nc	vos
fils	Nc	fil|fils
par	S	par
leurs	Ds	leur
vertus	Nc	vertu
méritent	Vvc	mériter
leur	Ds	leur
naissances	Nc	naissance
;	Fw	;
Mais	Vvc	mais
s'	Cs	si
il	Pp	il
me	Pp	je
faut	Vvc	faillir|falloir
choisir	Vvn	choisir
,	Fw	,
mon	Ds	mon
amour	Nc	amour
importun	Ag	importun
,	Fw	,
De	Vvc	de
deux	Nc	deux
que	Pr	que
vous	Pp	vous
m'	Pp	je
offrez	Vvc	offrir
en	Pp	en
doit	Vvc	devoir
mépriser	Vvn	mépriser
un	Pi	un
.	Fs	.
Mais	Cc	mais
alors	Rg	alors
qu'	Cs	que
à	S	à
ce	Dd	ce
choix	Nc	choix
,	Fw	,
il	Pp	il
vous	Pp	vous
faudra	Vvc	faillir|falloir
réduire	Vvn	réduire
.	Fs	.
L'	Da	le
un	Pi	un
des	S+Da	de+le|de+les
deux	Nc	deux
sera	Vuc	être
crû	Ge	croire|croître
digne	Ag	digne
de	S	de
mon	Ds	mon
Empire	Nc	empire
,	Fw	,
Digne	Vvc	digne
d'	S	de
être	Vun	être
mon	Ds	mon
fils	Nc	fil|fils
et	Cc	et
de	S	de
me	Pp	je
succéder	Vvn	succéder
,	Fw	,
De	Vvc	de
vous	Pp	vous
avoir	Vun	avoir
pour	S	pour
femme	Nc	femme
,	Fw	,
et	Cc	et
de	S	de
vous	Pp	vous
posséder	Vvn	posséder
,	Fw	,
Et	Vvc	et
la	Da	le
gloire	Nc	gloire
de	S	de
l'	Da	le
un	Pi	un
se	Pp	il
joignant	Ga	joindre
à	S	à
la	Da	le
vôtre	As#Ps	vôtre
,	Fw	,
Me	Vvc	me
fermera	Vvc	fermer
les	Da	le
yeux	Nc	œil
sur	S	sur
le	Da	le
mépris	Nc	mépris
de	S	de
l'	Da	le
autre	Pi	autre
:	Fw	:
Ne	Rp	ne
vous	Pp	vous
défendez	Vvc	défendre
plus	Rg	plus
,	Fw	,
demain	Rg	demain
toute	Di	tout
ma	Ds	mon
Cour	Nc	cour
Doit	Vvc	devoir
prendre	Vvn	prendre
un	Dn	un
nouveau	Ag	nouveau
Roi	Nc	roi
du	S+Da	de+le
choix	Nc	choix
de	S	de
votre	Ds	votre
amour	Nc	amour
.	Fs	.
À	Vvc	à
Médoine	Nc	médoine
.	Fs	.
Celui	Pd	celui
dont	Pr	dont
elle	Pp	il
aura	Vuc	avoir
rendu	Ge	rendre
l'	Da	le
attente	Nc	attente
vaine	Ag	vain
,	Fw	,
Trouvera	Vvc	trouver
lors	Rg	lors
en	S	en
nous	Pp	nous
un	Dn	un
remède	Nc	remède
à	S	à
sa	Ds	son
peine	Nc	peine
.	Fs	.
Car	Cc	car
s'	Pp	se
il	Pp	il
laisse	Vvc	laisser
une	Dn	un
Reine	Nc	reine|roi
aux	S+Da	à+les
mains	Nc	main
de	S	de
son	Ds	son
rival	Nc	rival
,	Fw	,
Il	Vvc	il
obtiendra	Vvc	obtenir
sa	Ds	son
soeur	Nc	sœur
,	Fw	,
et	Cc	et
sera	Vuc	être
mon	Ds	mon
égal	Nc	égal
.	Fs	.
Adieu	Nc	adieu
,	Fw	,
je	Pp	je
vais	Vvc	aller
porter	Vvn	porter
mes	Ds	mon
fils	Nc	fil|fils
à	S	à
se	Pp	il
soumettre	Vvn	soumettre
À	Nc	à
ce	Dd	ce
choix	Nc	choix
dont	Pr	dont
tous	Di	tout
deux	Nc	deux
se	Pp	il
doivent	Vvc	devoir
tout	Rg	tout
promettre	Vvn	promettre
.	Fs	.
Que	Cs	que
ce	Dd	ce
projet	Nc	projet
est	Vuc	être
doux	Ag	doux
à	S	à
votre	Ds	votre
ambition	Nc	ambition
.	Fs	.
Il	Pp	il
est	Vuc	être
plus	Rg	plus
doux	Ag	doux
encore	Rg	encore
à	S	à
mon	Ds	mon
affection	Nc	affection
.	Fs	.
le	Da	le
Roi	Nc	roi
descend	Vvc	descendre
du	S+Da	de+le
Trône	Nc	trône
,	Fw	,
et	Cc	et
m'	Pp	je
y	Pp	y
donne	Vvc	donner
sa	Ds	son
place	Nc	place
,	Fw	,
Mais	Vvc	mais
le	Pp	il
Trône	Vvc	trône
ma	Ds	mon
soeur	Nc	sœur
me	Pp	je
va	Vvc	aller
donner	Vvn	donner
Arsace	Nc	arsace
.	Fs	.
Votre	Ds	votre
intérêt	Nc	intérêt
m'	Pp	je
engage	Vvc	engager
à	S	à
vous	Pp	vous
désabuser	Vvn	désabuser
,	Fw	,
Vous	Nc	vous
le	Pp	il
pouvez	Vvc	pouvoir
choisir	Vvn	choisir
,	Fw	,
il	Pp	il
vous	Pp	vous
peut	Vvc	pouvoir
refuser	Vvn	refuser
.	Fs	.
S'	Pp	se
il	Pp	il
est	Vuc	être
si	Rg	si
peu	Rg	peu
sensible	Ag	sensible
à	S	à
l'	Da	le
amour	Nc	amour
qu'	Pr	que
il	Pp	il
me	Pp	je
donne	Vvc	donner
,	Fw	,
Peut-il	V	peut-il
ne	Rp	ne
m'	Pp	je
aimer	Vvn	aimer
point	Rg	point
avec	S	avec
une	Dn	un
Couronne	Nc	couronne
?	Fs	?
Ses	Ds	son
brillants	Nc	brillant
prêteront	Vvc	prêter
de	S	de
l'	Da	le
éclat	Nc	éclat
à	S	à
mes	Ds	mon
yeux	Nc	œil
;	Fw	;
Et	Vvc	et
s'	Cs	si
il	Pp	il
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
amant	Nc	amant
,	Fw	,
il	Pp	il
est	Vuc	être
ambitieux	Ag	ambitieux
.	Fs	.
Comme	Cs	comme
Reine	Vvc	reine
du	S+Da	de+le
moins	Nc	moins
,	Fw	,
si	Cs	si
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
comme	S	comme
amante	Nc	amant
,	Fw	,
À	Nc	à
cet	Dd	ce
ambitieux	Nc	ambitieux
je	Pp	je
paraîtrai	Vvc	paraître
charmante	Ga	charmer
;	Fw	;
Et	Vvc	et
quand	Cs	quand
à	S	à
mes	Ds	mon
désirs	Nc	désir
il	Pp	il
voudrait	Vvc	vouloir
résister	Vvn	résister
,	Fw	,
S'	Vvc	s'
il	Pp	il
ne	Rp	ne
se	Pp	il
donne	Vvc	donner
pas	Rg	pas
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
de	S	de
quoi	Pr	quoi
l'	Pp	il
acheter	Vvn	acheter
.	Fs	.
Un	Dn	un
héros	Nc	héros
tel	Ag	tel
que	Pr	que
lui	Pp	il
n'	Rp	ne
abaisse	Vvc	abaisser
point	Rg	point
son	Ds	son
âme	Nc	âme
Jusqu'	Vvc	jusqu'
à	S	à
chercher	Vvn	chercher
l'	Da	le
empire	Nc	empire
en	S	en
l'	Da	le
amour	Nc	amour
d'	S	de
une	Dn	un
femme	Nc	femme
,	Fw	,
Il	Vvc	il
veut	Vvc	vouloir
le	Pp	il
conquérir	Vvn	conquérir
s'	Cs	si
il	Pp	il
n'	Rp	ne
en	Pp	en
hérite	Vvc	hériter
pas	Rg	pas
,	Fw	,
Et	Vvc	et
s'	Cs	si
il	Pp	il
faut	Vvc	faillir|falloir
le	Da	le
devoir	Nc	devoir
,	Fw	,
le	Da	le
devoir	Nc	devoir
à	S	à
son	Ds	son
bras	Nc	bras
.	Fs	.
Si	Rg	si
de	S	de
moi	Pp	je
,	Fw	,
si	Cs	si
du	S+Da	de+le
Trône	Nc	trône
,	Fw	,
il	Pp	il
fait	Vvc	faire
si	Rg	si
peu	Rg	peu
d'	S	de
estime	Nc	estime
,	Fw	,
En	Vvc	en
lui	Pp	il
donnant	Ga	donner
un	Dn	un
Roi	Nc	roi
je	Pp	je
punirai	Vvc	punir
son	Ds	son
crime	Nc	crime
:	Fw	:
Et	Cc	et
j'	Pp	je
en	Pp	en
serai	Vuc	être
ma	Ds	mon
soeur	Nc	sœur
quels	Dt	quel
que	Pr	que
soient	Vuc	être
ses	Ds	son
projets	Nc	projet
,	Fw	,
Un	Vvc	un
rebelle	Nc	rebelle
à	S	à
son	Ds	son
père	Nc	père
,	Fw	,
ou	Cc	ou
l'	Da	le
un	Pi	un
de	S	de
mes	Ds	mon
sujets	Nc	sujet
:	Fw	:
Si	Cs	si
l'	Da	le
amour	Nc	amour
au	S+Da	à+le
respect	Nc	respect
ne	Rp	ne
le	Pp	il
saurait	Vvc	savoir
contraindre	Vvn	contraindre
,	Fw	,
Le	Vvc	le
rang	Nc	rang
où	Pr	où
je	Pp	je
serai	Vuc	être
l'	Pp	il
obligera	Vvc	obliger
d'	S	de
en	Pp	en
feindre	Vvn	feindre
,	Fw	,
Je	Vvc	je
le	Pp	il
verrai	Vvc	voir
soumis	Ge	soumettre
adorer	Vvn	adorer
mon	Ds	mon
pouvoir	Nc	pouvoir
,	Fw	,
Si	Vvc	si
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
par	S	par
amour	Nc	amour
ce	Pd	ce
sera	Vuc	être
par	S	par
devoir	Nc	devoir
,	Fw	,
Chaque	Vvc	chaque
jour	Nc	jour
,	Fw	,
chaque	Di	chaque
