Sage	Ag	sage
infidèle	Nc	infidèle
,	Fw	,
et	Cc	et
le	Da	le
prive	Nc	privé
du	S+Da	de+le
jour	Nc	jour
,	Fw	,
C'	Vvc	c'
est	Vuc	être
ce	Pd	ce
que	Pr	que
tu	Pp	tu
dois	Vvc	devoir
faire	Vvn	faire
en	S	en
ma	Ds	mon
faveur	Nc	faveur
,	Fw	,
Amour	Nc	amour
:	Fw	:
Oui	Ge	ouïr
,	Fw	,
mais	Cc	mais
cette	Dd	ce
faveur	Nc	faveur
,	Fw	,
ce	Dd	ce
nom	Nc	nom
de	S	de
mariage	Nc	mariage
N'	Ga	n'
a-t-il	V	avoir
pas	Rg	pas
satisfait	Ge	satisfaire
à	S	à
ce	Dd	ce
sensible	Ag	sensible
outrage	Nc	outrage
?	Fs	?
S'	Cs	si
il	Pp	il
me	Pp	je
donna	Vvc	donner
sa	Ds	son
main	Nc	main
pour	S	pour
guérir	Vvn	guérir
ma	Ds	mon
douleur	Nc	douleur
,	Fw	,
Dois	Vvc	devoir
-je	Vvc	-je
employer	Vvn	employer
la	Da	le
mienne	Ps	mien
à	S	à
faire	Vvn	faire
son	Ds	son
malheur	Nc	malheur
?	Fs	?
Non	Rg	non
,	Fw	,
ne	Rp	ne
punissons	Vvc	punir
point	Rg	point
par	S	par
une	Dn	un
mort	Nc	mort
infâme	Ag	infâme
Celui	Nc	celui
qui	Pr	qui
tous	Di	tout
les	Da	le
jours	Nc	jour
meurt	Vvc	mourir
pour	S	pour
moi	Pp	je
par	S	par
sa	Ds	son
flamme	Nc	flamme
,	Fw	,
Et	Vvc	et
qui	Pr	qui
par	S	par
les	Da	le
ardeurs	Nc	ardeur
d'	S	de
une	Dn	un
sainte	Ag	saint
amitié	Nc	amitié
S'	Ag	s'
est	Vuc	être
donné	Ge	donner
tout	Rg	tout
à	S	à
moi	Pp	je
pour	S	pour
être	Vun	être
ma	Ds	mon
moitié	Nc	moitié
:	Fw	:
Quel	Dt	quel
que	Pr	que
soit	Vuc	être
le	Da	le
dessein	Nc	dessein
que	Cs	que
ma	Ds	mon
rage	Nc	rage
exécute	Vvc	exécuter
,	Fw	,
Qui	Vvc	qui
m'	Pp	je
éleva	Vvc	élever
si	Rg	si
haut	Ag	haut
est	Vuc	être
exempt	Ag	exempt
de	S	de
la	Da	le
chute	Nc	chute
,	Fw	,
La	Vvc	la
force	Nc	force|forcé
qu'	Pr	que
il	Pp	il
fit	Vvc	faire
voir	Vvn	voir
,	Fw	,
m'	Pp	je
y	Pp	y
portant	Ga	porter
en	S	en
ses	Ds	son
bras	Nc	bras
,	Fw	,
Montre	Vvc	montrer
qu'	Cs	que
il	Pp	il
n'	Rp	ne
en	Pp	en
est	Vuc	être
point	Rg	point
qui	Pr	qui
le	Da	le
renverse	Nc	renverse
à	S	à
bas	Rg	bas
;	Fw	;
Quittons	Vvc	quitter
pour	S	pour
nos	Ds	notre
parents	Nc	parent
des	S+Da	de+le|de+les
sentiments	Nc	sentiment
si	Rg	si
tendres	Ag	tendre
,	Fw	,
Le	Vvc	le
feu	Nc	feu
de	S	de
notre	Ds	notre
amour	Nc	amour
demande	Vvc	demander
d'	S	de
autres	Ag	autre
cendres	Nc	cendre
,	Fw	,
Qu'	Vvc	qu'
un	Dn	un
bienfait	Nc	bienfait
si	Rg	si
puissant	Ag	puissant
étouffe	Vvc	étouffer
ma	Ds	mon
fureur	Nc	fureur
;	Fw	;
Qui	Vvc	qui
mérita	Vvc	mériter
le	Da	le
corps	Nc	corps
,	Fw	,
mérite	Vvc	mériter
aussi	Rg	aussi
le	Da	le
coeur	Nc	cœur
:	Fw	:
Oublions	Vvc	oublier
une	Dn	un
mort	Nc	mort
qui	Pr	qui
causa	Vvc	causer
ma	Ds	mon
misère	Nc	misère
,	Fw	,
Quiconque	Vvc	quiconque
est	Vuc	être
notre	Ds	notre
Prince	Nc	prince
,	Fw	,
est	Vuc	être
aussi	Rg	aussi
notre	Ds	notre
père	Nc	père
,	Fw	,
Et	Vvc	et
qui	Pr	qui
par	S	par
tant	Rg	tant
d'	S	de
amour	Nc	amour
se	Pp	il
fait	Vvc	faire
notre	Ds	notre
mari	Nc	mari
,	Fw	,
A	Vvc	a
droit	Rg	droit
aussi	Rg	aussi
sur	S	sur
nous	Pp	nous
d'	S	de
en	Pp	en
être	Vun	être
un	Dn	un
peu	Rg	peu
chéri	Ge	chérir
:	Fw	:
Ô	Vvc	ô
frivoles	Ag	frivole
projets	Nc	projet
qui	Pr	qui
s'	Pp	se
en	Pp	en
vont	Vvc	aller
en	S	en
fumée	Nc	fumée
!	Fs	!
Donc	Rg	donc
je	Pp	je
perdrai	Vvc	perdre
celui	Pd	celui
qui	Pr	qui
m'	Pp	je
avait	Vuc	avoir
tant	Rg	tant
aimée	Ge	aimer
,	Fw	,
Je	Vvc	je
perdrai	Vvc	perdre
mon	Ds	mon
Seigneur	Nc	seigneur
,	Fw	,
et	Cc	et
manquerai	Vvc	manquer
de	S	de
foi	Nc	foi
:	Fw	:
À	Vvc	à
celui	Pd	celui
qui	Pr	qui
jamais	Rg	jamais
ne	Rp	ne
la	Pp	il
donna	Vvc	donner
qu'	Cs	que
à	S	à
moi	Pp	je
?	Fs	?
Injustes	Ag	injuste
sentiments	Nc	sentiment
qui	Pr	qui
bourrellent	Vvc	bourreler
mon	Ds	mon
âme	Nc	âme
,	Fw	,
Devoirs	Nc	devoir
pleins	Ag	plein
de	S	de
rigueur	Nc	rigueur
qui	Pr	qui
détruisez	Vvc	détruire
ma	Ds	mon
flamme	Nc	flamme
;	Fw	;
Mais	Vvc	mais
plus	Rg	plus
cruel	Ag	cruel
amour	Nc	amour
dont	Pr	dont
un	Dn	un
secret	Ag	secret
pouvoir	Nc	pouvoir
Malgré	Vvc	malgré
tous	Di	tout
mes	Ds	mon
efforts	Nc	effort
empêche	Vvc	empêcher
mon	Ds	mon
devoir	Nc	devoir
:	Fw	:
Nature	Nc	nature
,	Fw	,
amour	Nc	amour
,	Fw	,
hélas	I	hélas
!	Fs	!
Que	Pt	que
faut-il	Vvc	faut-il
que	Cs	que
je	Pp	je
fasse	Vvc	faire
,	Fw	,
Quel	Vvc	quel
remède	Nc	remède
trouver	Vvn	trouver
pour	S	pour
finir	Vvn	finir
ma	Ds	mon
disgrâce	Nc	disgrâce
?	Fs	?
Serai	Vuc	être
-je	Ge	-je
sans	S	sans
amour	Nc	amour
,	Fw	,
ou	Cc	ou
sans	S	sans
ressentiment	Nc	ressentiment
Pour	Nc	pour
mon	Ds	mon
père	Nc	père
Achomat	Vvc	achomat
,	Fw	,
ou	Cc	ou
bien	Rg	bien
pour	S	pour
mon	Ds	mon
amant	Nc	amant
?	Fs	?
Hélas	Vvc	hélas
!	Fs	!
J'	Pp	je
y	Pp	y
suis	Vuc	être
contrainte	Ge	contraindre
,	Fw	,
ô	I	oh
sort	Nc	sort
toujours	Rg	toujours
contraire	Ag	contraire
!	Fs	!
Ma	Ds	mon
faiblesse	Nc	faiblesse
à	S	à
tous	Di	tout
deux	Nc	deux
ne	Rp	ne
peut	Vvc	pouvoir
pas	Rg	pas
satisfaire	Vvn	satisfaire
,	Fw	,
Et	Vvc	et
quoique	Cs	quoique
mon	Ds	mon
défi	Nc	défi
soit	Vuc	être
de	S	de
plaire	Vvn	plaire
à	S	à
tous	Di	tout
deux	Nc	deux
,	Fw	,
Il	Vvc	il
faudra	Vvc	faillir|falloir
néanmoins	Rg	néanmoins
que	Cs	que
l'	Da	le
un	Pi	un
soit	Vuc	être
malheureux	Ag	malheureux
.	Fs	.
Madame	Nc	madame
,	Fw	,
l'	Da	le
Aga	Nc	aga
vient	Vvc	venir
.	Fs	.
Sachons	Vvc	savoir
ce	Pd	ce
qu'	Pr	que
il	Pp	il
désire	Vvc	désirer
.	Fs	.
Je	Pp	je
viens	Vvc	venir
plaindre	Vvn	plaindre
une	Dn	un
perte	Nc	perte
importante	Ag	important
à	S	à
l'	Da	le
Empire	Nc	empire
;	Fw	;
Madame	Nc	madame
,	Fw	,
et	Cc	et
dans	S	dans
le	Da	le
deuil	Nc	deuil
dont	Pr	dont
je	Pp	je
suis	Vuc	être
abattu	Ge	abattre
,	Fw	,
Suivre	Vvc	suivre
votre	Ds	votre
conseil	Nc	conseil
comme	S	comme
votre	Ds	votre
vertu	Nc	vertu
;	Fw	;
Je	Vvc	je
ne	Rp	ne
puis	Vvc	pouvoir
,	Fw	,
je	Pp	je
l'	Pp	il
avoue	Vvc	avouer
,	Fw	,
en	S	en
ce	Dd	ce
malheur	Nc	malheur
extrême	Ag	extrême
,	Fw	,
Faible	Ag	faible
comme	Cs	comme
je	Pp	je
suis	Vvc	suivre
me	Pp	je
consoler	Vvn	consoler
moi-même	Pp	lui-même
,	Fw	,
J'	Vvc	j'
aimais	Vvc	aimer
trop	Rg	trop
Achomat	Vvc	achomat
,	Fw	,
pour	S	pour
être	Vun	être
à	S	à
son	Ds	son
tourment	Nc	tourment
,	Fw	,
Sans	Vvc	sans
beaucoup	Rg	beaucoup
de	S	de
douleur	Nc	douleur
,	Fw	,
et	Cc	et
sans	S	sans
ressentiment	Nc	ressentiment
.	Fs	.
Trop	Rg	trop
généreux	Ag	généreux
ami	Nc	ami
,	Fw	,
ta	Ds	ton
tristesse	Nc	tristesse
m'	Pp	je
oblige	Vvc	obliger
,	Fw	,
Et	Vvc	et
puisque	Cs	puisque
tu	Pp	tu
prends	Vvc	prendre
part	Nc	part
au	S+Da	à+le
malheur	Nc	malheur
qui	Pr	qui
m'	Pp	je
afflige	Vvc	affliger
,	Fw	,
Je	Vvc	je
sens	Vvc	sentir
mon	Ds	mon
déplaisir	Nc	déplaisir
décroître	Vvn	décroître
de	S	de
moitié	Nc	moitié
Par	Nc	par
un	Dn	un
si	Rg	si
juste	Ag	juste
effet	Nc	effet
que	Pr	que
produit	Vvc	produire
ta	Ds	ton
pitié	Nc	pitié
,	Fw	,
Je	Vvc	je
plains	Vvc	plaindre
moins	Rg	moins
Achomat	Vvc	achomat
,	Fw	,
puisqu'en	Cs	puisqu'en
cette	Dd	ce
misère	Nc	misère
,	Fw	,
Malgré	Vvc	malgré
tous	Di	tout
les	Da	le
efforts	Nc	effort
de	S	de
son	Ds	son
destin	Nc	destin
contraire	Ag	contraire
;	Fw	;
Je	Vvc	je
le	Pp	il
vois	Vvc	voir
regretter	Vvn	regretter
par	S	par
un	Dn	un
de	S	de
ses	Ds	son
amis	Nc	ami
,	Fw	,
Même	Vvc	même
dans	S	dans
le	Da	le
cercueil	Nc	cercueil
,	Fw	,
où	Pr	où
son	Ds	son
Prince	Nc	prince
l'	Pp	il
a	Vuc	avoir
mis	Ge	mettre
:	Fw	:
Si	Cs	si
quelque	Di	quelque
autre	Ag	autre
,	Fw	,
Achomat	Vvc	achomat
,	Fw	,
t'	Pp	tu
avait	Vuc	avoir
privé	Ge	priver
de	S	de
vie	Nc	vie
,	Fw	,
Que	Vvc	que
tôt	Rg	tôt
pour	S	pour
te	Pp	tu
venger	Vvn	venger
il	Pp	il
l'	Pp	il
y	Pp	y
aurait	Vuc	avoir
envie	Nc	envie
;	Fw	;
Mais	Vvc	mais
le	Da	le
sort	Nc	sort
malheureux	Ag	malheureux
qui	Pr	qui
creusa	Vvc	creuser
son	Ds	son
tombeau	Nc	tombeau
A	Vvc	a
fait	Ge	faire
aveuglément	Rg	aveuglément
son	Ds	son
roi	Nc	roi
de	S	de
ton	Ds	ton
bourreau	Nc	bourreau
Cette	Vvc	cette
divinité	Nc	divinité
si	Rg	si
lâche	Ag	lâche
et	Cc	et
si	Rg	si
traîtresse	Nc	traître
A	Vvc	a
fait	Ge	faire
son	Ds	son
bienfaiteur	Nc	bienfaiteur
du	S+Da	de+le
tyran	Nc	tyran
qui	Pr	qui
t'	Pp	tu
oppresse	Vvc	oppresser
,	Fw	,
Et	Vvc	et
pour	S	pour
comble	Nc	comble
de	S	de
maux	Nc	mal
n'	Rp	ne
a	Vuc	avoir
pas	Rg	pas
même	Rg	même
permis	Ge	permettre
Que	Vvc	que
tu	Pp	tu
fusses	Vuc	être
du	Dp	du
moins	Rg	moins
vengé	Ge	venger
par	S	par
tes	Ds	ton
amis	Nc	ami
.	Fs	.
Madame	Nc	madame
,	Fw	,
si	Cs	si
ce	Dd	ce
bras	Nc	bras
peut	Vvc	pouvoir
vous	Pp	vous
rendre	Vvn	rendre
service	Nc	service
,	Fw	,
Si	Vvc	si
vous	Pp	vous
avez	Vuc	avoir
dessein	Nc	dessein
que	Pr	que
Bajazet	Nc	bajazet
périsse	Vvc	périr
,	Fw	,
Commandez	Vvc	commander
seulement	Rg	seulement
,	Fw	,
et	Cc	et
j'	Pp	je
ose	Vvc	oser
me	Pp	je
vanter	Vvn	vanter
Qu'	Vvc	qu'
avec	S	avec
facilité	Nc	facilité
je	Pp	je
puis	Vvc	pouvoir
vous	Pp	vous
contenter	Vvn	contenter
,	Fw	,
Quelque	Vvc	quelque
fidèle	Ag	fidèle
amour	Nc	amour
que	Pr	que
je	Pp	je
lui	Pp	il
ai	Vuc	avoir
promise	Ge	promettre
,	Fw	,
Je	Vvc	je
me	Pp	je
charge	Nc	charge|chargé
du	S+Da	de+le
soin	Nc	soin
de	S	de
toute	Di	tout
l'	Da	le
entreprise	Nc	entreprise
:	Fw	:
S'	Pp	se
il	Pp	il
faut	Vvc	faillir|falloir
suivre	Vvn	suivre
Achomat	Vvc	achomat
,	Fw	,
je	Pp	je
quitte	Vvc	quitter
Bajazet	Nc	bajazet
,	Fw	,
Étant	Nc	étant
meilleur	Ag	meilleur
ami	Nc	ami
que	Rg	que
fidèle	Ag	fidèle
sujet	Nc	sujet
;	Fw	;
Je	Vvc	je
m'	Pp	je
accorde	Vvc	accorder
,	Fw	,
Madame	Nc	madame
,	Fw	,
à	S	à
venger	Vvn	venger
sa	Ds	son
querelle	Nc	querelle
,	Fw	,
La	Vvc	la
foi	Nc	foi
n'	Rp	ne
est	Vuc	être
que	Rg	que
contrainte	Ge	contraindre
,	Fw	,
et	Cc	et
l'	Da	le
amour	Nc	amour
naturelle	Ag	naturel
,	Fw	,
Et	Vvc	et
l'	Pp	il
on	Pp	on
peut	Vvc	pouvoir
pour	S	pour
ainsi	Rg	ainsi
suivre	Vvn	suivre
son	Ds	son
naturel	Nc	naturel
,	Fw	,
Renoncer	Nc	renoncer
à	S	à
sa	Ds	son
foi	Nc	foi
sans	S	sans
être	Vun	être
criminel	Ag	criminel
:	Fw	:
Ne	Rp	ne
délibérez	Vvc	délibérer
point	Rg	point
