CARDENIE	Nc	cardenie
sur	S	sur
Fernande	Nc	fernande
,	Fw	,
Sacrifier	Vvn	sacrifier
ce	Dd	ce
traître	Nc	traître
,	Fw	,
et	Cc	et
Lucinde	Vvc	lucinde
,	Fw	,
et	Cc	et
les	Da	le
siens	Ps	sien
,	Fw	,
À	Nc	à
sa	Ds	son
foi	Nc	foi
parjurée	Ge	parjurer
,	Fw	,
à	S	à
mon	Ds	mon
amour	Nc	amour
,	Fw	,
aux	S+Da	à+les
miens	Ps	mien
;	Fw	;
Mais	Vvc	mais
ayant	Ga	avoir
vu	Ge	voir
pâmer	Vvn	pâmer
cette	Dd	ce
ingrate	Ag	ingrat
maîtresse	Nc	maîtresse
,	Fw	,
Ma	Vvc	ma
fureur	Nc	fureur
s'	Pp	se
alentit	Vvc	alentit
,	Fw	,
je	Pp	je
cède	Vvc	céder
à	S	à
la	Da	le
tristesse	Nc	tristesse
,	Fw	,
Et	Vvc	et
l'	Da	le
amour	Nc	amour
qui	Pr	qui
revient	Vvc	revenir
dedans	Rg	dedans
mon	Ds	mon
souvenir	Nc	souvenir
Me	Vvc	me
dit	Ge	dire
qu'	Cs	que
il	Pp	il
faut	Vvc	faillir|falloir
la	Pp	il
plaindre	Vvn	plaindre
,	Fw	,
et	Cc	et
non	Rg	non
pas	Rg	pas
la	Pp	il
punir	Vvn	punir
.	Fs	.
D'abord	Nc	d'abord
je	Pp	je
m'	Pp	je
y	Pp	y
résous	Vvc	résoudre
,	Fw	,
s'	Pp	se
étouffe	Vvc	étouffer
ma	Ds	mon
colère	Nc	colère
,	Fw	,
Je	Vvc	je
sors	Vvc	sortir
à	S	à
même	Ag	même
temps	Nc	temps
du	S+Da	de+le
logis	Nc	logis
de	S	de
son	Ds	son
père	Nc	père
,	Fw	,
Et	Vvc	et
sans	S	sans
aucun	Di	aucun
dessein	Nc	dessein
par	S	par
chemins	Nc	chemin
divers	Ag	divers
Je	Vvc	je
cours	Ag	court
désespéré	Nc	désespéré
jusques	Nc	jusques
dans	S	dans
ces	Dd	ce
déserts	Nc	désert
.	Fs	.
Le	Da	le
silence	Nc	silence
et	Cc	et
l'	Da	le
horreur	Nc	horreur
de	S	de
cette	Dd	ce
solitude	Nc	solitude
Plurent	Vvc	plaire|pleuvoir
à	S	à
mon	Ds	mon
esprit	Nc	esprit
rempli	Ge	remplir
d'	S	de
inquiétude	Nc	inquiétude
,	Fw	,
Et	Vvc	et
qui	Pr	qui
ne	Rp	ne
pouvait	Vvc	pouvoir
voir	Vvn	voir
qu'	Cs	que
avec	S	avec
de	S	de
la	Da	le
douleur	Nc	douleur
Des	Vvc	des
objets	Nc	objet
moins	Rg	moins
affreux	Ag	affreux
que	Cs	que
n'	Rp	ne
était	Vuc	être
mon	Ds	mon
malheur	Nc	malheur
;	Fw	;
Je	Vvc	je
fis	Vvc	faire
donc	Rg	donc
le	Da	le
dessein	Nc	dessein
d'	S	de
y	Pp	y
vivre	Vvn	vivre
solitaire	Ag	solitaire
,	Fw	,
Ou	Vvc	ou
plutôt	Rg	plutôt
d'	S	de
y	Pp	y
mourir	Vvn	mourir
accablé	Ge	accabler
de	S	de
misère	Nc	misère
;	Fw	;
Dessein	Nc	dessein
lâche	Ag	lâche
et	Cc	et
honteux	Ag	honteux
que	Cs	que
je	Pp	je
condamne	Vvc	condamner
en	S	en
vain	Ag	vain
,	Fw	,
Tu	Vvc	tu
m'	Pp	je
amollis	Vvc	amollir
le	Da	le
coeur	Nc	cœur
,	Fw	,
tu	Pp	tu
m'	Pp	je
engourdis	Vvc	engourdir
la	Da	le
main	Nc	main
,	Fw	,
Tu	Vvc	tu
m'	Pp	je
empêchas	Vvc	empêcher
de	S	de
prendre	Vvn	prendre
une	Dn	un
vengeance	Nc	vengeance
prompte	Ag	prompt
Des	Vvc	des
auteurs	Nc	auteur
de	S	de
mes	Ds	mon
maux	Nc	mal
,	Fw	,
des	S+Da	de+le|de+les
sujets	Nc	sujet
de	S	de
ma	Ds	mon
honte	Nc	honte
:	Fw	:
Je	Pp	je
voulus	Vvc	vouloir
révoquer	Vvn	révoquer
ce	Dd	ce
faible	Ag	faible
sentiment	Nc	sentiment
Mais	Vvc	mais
soudain	Rg	soudain
la	Da	le
douleur	Nc	douleur
m'	Pp	je
ôta	Vvc	ôter
le	Da	le
jugement	Nc	jugement
,	Fw	,
Et	Vvc	et
mille	Nc	mille
faux	Ag	faux
objets	Nc	objet
troublants	Ga	troubler
ma	Ds	mon
fantaisie	Nc	fantaisie
Jetèrent	Vvc	jetèrent
mon	Ds	mon
esprit	Nc	esprit
dedans	Rg	dedans
la	Da	le
frénésie	Nc	frénésie
,	Fw	,
Firent	Vvc	faire
voir	Vvn	voir
à	S	à
mes	Ds	mon
yeux	Nc	œil
en	S	en
cent	Nc	cent
lieux	Nc	lieu
différents	Ag	différent
,	Fw	,
Et	Vvc	et
Fernande	Vvc	fernande
,	Fw	,
et	Cc	et
Lucinde	Vvc	lucinde
,	Fw	,
et	Cc	et
ses	Ds	son
lâches	Ag	lâche
parents	Nc	parent
.	Fs	.
Je	Pp	je
me	Pp	je
détournai	Vvc	détourner
lors	Rg	lors
des	Dn	un
objets	Nc	objet
véritables	Ag	véritable
Pour	Nc	pour
en	S	en
suivre	Vvn	suivre
l'	Da	le
image	Nc	image
en	S	en
ces	Dd	ce
lieux	Nc	lieu
effroyables	Ag	effroyable
,	Fw	,
Où	Vvc	où
rencontrant	Ga	rencontrer
par	S	par
fois	Nc	fois
ces	Dd	ce
fantasques	Ag	fantasque
portraits	Nc	portrait
,	Fw	,
Je	Vvc	je
crois	Vvc	croire|croître
venger	Vvn	venger
sur	S	sur
eux	Pp	eux
les	Da	le
maux	Nc	mal
que	Pr	que
l'	Pp	il
on	Pp	on
m'	Pp	je
a	Vuc	avoir
faits	Ge	faire
:	Fw	:
Mais	Cc	mais
lors	Rg	lors
que	Cs	que
je	Pp	je
reviens	Vvc	revenir
de	S	de
cette	Dd	ce
rêverie	Nc	rêverie
,	Fw	,
Que	Vvc	que
ma	Ds	mon
raison	Nc	raison
blessée	Ge	blesser
est	Vuc	être
tant	Rg	tant
soit	Vuc	être
peu	Rg	peu
guérie	Ge	guérir
,	Fw	,
Je	Vvc	je
rougis	Ge	rougir
de	S	de
me	Pp	je
voir	Vvn	voir
tout	Pi	tout
trempé	Ge	tremper
de	S	de
sueur	Nc	sueur
,	Fw	,
Au	Vvc	au
lieu	Nc	lieu
du	S+Da	de+le
traître	Ag	traître
sang	Nc	sang
que	Pr	que
désire	Vvc	désirer
mon	Ds	mon
coeur	Nc	cœur
.	Fs	.
Voilà	Vvc	voilà
de	S	de
mes	Ds	mon
malheurs	Nc	malheur
la	Da	le
véritable	Ag	véritable
histoire	Nc	histoire
,	Fw	,
Honteuse	Nc	honteuse
à	S	à
mes	Ds	mon
parents	Nc	parent
,	Fw	,
et	Cc	et
fatale	Ag	fatal
à	S	à
ma	Ds	mon
gloire	Nc	gloire
,	Fw	,
Qui	Vvc	qui
fait	Ge	faire
voir	Vvn	voir
que	Cs	que
l'	Da	le
Amour	Nc	amour
n'	Rp	ne
a	Vuc	avoir
plus	Rg	plus
rien	Pi	rien
qui	Pr	qui
soit	Vuc	être
saint	Ag	saint
,	Fw	,
Que	Vvc	que
la	Da	le
foi	Nc	foi
n'	Rp	ne
est	Vuc	être
qu'	Rg	que
un	Dn	un
nom	Nc	nom
,	Fw	,
et	Cc	et
que	Cs	que
l'	Da	le
honneur	Nc	honneur
est	Vuc	être
feint	Ge	feindre
.	Fs	.
C'	Pd	ce
est	Vuc	être
dans	S	dans
les	Da	le
grands	Ag	grand
malheurs	Nc	malheur
que	Pr	que
paraît	Vvc	paraître
le	Da	le
courage	Nc	courage
,	Fw	,
Je	Vvc	je
sais	Vvc	savoir
bien	Rg	bien
qu'	Cs	que
à	S	à
l'	Da	le
instant	Nc	instant
que	Cs	que
quelqu'un	Pi	quelqu'un
nous	Pp	nous
outrage	Vvc	outrager
La	Ag	la
nature	Nc	nature
nous	Pp	nous
pousse	Vvc	pousser
à	S	à
des	Dn	un
ressentiments	Nc	ressentiment
Qu'	Vvc	qu'
on	Pp	on
ne	Rp	ne
saurait	Vvc	savoir
dompter	Vvn	dompter
les	Da	le
premiers	Ag	premier
mouvements	Nc	mouvement
,	Fw	,
Que	Vvc	que
même	Rg	même
en	S	en
cet	Dd	ce
endroit	Nc	endroit
une	Dn	un
juste	Ag	juste
vengeance	Nc	vengeance
Est	Vvc	est
à	S	à
l'	Da	le
égard	Nc	égard
du	S+Da	de+le
Ciel	Nc	ciel
une	Dn	un
légère	Ag	léger
offense	Nc	offence
,	Fw	,
Mais	Vvc	mais
alors	Rg	alors
que	Cs	que
le	Da	le
temps	Nc	temps
peut	Vvc	pouvoir
vraisemblablement	Rg	vraisemblablement
Avoir	Ag	avoir
éteint	Vvc	éteindre
ce	Dd	ce
feu	Nc	feu
si	Rg	si
prompt	Ag	prompt
,	Fw	,
si	Rg	si
véhément	Ag	véhément
,	Fw	,
Que	Vvc	que
la	Da	le
colère	Nc	colère
allume	Vvc	allumer
,	Fw	,
et	Cc	et
de	S	de
qui	Pr	qui
la	Da	le
fumée	Nc	fumée
Étouffe	Nc	étouffe
la	Da	le
raison	Nc	raison
,	Fw	,
ou	Cc	ou
la	Pp	il
tient	Vvc	tenir
enfermée	Ge	enfermer
,	Fw	,
Il	Vvc	il
faut	Vvc	faillir|falloir
que	Cs	que
la	Da	le
vertu	Nc	vertu
reprenne	Vvc	reprendre
son	Ds	son
pouvoir	Nc	pouvoir
,	Fw	,
Et	Vvc	et
range	Vvc	ranger
nos	Ds	notre
désirs	Nc	désir
aux	S+Da	à+les
termes	Nc	terme
du	S+Da	de+le
devoir	Nc	devoir
,	Fw	,
Oublier	Vvc	oublier
par	S	par
dédain	Nc	dédain
celui	Pd	celui
qui	Pr	qui
nous	Pp	nous
irrite	Vvc	irriter
,	Fw	,
C'	Vvc	c'
est	Vuc	être
en	S	en
prendre	Vvn	prendre
vengeance	Nc	vengeance
et	Cc	et
gagner	Vvn	gagner
du	S+Da	de+le
mérite	Nc	mérite
.	Fs	.
Si	Cs	si
le	Da	le
vice	Nc	vice
ne	Rp	ne
naît	Vvc	naître
que	Rg	que
de	S	de
l'	Da	le
impiété	Nc	impiété
,	Fw	,
Pardonner	Nc	pardonner
aux	S+Da	à+les
méchants	Nc	méchant
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
charité	Nc	charité
,	Fw	,
La	Vvc	la
grâce	Nc	grâce
qu'	Pr	que
on	Pp	on
leur	Pp	leur
fait	Vvc	faire
les	Pp	ils
corrompt	Vvc	corrompre
davantage	Rg	davantage
,	Fw	,
Ils	Vvc	ils
deviennent	Vvc	devenir
plus	Rg	plus
fiers	Ag	fier
,	Fw	,
mettent	Vvc	mettre
tout	Rg	tout
en	S	en
usage	Nc	usage
,	Fw	,
Et	Vvc	et
par	S	par
cette	Dd	ce
indulgence	Nc	indulgence
au	S+Da	à+le
crime	Nc	crime
abandonnés	Ge	abandonner
,	Fw	,
Perdent	Vvc	perdre
les	Da	le
gens	Nc	gens|gent
de	S	de
bien	Nc	bien
qui	Pr	qui
les	Pp	ils
ont	Vuc	avoir
pardonnés	Ge	pardonner
.	Fs	.
Va	Vvc	aller
méchant	Ag	méchant
,	Fw	,
va	Vvc	aller
perfide	Ag	perfide
au	S+Da	à+le
fonds	Nc	fond|fonds
du	S+Da	de+le
précipice	Nc	précipice
,	Fw	,
J'	Vvc	j'
immole	Ge	immoler
à	S	à
mon	Ds	mon
honneur	Nc	honneur
et	Cc	et
ta	Ds	ton
vie	Nc	vie
et	Cc	et
ton	Ds	ton
vice	Nc	vice
,	Fw	,
Je	Vvc	je
devais	Vvc	devoir
cet	Dd	ce
effort	Nc	effort
à	S	à
ma	Ds	mon
pudicité	Nc	pudicité
.	Fs	.
Quel	Dt	quel
excès	Nc	excès
de	S	de
courage	Nc	courage
.	Fs	.
Ou	Cc	ou
quelle	Dt	quel
cruauté	Nc	cruauté
.	Fs	.
Le	Da	le
soin	Nc	soin
de	S	de
son	Ds	son
honneur	Nc	honneur
sensiblement	Rg	sensiblement
la	Da	le
touche	Nc	touche
;	Fw	;
Mais	Vvc	mais
il	Pp	il
faut	Vvc	faillir|falloir
l'	Pp	il
aborder	Vvn	aborder
.	Fs	.
En	S	en
fin	Nc	fin
tu	Pp	tu
peux	Vvc	pouvoir
ma	Ds	mon
bouche	Nc	bouche
Te	Vvc	te
plaindre	Vvn	plaindre
en	S	en
liberté	Nc	liberté
de	S	de
mon	Ds	mon
perfide	Ag	perfide
époux	Nc	époux
,	Fw	,
Dans	Vvc	dans
ce	Dd	ce
désert	Ag	désert
affreux	Nc	affreux
où	Pr	où
n'	Rp	ne
habite	Vvc	habiter
que	Cs	que
nous	Pp	nous
,	Fw	,
Et	Vvc	et
l'	Da	le
horreur	Nc	horreur
:	Fw	:
Ah	I	ah
que	Cs	que
vois	Vvc	voir
-je	Nc	-je
?	Fs	?
hélas	I	hélas
!	Fs	!
je	Pp	je
suis	Vuc	être
perdue	Ge	perdre
,	Fw	,
Éloignons-nous	Nc	éloignons-nous
d'	S	de
ici	Rg	ici
;	Fw	;
mais	Cc	mais
ils	Pp	ils
m'	Pp	je
ont	Vuc	avoir
aperçue	Ge	apercevoir
.	Fs	.
Ne	Rp	ne
vous	Pp	vous
effrayez	Vvc	effrayer
point	Rg	point
.	Fs	.
Comble	Nc	comble
de	S	de
mes	Ds	mon
malheurs	Nc	malheur
,	Fw	,
Ils	Vvc	ils
auront	Vuc	avoir
vu	Ge	voir
le	Da	le
mort	Nc	mort
.	Fs	.
Apaisez	Vvc	apaiser
vos	Ds	votre
douleurs	Nc	douleur
,	Fw	,
Oui	Vvc	oui
je	Pp	je
l'	Pp	il
ai	Vuc	avoir
fait	Ge	faire
mourir	Vvn	mourir
,	Fw	,
et	Cc	et
veux	Vvc	vouloir
bien	Rg	bien
qu'	Cs	que
on	Pp	on
le	Pp	il
sache	Vvc	savoir
,	Fw	,
Pour	Nc	pour
sauver	Vvn	sauver
mon	Ds	mon
honneur	Nc	honneur
d'	S	de
une	Dn	un
immortelle	Ag	immortel
tache	Nc	tache|tâche
:	Fw	:
Le	Da	le
ciel	Nc	ciel
est	Vuc	être
mon	Ds	mon
complice	Nc	complice
,	Fw	,
il	Pp	il
a	Vuc	avoir
vu	Ge	voir
ce	Dd	ce
trépas	Nc	trépas
,	Fw	,
C'	Vvc	c'
est	Vuc	être
lui	Pp	il
qui	Pr	qui
par	S	par
sa	Ds	son
force	Nc	force|forcé
a	Vuc	avoir
soutenu	Ge	soutenir
mon	Ds	mon
bras	Nc	bras
:	Fw	:
Mais	Cc	mais
pourtant	Rg	pourtant
si	Cs	si
les	Da	le
lois	Nc	loi
vous	Pp	vous
demandent	Vvc	demander
ma	Ds	mon
tête	Nc	tête
,	Fw	,
Que	Vvc	que
je	Pp	je
meure	Vvc	murer
à	S	à
l'	Da	le
instant	Nc	instant
,	Fw	,
me	Pp	je
voici	S	voici
toute	Di	tout
preste	Ag	preste|prêt
.	Fs	.
Voyez	Vvc	voir
comme	S	comme
la	Da	le
peur	Nc	peur
lui	Pp	il
trouble	Vvc	troubler
tous	Di	tout
les	Da	le
sens	Nc	sens
.	Fs	.
Nos	Ds	notre
sentiments	Nc	sentiment
pour	S	pour
vous	Pp	vous
sont	Vuc	être
bien	Rg	bien
plus	Rg	plus
innocents	Ag	innocent
,	Fw	,
Nous	Vvc	nous
voudrions	Vvc	vouloir
soulager	Vvn	soulager
la	Da	le
douleur	Nc	douleur
qui	Pr	qui
vous	Pp	vous
presse	Vvc	presser
.	Fs	.
Voyez-nous	Vvc	voyez-nous
mieux	Rg	mieux
encor	Nc	encor
.	Fs	.
Excusez	Vvc	excuser
ma	Ds	mon
faiblesse	Nc	faiblesse
,	Fw	,
Je	Vvc	je
vous	Pp	vous
ai	Vuc	avoir
pris	Ge	prendre
d'abord	Nc	d'abord
pour	S	pour
ceux	Pd	celui
que	Pr	que
je	Pp	je
craignais	Vvc	craindre
.	Fs	.
Je	Pp	je
l'	Pp	il
ai	Vuc	avoir
bien	Rg	bien
reconnu	Ge	reconnaître
.	Fs	.
Mais	Cc	mais
que	Pr	que
peut	Vvc	pouvoir
dans	S	dans
ce	Dd	ce
bois	Nc	bois
Chercher	Vvn	chercher
une	Dn	un
beauté	Nc	beauté
si	Rg	si
rare	Ag	rare
et	Cc	et
si	Rg	si
charmante	Ga	charmer
?	Fs	?
Le	Da	le
trépas	Nc	trépas
ou	Cc	ou
la	Da	le
fin	Nc	fin
du	S+Da	de+le
mal	Nc	mal
qui	Pr	qui
me	Pp	je
tourmente	Vvc	tourmenter
:	Fw	:
Je	Pp	je
connais	Vvc	connaître
bien	Rg	bien
,	Fw	,
Messieurs	Nc	monsieur
,	Fw	,
que	Cs	que
vous	Pp	vous
voulez	Vvc	vouloir
savoir	Vvn	savoir
Les	Vvc	les
sujets	Nc	sujet
de	S	de
ma	Ds	mon
peine	Nc	peine
et	Cc	et
de	S	de
mon	Ds	mon
désespoir	Nc	désespoir
,	Fw	,
Et	Vvc	et
je	Pp	je
veux	Vvc	vouloir
éviter	Vvn	éviter
les	Da	le
longueurs	Nc	longueur
importunes	Ag	importun
Dont	Vvc	dont
se	Pp	il
servent	Vvc	servir
plusieurs	Pi	plusieurs
en	S	en
disant	Ga	dire
leurs	Ds	leur
fortunes	Nc	fortune
.	Fs	.
Je	Pp	je
suis	Vuc	être
d'	S	de
Andalousie	Nc	andalousie
,	Fw	,
et	Cc	et
l'	Da	le
amour	Nc	amour
d'	S	de
un	Dn	un
Seigneur	Ag	seigneur
À	Nc	à
qui	Pr	qui
j'	Pp	je
abandonnai	Vvc	abandonner
mon	Ds	mon
âme	Nc	âme
et	Cc	et
mon	Ds	mon
honneur	Nc	honneur
,	Fw	,
Sous	Vvc	sous
les	Da	le
conditions	Nc	condition
d'	S	de
un	Dn	un
prochain	Ag	prochain
hyménée	Nc	hyménée
,	Fw	,
Cause	Vvc	causer
le	Da	le
déplaisir	Nc	déplaisir
par	S	par
qui	Pr	qui
je	Pp	je
suis	Vuc	être
gênée	Ge	gêner
.	Fs	.
Voulez	Vvc	vouloir
-vous	Nc	-vous
que	Cs	que
son	Ds	son
nom	Nc	nom
ne	Rp	ne
nous	Pp	nous
soit	Vuc	être
pas	Rg	pas
connu	Ge	connaître
,	Fw	,
Et	Vvc	et
que	Cs	que
nous	Pp	nous
ignorions	Vvc	ignorer
ce	Pd	ce
qu'	Pr	que
il	Pp	il
est	Vuc	être
devenu	Ge	devenir
?	Fs	?
Son	Ds	son
nom	Nc	nom
est	Vuc	être
Don	Nc	don
Fernande	Vvc	fernande
.	Fs	.
Est	Vuc	être
...	Fs	...
Fernande	Vvc	fernande
:	Fw	:
Ah	I	ah
le	Da	le
traître	Nc	traître
!	Fs	!
C'	Pd	ce
est	Vuc	être
lui	Pp	il
;	Fw	;
mais	Cc	mais
en	S	en
quel	Dt	quel
lieu	Nc	lieu
l'	Pp	il
avez	Vuc	avoir
-vous	Vvc	-vous
peu	Rg	peu
connaître	Vvn	connaître
,	Fw	,
Pourquoi	Vvc	pourquoi
l'	Pp	il
outragez	Vvc	outrager
-vous	Nc	-vous
?	Fs	?
C'	Pd	ce
est	Vuc	être
pour	S	pour
votre	Ds	votre
intérêt	Nc	intérêt
.	Fs	.
Hélas	Vvc	hélas
je	Pp	je
l'	Pp	il
aime	Vvc	aimer
encore	Rg	encore
tout	Rg	tout
perfide	Ag	perfide
qu'	Cs	que
il	Pp	il
est	Vuc	être
!	Fs	!
Ah	I	ah
lâche	Ag	lâche
!	Fs	!
En	S	en
cet	Dd	ce
endroit	Nc	endroit
la	Da	le
charité	Nc	charité
me	Pp	je
fâche	Vvc	fâcher
,	Fw	,
Je	Vvc	je
ne	Rp	ne
puis	Vvc	pouvoir
pas	Rg	pas
souffrir	Vvn	souffrir
que	Cs	que
vous	Pp	vous
le	Pp	il
nommiez	Vvc	nommer
lâche	Ag	lâche
.	Fs	.
Mais	Cc	mais
de	S	de
grâce	Nc	grâce
achevez	Vvc	achever
.	Fs	.
Après	Vvc	après
que	Cs	que
ses	Ds	son
désirs	Nc	désir
Se	Ag	se
furent	Vuc	être
satisfaits	Ge	satisfaire
dans	S	dans
les	Da	le
derniers	Ag	dernier
plaisirs	Nc	plaisir
,	Fw	,
Mon	Nc	mon
Amant	Ga	amant
me	Pp	je
quitta	Vvc	quitter
,	Fw	,
supposant	Ga	supposer
un	Dn	un
voyage	Nc	voyage
Pour	Ag	pour
disposer	Vvn	disposer
son	Ds	son
père	Nc	père
à	S	à
notre	Ds	notre
mariage	Nc	mariage
;	Fw	;
Dix	Nc	dix
jours	Nc	jour
avoient	Vuc	avoir
suivi	Ge	suivre
celui	Pd	celui
de	S	de
son	Ds	son
départ	Nc	départ
Sans	Vvc	sans
que	Cs	que
j'	Pp	je
eusse	Vuc	avoir
peu	Rg	peu
voir	Vvn	voir
personne	Pi	personne
de	S	de
sa	Ds	son
part	Nc	part
,	Fw	,
Et	Vvc	et
craignant	Ga	craindre
de	S	de
savoir	Vvn	savoir
le	Da	le
sujet	Nc	sujet
de	S	de
ma	Ds	mon
crainte	Nc	crainte
,	Fw	,
Je	Vvc	je
n'	Rp	ne
en	Pp	en
faisais	Vvc	faire
jamais	Rg	jamais
ni	Cc	ni
demande	Vvc	demander
ni	Cc	ni
plainte	Ge	plaindre
;	Fw	;
Mais	Vvc	mais
il	Pp	il
fallut	Vvc	falloir
en	S	en
fin	Nc	fin
céder	Vvn	céder
à	S	à
la	Da	le
douleur	Nc	douleur
,	Fw	,
Demander	Vvc	demander
Don	Nc	don
Fernande	Vvc	fernande
,	Fw	,
apprendre	Vvn	apprendre
mon	Ds	mon
malheur	Nc	malheur
,	Fw	,
L'	Vvc	l'
un	Pi	un
des	S+Da	de+le|de+les
gens	Nc	gens|gent
de	S	de
mon	Ds	mon
père	Nc	père
au	S+Da	à+le
retour	Nc	retour
de	S	de
la	Da	le
ville	Nc	ville
Me	Vvc	me
dit	Ge	dire
qu'	Cs	que
il	Pp	il
avait	Vuc	avoir
pris	Ge	prendre
une	Dn	un
femme	Nc	femme
à	S	à
Séville	Nc	séville
.	Fs	.
Une	Dn	un
femme	Nc	femme
à	S	à
Séville	Nc	séville
,	Fw	,
et	Cc	et
de	S	de
quelle	Dt	quel
maison	Nc	maison
?	Fs	?
Il	Pp	il
ne	Rp	ne
me	Pp	je
le	Pp	il
dit	Vvc	dire
pas	Rg	pas
.	Fs	.
En	Pp	en
savait-il	Vvc	savait-il
le	Da	le
nom	Nc	nom
?	Fs	?
Oui	Rg	oui
,	Fw	,
c'	Pd	ce
était	Vuc	être
ou	Pr	où
Lucine	Vvc	lucine
,	Fw	,
ou	Cc	ou
Lucinde	Vvc	lucinde
.	Fs	.
Ah	I	ah
c'	Pd	ce
est	Vuc	être
elle	Pp	il
.	Fs	.
Mon	Ds	mon
coeur	Nc	cœur
à	S	à
ce	Dd	ce
discours	Nc	discours
:	Fw	:
Mais	Cc	mais
quelle	Dt	quel
autre	Ag	autre
nouvelle	Ag	nouveau
Vous	Nc	vous
apprit	Vvc	apprendre
ce	Dd	ce
valet	Nc	valet
?	Fs	?
Il	Pp	il
nous	Pp	nous
dit	Vvc	dire
que	Cs	que
le	Da	le
jour	Nc	jour
Qu'	Vvc	qu'
on	Pp	on
célébra	Vvc	célébrer
l'	Da	le
hymen	Nc	hymen
d'	S	de
une	Dn	un
si	Rg	si
prompte	Ag	prompt
amour	Nc	amour
Lucinde	Ag	lucinde
évanouit	Vvc	évanouir
entre	S	entre
les	Da	le
bras	Nc	bras
du	S+Da	de+le
Prêtre	Nc	prêtre
,	Fw	,
Et	Vvc	et
que	Rg	que
dedans	Rg	dedans
son	Ds	son
sein	Nc	sein
on	Pp	on
trouva	Vvc	trouver
quelque	Di	quelque
lettre	Nc	lettre|lettré
,	Fw	,
Où	Vvc	où
de	S	de
sa	Ds	son
propre	Ag	propre
main	Nc	main
elle	Pp	il
faisait	Vvc	faire
savoir	Vvn	savoir
Qu'	Vvc	qu'
elle	Pp	il
avait	Vuc	avoir
dit	Ge	dire
oui	Rg	oui
seulement	Rg	seulement
par	S	par
devoir	Nc	devoir
,	Fw	,
Qu'	Vvc	qu'
elle	Pp	il
aimait	Vvc	aimer
