Trassidule	Vvc	trassidule
-toi	Vvc	-toi
que	Cs	que
j'	Pp	je
ai	Vuc	avoir
su	Ge	savoir
prudemment	Rg	prudemment
concerter	Vvn	concerter
L'	Vvc	l'
affaire	Nc	affaire|affairé
que	Cs	que
tes	Ds	ton
bras	Nc	bras
viennent	Vvc	venir
d'	S	de
exécuter	Vvn	exécuter
;	Fw	;
Et	Vvc	et
que	Cs	que
ma	Ds	mon
passion	Nc	passion
n'	Rp	ne
a	Vuc	avoir
point	Rg	point
été	Ge	être
la	Da	le
guide	Nc	guide
,	Fw	,
Du	Vvc	du
dessein	Nc	dessein
résolu	Ge	résoudre
pour	S	pour
perdre	Vvn	perdre
cet	Dd	ce
Alcide	Nc	alcide
;	Fw	;
Je	Vvc	je
sais	Vvc	savoir
que	Cs	que
tout	Di	tout
l'	Da	le
État	Nc	état
eût	Vuc	avoir
frémi	Ge	frémir
contre	S	contre
moi	Pp	je
,	Fw	,
Si	Vvc	si
je	Pp	je
l'	Pp	il
eusse	Vuc	avoir
entrepris	Ge	entreprendre
sans	S	sans
en	Pp	en
prendre	Vvn	prendre
la	Da	le
loi	Nc	loi
.	Fs	.
Ainsi	Rg	ainsi
j'	Pp	je
ai	Vuc	avoir
fait	Ge	faire
agir	Vvn	agir
toute	Di	tout
ma	Ds	mon
politique	Nc	politique
,	Fw	,
Afin	Nc	afin
de	S	de
prévenir	Vvn	prévenir
cette	Dd	ce
haine	Nc	haine
publique	Ag	public
.	Fs	.
Pour	S	pour
me	Pp	je
faciliter	Vvn	faciliter
un	Dn	un
si	Rg	si
grand	Ag	grand
attentat	Nc	attentat
,	Fw	,
J'	Vvc	j'
ai	Vuc	avoir
porté	Ge	porter
Pantonice	Nc	pantonice
à	S	à
choquer	Vvn	choquer
tout	Di	tout
l'	Da	le
État	Nc	état
!	Fs	!
Je	Pp	je
l'	Pp	il
ai	Vuc	avoir
fait	Ge	faire
consentir	Vvn	consentir
à	S	à
la	Da	le
gloire	Nc	gloire
fatale	Ag	fatal
,	Fw	,
D'	Vvc	d'
attaquer	Vvn	attaquer
avec	S	avec
moi	Pp	je
la	Da	le
ville	Nc	ville
capitale	Ag	capital
;	Fw	;
Et	Vvc	et
par	S	par
cette	Dd	ce
action	Nc	action
indigne	Ag	indigne
de	S	de
ses	Ds	son
bras	Nc	bras
,	Fw	,
J'	Vvc	j'
ai	Vuc	avoir
flétri	Ge	flétrir
tout	Di	tout
l'	Da	le
honneur	Nc	honneur
de	S	de
ses	Ds	son
autres	Ag	autre
combats	Nc	combat
!	Fs	!
Réduisant	Ga	réduisant
son	Ds	son
destin	Nc	destin
au	S+Da	à+le
malheur	Nc	malheur
nécessaire	Ag	nécessaire
,	Fw	,
Ou	Vvc	ou
de	S	de
se	Pp	il
hasarder	Vvn	hasarder
,	Fw	,
ou	Cc	ou
bien	Rg	bien
de	S	de
me	Pp	je
complaire	Vvn	complaire
,	Fw	,
Puis	Vvc	pouvoir
que	Cs	que
n'	Rp	ne
étant	Ga	être
tombé	Ge	tomber
dans	S	dans
la	Da	le
haine	Nc	haine
d'	S	de
autrui	Pi	autrui
Que	Vvc	que
pour	S	pour
me	Pp	je
soutenir	Vvn	soutenir
,	Fw	,
en	S	en
me	Pp	je
servant	Ga	servir
d'	S	de
appui	Nc	appui
,	Fw	,
Il	Vvc	il
ne	Rp	ne
pouvait	Vvc	pouvoir
périr	Vvn	périr
qu'	Cs	que
en	Pp	en
choquant	Ga	choquer
ma	Ds	mon
puissance	Nc	puissance
,	Fw	,
Ni	Vvc	ni
se	Pp	il
mettre	Vvn	mettre
à	S	à
l'	Da	le
abri	Nc	abri
qu'	Cs	que
avec	S	avec
sa	Ds	son
complaisance	Nc	complaisance
!	Fs	!
Tous	Di	tout
les	Da	le
peuples	Nc	peuple
choquez	Vvc	choquer
pour	S	pour
m'	Pp	je
avoir	Vun	avoir
soutenu	Ge	soutenir
,	Fw	,
Ne	Vvc	ne
le	Pp	il
regardaient	Vvc	regarder
plus	Rg	plus
que	Cs	que
comme	S	comme
un	Dn	un
inconnu	Nc	inconnu
,	Fw	,
Qui	Vvc	qui
s'	Pp	se
étant	Ga	être
oublié	Ge	oublier
de	S	de
ce	Pd	ce
qu'	Pr	que
il	Pp	il
devait	Vvc	devoir
être	Vun	être
,	Fw	,
Ne	Vvc	ne
les	Pp	ils
avait	Vuc	avoir
forcez	Nc	forcé
,	Fw	,
que	Cs	que
pour	S	pour
me	Pp	je
rendre	Vvn	rendre
maître	Nc	maître
,	Fw	,
Et	Vvc	et
par	S	par
même	Ag	même
raison	Nc	raison
les	Pp	ils
avait	Vuc	avoir
dispensés	Ge	dispenser
De	Vvc	de
rendre	Vvn	rendre
leurs	Ds	leur
devoirs	Nc	devoir
à	S	à
ses	Ds	son
bienfaits	Nc	bienfait
passés	Ge	passer
.	Fs	.
Si	Cs	si
le	Da	le
peuple	Nc	peuple
ne	Rp	ne
hait	Vvc	haïr
Pantonice	Nc	pantonice
et	Cc	et
ses	Ds	son
frères	Nc	frère
Que	Vvc	que
pour	S	pour
avoir	Vun	avoir
servi	Ge	servir
de	S	de
base	Nc	base
à	S	à
vos	Ds	votre
misères	Nc	misère
;	Fw	;
Vous	Nc	vous
en	Pp	en
êtes	Vuc	être
l'	Da	le
objet	Nc	objet
,	Fw	,
et	Cc	et
cette	Dd	ce
aversion	Nc	aversion
,	Fw	,
Ne	Vvc	ne
retombe	Vvc	retomber
sur	S	sur
lui	Pp	il
que	Cs	que
par	S	par
réflexion	Nc	réflexion
.	Fs	.
Ainsi	Rg	ainsi
je	Pp	je
me	Pp	je
crains	Vvc	craindre
fort	Rg	fort
que	Cs	que
cette	Dd	ce
injuste	Ag	injuste
joie	Nc	joie
Qu'	Vvc	qu'
il	Pp	il
témoigne	Vvc	témoigner
à	S	à
l'	Da	le
abord	Nc	abord
lors	Rg	lors
qu'	Cs	que
il	Pp	il
le	Pp	il
voit	Vvc	voir
en	S	en
proie	Nc	proie
;	Fw	;
Ne	Vvc	ne
reprenne	Vvc	reprendre
les	Da	le
traits	Nc	trait|traits
d'	S	de
une	Dn	un
juste	Ag	juste
pitié	Nc	pitié
Par	Nc	par
les	Da	le
ressentiments	Nc	ressentiment
de	S	de
sa	Ds	son
vieille	Ag	vieux
amitié	Nc	amitié
;	Fw	;
Et	Vvc	et
qu'	Cs	que
ayant	Ga	avoir
relevé	Ge	relever
ce	Dd	ce
Prince	Nc	prince
de	S	de
sa	Ds	son
chute	Nc	chute
Il	Vvc	il
ne	Rp	ne
vous	Pp	vous
fasse	Vvc	faire
enfin	Rg	enfin
de	S	de
tous	Di	tout
ses	Ds	son
traits	Nc	trait|traits
la	Da	le
butte	Nc	butte
.	Fs	.
Il	Pp	il
sera	Vuc	être
bien	Rg	bien
ravi	Ge	ravir
de	S	de
le	Pp	il
voir	Vvn	voir
mal	Rg	mal
traité	Ge	traiter
Et	Vvc	et
de	S	de
le	Pp	il
voir	Vvn	voir
puni	Nc	puni
pour	S	pour
vous	Pp	vous
avoir	Vun	avoir
porté	Ge	porter
;	Fw	;
Mais	Vvc	mais
son	Ds	son
affection	Nc	affection
réveillant	Ga	réveiller
ses	Ds	son
tendresses	Nc	tendresse
,	Fw	,
Au	Vvc	au
plus	Rg	plus
fort	Rg	fort
des	Dn	un
douleurs	Nc	douleur
qu'	Pr	que
il	Pp	il
soufre	Vvc	souffrir|soufrer
en	S	en
ses	Ds	son
détresses	Nc	détresse
;	Fw	;
Vous	Nc	vous
verrez	Vvc	voir
qu'	Cs	que
a	S	à
la	Da	le
fin	Nc	fin
il	Pp	il
vous	Pp	vous
fera	Vvc	faire|ferrer
sentir	Vvn	sentir
Les	Vvc	les
rigoureux	Ag	rigoureux
effets	Nc	effet
d'	S	de
un	Dn	un
juste	Ag	juste
repentir	Nc	repentir
;	Fw	;
Et	Vvc	et
que	Cs	que
redemandant	Ga	redemander
l'	Da	le
heur	Nc	heur
de	S	de
sa	Ds	son
délivrance	Nc	délivrance
,	Fw	,
Il	Vvc	il
s'	Cs	si
y	Pp	y
disposera	Vvc	disposer
par	S	par
votre	Ds	votre
décadence	Nc	décadence
,	Fw	,
Prétextant	Ga	prétextant
même	Pi	même
au	S+Da	à+le
soin	Nc	soin
de	S	de
ravoir	Vvn	ravoir
ce	Dd	ce
héros	Nc	héros
,	Fw	,
Celui	Nc	celui
de	S	de
vous	Pp	vous
chasser	Vvn	chasser
pour	S	pour
le	Da	le
commun	Ag	commun
repos	Nc	repos
.	Fs	.
Pour	S	pour
obvier	Vvn	obvier
aux	S+Da	à+les
maux	Nc	mal
,	Fw	,
dont	Pr	dont
ta	Ds	ton
peur	Nc	peur
me	Pp	je
menace	Vvc	menacer
,	Fw	,
Et	Vvc	et
pour	S	pour
me	Pp	je
maintenir	Vvn	maintenir
dans	S	dans
mon	Ds	mon
illustre	Ag	illustre
place	Nc	place
;	Fw	;
Je	Vvc	je
n'	Rp	ne
ai	Vuc	avoir
qu'	Rg	que
a	S	à
fomenter	Vvn	fomenter
cette	Dd	ce
funeste	Ag	funeste
erreur	Nc	erreur
Qui	Vvc	qui
fait	Ge	faire
de	S	de
Pantonice	Nc	pantonice
un	Dn	un
objet	Nc	objet
de	S	de
terreur	Nc	terreur
;	Fw	;
Le	Vvc	le
peuple	Nc	peuple
qui	Pr	qui
le	Pp	il
hait	Vvc	haïr
sous	S	sous
cette	Dd	ce
fausse	Ag	faux
image	Nc	image
,	Fw	,
Ne	Vvc	ne
reprendra	Vvc	reprendre
jamais	Rg	jamais
les	Da	le
traits	Nc	trait|traits
de	S	de
son	Ds	son
visage	Nc	visage
;	Fw	;
Et	Vvc	et
loin	Rg	loin
de	S	de
réveiller	Vvn	réveiller
sa	Ds	son
première	Ag	premier
amitié	Nc	amitié
Le	Vvc	le
croyant	Ag	croyant
sans	S	sans
amour	Nc	amour
,	Fw	,
le	Pp	il
verra	Vvc	voir
sans	S	sans
pitié	Nc	pitié
.	Fs	.
Enfin	Rg	enfin
si	Cs	si
le	Da	le
caprice	Nc	caprice
à	S	à
tout	Di	tout
peuple	Nc	peuple
ordinaire	Ag	ordinaire
,	Fw	,
Faisait	Vvc	faire
que	Cs	que
son	Ds	son
retour	Nc	retour
lui	Pp	il
semblât	Vvc	sembler
nécessaire	Ag	nécessaire
;	Fw	;
Et	Vvc	et
que	Cs	que
pour	S	pour
cet	Dd	ce
effet	Nc	effet
il	Pp	il
me	Pp	je
fallut	Vvc	falloir
fléchir	Vvn	fléchir
,	Fw	,
Sous	Vvc	sous
l'	Da	le
ordre	Nc	ordre
souverain	Ag	souverain
de	S	de
le	Pp	il
faire	Vvn	faire
affranchir	Vvn	affranchir
;	Fw	;
Philtemide	Nc	philtemide
qui	Pr	qui
hait	Vvc	haïr
ce	Dd	ce
puissant	Ag	puissant
adversaire	Nc	adversaire
,	Fw	,
Par	Nc	par
le	Da	le
motif	Nc	motif
qu'	Pr	que
elle	Pp	il
a	Vuc	avoir
qu'	Cs	que
il	Pp	il
voulait	Vvc	vouloir
s'	Cs	si
en	S	en
défaire	Vvn	défaire
,	Fw	,
Ne	Vvc	ne
manquera	Vvc	manquer
jamais	Rg	jamais
de	S	de
me	Pp	je
donner	Vvn	donner
sa	Ds	son
foi	Nc	foi
,	Fw	,
Pour	Nc	pour
raffermir	Vvn	raffermir
les	Da	le
siens	Ps	sien
en	S	en
s'	Pp	se
appuyant	Ga	appuyer
de	S	de
moi	Pp	je
.	Fs	.
Enfin	Rg	enfin
dois	Vvc	devoir
-je	Vvc	-je
trembler	Vvn	trembler
pour	S	pour
toute	Di	tout
sa	Ds	son
furie	Nc	furie
Ayant	Ga	avoir
de	S	de
mon	Ds	mon
côté	Nc	côté
Protarque	Nc	protarque
et	Cc	et
Philarchie	Nc	philarchie
.	Fs	.
Philthemide	Nc	philthemide
est	Vuc	être
pour	S	pour
vous	Pp	vous
,	Fw	,
et	Cc	et
vous	Pp	vous
êtes	Vuc	être
certain	Ag	certain
,	Fw	,
Qu'	Vvc	qu'
elle	Pp	il
vous	Pp	vous
doit	Vvc	devoir
servir	Vvn	servir
et	Cc	et
de	S	de
coeur	Nc	cœur
et	Cc	et
de	S	de
main	Nc	main
;	Fw	;
Sachez	Vvc	savoir
que	Cs	que
le	Da	le
respect	Nc	respect
qu'	Pr	que
elle	Pp	il
a	Vuc	avoir
pour	S	pour
Andrigene	Nc	andrigene
,	Fw	,
Lui	Nc	lui
peut	Vvc	pouvoir
faire	Vvn	faire
épouser	Vvn	épouser
son	Ds	son
amour	Nc	amour
et	Cc	et
sa	Ds	son
haine	Nc	haine
;	Fw	;
Et	Vvc	et
qu'	Cs	que
elle	Pp	il
ne	Rp	ne
saurait	Vvc	savoir
se	Pp	il
déclarer	Vvn	déclarer
pour	S	pour
vous	Pp	vous
,	Fw	,
Si	Vvc	si
le	Da	le
coeur	Nc	cœur
d'	S	de
Andrigene	Nc	andrigene
en	Pp	en
peut	Vvc	pouvoir
être	Vun	être
jaloux	Ag	jaloux
!	Fs	!
Andrigene	Nc	andrigene
étant	Ga	être
donc	Rg	donc
pour	S	pour
son	Ds	son
cher	Ag	cher
Pantonice	Nc	pantonice
,	Fw	,
Philthemide	Nc	philthemide
ne	Rp	ne
peut	Vvc	pouvoir
être	Vun	être
votre	Ds	votre
complice	Nc	complice
;	Fw	;
Par	Nc	par
le	Da	le
grand	Ag	grand
soin	Nc	soin
qu'	Pr	que
elle	Pp	il
a	Vuc	avoir
,	Fw	,
de	S	de
ne	Rp	ne
branler	Vvn	branler
jamais	Rg	jamais
,	Fw	,
Que	Vvc	que
par	S	par
ses	Ds	son
mouvements	Nc	mouvement
et	Cc	et
selon	S	selon
ses	Ds	son
souhaits	Nc	souhait
!	Fs	!
Au	S+Da	à+le
reste	Nc	reste
le	Da	le
beau	Ag	beau
noeud	Nc	nœud
qui	Pr	qui
liait	Vvc	lier
Philthemide	Nc	philthemide
Avec	Vvc	avec
tout	Di	tout
le	Da	le
parti	Nc	parti
de	S	de
ce	Dd	ce
second	Nc	second
Alcide	Vvc	alcide
,	Fw	,
N'	Vvc	n'
ayant	Ga	avoir
été	Ge	être
défait	Vvc	défaire
que	Cs	que
par	S	par
la	Da	le
passion	Nc	passion
Que	Vvc	que
vous	Pp	vous
aviez	Vuc	avoir
toujours	Rg	toujours
d'	S	de
en	Pp	en
rompre	Vvn	rompre
l'	Da	le
union	Nc	union
;	Fw	;
Et	Vvc	et
la	Da	le
fourbe	Nc	fourbe
déjà	Rg	déjà
commençant	Ga	commencer
à	S	à
paraître	Vvn	paraître
,	Fw	,
Lors	Nc	lord
que	Cs	que
de	S	de
Pantonice	Nc	pantonice
on	Pp	on
vous	Pp	vous
a	Vuc	avoir
rendu	Ge	rendre
maître	Nc	maître
;	Fw	;
Je	Vvc	je
me	Pp	je
crains	Vvc	craindre
,	Fw	,
que	Cs	que
l'	Da	le
horreur	Nc	horreur
,	Fw	,
que	Cs	que
depuis	S	depuis
