Ô	Vvc	ô
danger	Nc	danger
Si	Vvc	si
tu	Pp	tu
n'	Rp	ne
avais	Vuc	avoir
trouvé	Ge	trouver
sur	S	sur
qui	Pr	qui
t'	Pp	tu
en	Pp	en
décharger	Vvn	décharger
,	Fw	,
Il	Vvc	il
n'	Rp	ne
est	Vuc	être
fardeau	Nc	fardeau
si	Rg	si
lourd	Ag	lourd
.	Fs	.
Ne	Rp	ne
crains	Vvc	craindre
point	Rg	point
qu'	Cs	que
il	Pp	il
m'	Pp	je
accable	Vvc	accabler
.	Fs	.
Prends	Vvc	prendre
garde	Nc	garde
...	Fs	...
Porte	Vvc	porter
ailleurs	Rg	ailleurs
ton	Ds	ton
conseil	Nc	conseil
charitable	Ag	charitable
.	Fs	.
Mais	Cc	mais
...	Fw	...
Non	Vvc	non
,	Fw	,
non	Rg	non
.	Fs	.
Me	Pp	je
voici	S	voici
confus	Ag	confus
au	S+Da	à+le
dernier	Ag	dernier
point	Nc	point
.	Fs	.
Être	Vvc	être
fille	Nc	fille
,	Fw	,
et	Cc	et
Suivante	Ga	suivre
,	Fw	,
et	Cc	et
ne	Rp	ne
babiller	Vvn	babiller
point	Rg	point
!	Fs	!
Pour	S	pour
avoir	Vun	avoir
tant	Rg	tant
de	S	de
force	Nc	force|forcé
et	Cc	et
tant	Rg	tant
de	S	de
retenue	Nc	retenue
,	Fw	,
D'	Nc	d'
un	Dn	un
contrepoids	Nc	contrepoids
bien	Rg	bien
lourd	Rg	lourd
ta	Ds	ton
langue	Nc	langue
est	Vuc	être
soutenue	Ge	soutenir
.	Fs	.
Il	Pp	il
t'	Pp	tu
est	Vuc	être
donc	Rg	donc
bien	Rg	bien
fâcheux	Ag	fâcheux
que	Cs	que
je	Pp	je
ne	Rp	ne
dise	Vvc	dire
mot	Nc	mot
?	Fs	?
Ma	Ds	mon
foi	Nc	foi
,	Fw	,
tu	Pp	tu
n'	Rp	ne
es	Vuc	être
point	Rg	point
Fille	Nc	fille
,	Fw	,
ou	Cc	ou
le	Da	le
Diable	Nc	diable
est	Vuc	être
un	Dn	un
sot	Nc	sot
.	Fs	.
Dis	Vvc	dire
donc	Rg	donc
ce	Pd	ce
que	Pr	que
je	Pp	je
suis	Vuc	être
,	Fw	,
et	Cc	et
puis	Cs	puis
je	Pp	je
te	Pp	tu
le	Pp	il
quitte	Vvc	quitter
.	Fs	.
Il	Pp	il
faut	Vvc	faillir|falloir
que	Cs	que
pour	S	pour
le	Da	le
moins	Nc	moins
tu	Pp	tu
sois	Vuc	être
Hermaphrodite	Nc	hermaphrodite
,	Fw	,
Et	Vvc	et
que	Cs	que
pour	S	pour
vaincre	Vvn	vaincre
un	Dn	un
sexe	Nc	sexe
au	S+Da	à+le
caquet	Nc	caquet
trop	Rg	trop
enclin	Ag	enclin
,	Fw	,
Le	Vvc	le
masculin	Ag	masculin
en	Pp	en
toi	Pp	tu
passe	Vvc	passer
le	Da	le
féminin	Ag	féminin
.	Fs	.
Tout	Pi	tout
de	S	de
bon	Ag	bon
?	Fs	?
Sais	Vvc	savoir
-tu	Vvn	-tu
bien	Rg	bien
qu'	Cs	que
il	Pp	il
est	Vuc	être
plus	Rg	plus
difficile	Ag	difficile
De	Vvc	de
garder	Vvn	garder
un	Dn	un
secret	Nc	secret
que	Cs	que
de	S	de
prendre	Vvn	prendre
une	Dn	un
ville	Nc	ville
?	Fs	?
Tu	Pp	tu
crois	Vvc	croire|croître
donc	Rg	donc
cet	Dd	ce
effort	Nc	effort
des	S+Da	de+le|de+les
plus	Rg	plus
surnaturels	Ag	surnaturel
?	Fs	?
À	Vvc	à
parler	Vvn	parler
franchement	Rg	franchement
,	Fw	,
il	Pp	il
en	Pp	en
est	Vuc	être
peu	Rg	peu
de	S	de
tels	Ag	tel
.	Fs	.
Vois	Vvc	voir
-tu	Vvn	-tu
?	Fs	?
Ton	Ds	ton
sexe	Nc	sexe
infirme	Ag	infirme
est	Vuc	être
au-dessous	Rg	au-dessous
du	S+Da	de+le
nôtre	As#Ps	nôtre
,	Fw	,
Je	Vvc	je
suis	Vuc	être
homme	Nc	homme
,	Fw	,
et	Cc	et
Dieu	Nc	dieu
sait	Vvc	savoir
si	Cs	si
j'	Pp	je
en	Pp	en
vaux	Vvc	valoir
bien	Rg	bien
un	Dn	un
autre	Pi	autre
:	Fw	:
Mais	Cc	mais
si	Cs	si
j'	Pp	je
avais	Vuc	avoir
en	S	en
garde	Nc	garde
un	Dn	un
secret	Nc	secret
confié	Ge	confier
...	Fs	...
Tu	Vvc	tu
le	Pp	il
dirais	Vvc	dire
partout	Rg	partout
sans	S	sans
en	Pp	en
être	Vun	être
prié	Ge	prier
?	Fs	?
Non	Rg	non
pas	Rg	pas
de	S	de
bout	Nc	bout
en	S	en
bout	Nc	bout
,	Fw	,
mais	Cc	mais
je	Pp	je
me	Pp	je
persuade	Vvc	persuader
,	Fw	,
S'	Vvc	s'
il	Pp	il
ne	Rp	ne
passait	Vvc	passer
le	Da	le
pas	Nc	pas
,	Fw	,
qu'	Cs	que
il	Pp	il
serait	Vuc	être
bien	Rg	bien
malade	Ag	malade
.	Fs	.
Et	Cc	et
je	Pp	je
te	Pp	tu
confierais	Vvc	confier
...	Fs	...
Non	Vvc	non
,	Fw	,
je	Pp	je
suis	Vuc	être
satisfait	Ge	satisfaire
,	Fw	,
Si	Vvc	si
je	Pp	je
vois	Vvc	voir
seulement	Rg	seulement
comme	S	comme
ton	Ds	ton
nez	Nc	nez
est	Vuc	être
fait	Ge	faire
.	Fs	.
Aussi	Rg	aussi
peu	Rg	peu
l'	Da	le
un	Pi	un
que	Pr	que
l'	Da	le
autre	Pi	autre
.	Fs	.
Et	Cc	et
ta	Ds	ton
douteuse	Ag	douteur|douteux
mine	Nc	mine
Prétend	Vvc	prétend
toujours	Rg	toujours
ainsi	Rg	ainsi
passer	Vvn	passer
sous	S	sous
l'	Da	le
étamine	Nc	étamine
?	Fs	?
C'	Pd	ce
est	Vuc	être
exprès	Ag	exprès
que	Cs	que
je	Pp	je
cache	Vvc	cacher
au	S+Da	à+le
plus	Rg	plus
sot	Ag	sot
courtisan	Ag	courtisan
...	Fs	...
Un	Vvc	un
visage	Nc	visage
de	S	de
singe	Nc	singe
,	Fw	,
ou	Cc	ou
bien	Rg	bien
de	S	de
chat-huant	Nc	chat-huant
.	Fs	.
Je	Pp	je
ne	Rp	ne
suis	Vuc	être
pas	Rg	pas
pour	S	pour
toi	Pp	tu
,	Fw	,
ne	Rp	ne
t'	Pp	tu
en	Pp	en
mets	Vvc	mettre
point	Rg	point
en	S	en
peine	Nc	peine
.	Fs	.
J'	Pp	je
extravague	Vvc	extravaguer
,	Fw	,
pardon	Nc	pardon
,	Fw	,
mon	Ds	mon
invisible	Nc	invisible
Reine	Vvc	reine
.	Fs	.
Ou	Cc	ou
bien	Rg	bien
de	S	de
chat-huant	Nc	chat-huant
!	Fs	!
Ah	I	ah
!	Fs	!
Ma	Ds	mon
langue	Nc	langue
a	Vuc	avoir
fourché	Ge	fourcher
;	Fw	;
Mais	Vvc	mais
aussi	Rg	aussi
ton	Ds	ton
minois	Nc	minois
a	Vuc	avoir
tort	Nc	tort
d'	S	de
être	Vun	être
caché	Ge	cacher
.	Fs	.
À	Vvc	à
certain	Ag	certain
air	Nc	air
mutin	Nc	mutin
que	Pr	que
tu	Pp	tu
me	Pp	je
fais	Vvc	faire
paraître	Vvn	paraître
,	Fw	,
Je	Vvc	je
te	Pp	tu
crois	Vvc	croire|croître
l'	Da	le
oeil	Nc	œil
fripon	Ag	fripon
.	Fs	.
Cela	Pd	cela
pourrait	Vvc	pouvoir
bien	Rg	bien
être	Vun	être
.	Fs	.
Montre-le	Vvc	montre-le
moi	Pp	je
,	Fw	,
tandis	Nc	tandis
que	Pr	que
nous	Pp	nous
sommes	Vuc	être
en	S	en
ce	Dd	ce
lieu	Nc	lieu
...	Fs	...
Tais	Vvc	taire
-toi	Vvc	-toi
,	Fw	,
voici	I	voici
nos	Ds	notre
gens	Nc	gens|gent
qui	Pr	qui
se	Pp	il
disent	Vvc	dire
adieu	Nc	adieu
.	Fs	.
Mais	Cc	mais
,	Fw	,
Madame	Nc	madame
...	Fs	...
Ah	Vvc	ah
!	Fs	!
C'	Pd	ce
est	Vuc	être
trop	Rg	trop
,	Fw	,
arrêtez	Vvc	arrêter
,	Fw	,
Don	Nc	don
Fadrique	Ag	fadrique
,	Fw	,
Votre	Nc	votre
feinte	Nc	feinte
tendresse	Nc	tendresse
ouvertement	Rg	ouvertement
s'	Pp	se
explique	Vvc	expliquer
,	Fw	,
Et	Vvc	et
quoi	Pt	quoi
que	Cs	que
vous	Pp	vous
disiez	Vvc	dire
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
tort	Nc	tort
de	S	de
présumer	Vvn	présumer
Qu'	Vvc	qu'
un	Dn	un
homme	Nc	homme
tel	Ag	tel
que	Pr	que
vous	Pp	vous
soit	Vuc	être
capable	Ag	capable
d'	S	de
aimer	Vvn	aimer
.	Fs	.
Ah	I	ah
,	Fw	,
si	Cs	si
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
pour	S	pour
vous	Pp	vous
que	Cs	que
l'	Da	le
amour	Nc	amour
me	Pp	je
fait	Vvc	faire
vivre	Vvn	vivre
...	Fs	...
Donnez-m'en	Nc	donnez-m'en
donc	Rg	donc
la	Da	le
preuve	Nc	preuve
en	S	en
cessant	Ga	cesser
de	S	de
me	Pp	je
suivre	Vvn	suivre
.	Fs	.
Quoi	Pt	quoi
,	Fw	,
me	Pp	je
laisser	Vvn	laisser
toujours	Rg	toujours
dans	S	dans
mon	Ds	mon
aveuglement	Nc	aveuglement
?	Fs	?
Je	Pp	je
vous	Pp	vous
l'	Pp	il
ai	Vuc	avoir
déjà	Rg	déjà
dit	Ge	dire
,	Fw	,
je	Pp	je
ne	Rp	ne
puis	Vvc	pouvoir
autrement	Rg	autrement
.	Fs	.
N'	Rp	ne
accorderez	Vvc	accorder
-vous	Nc	-vous
rien	Pi	rien
à	S	à
mon	Ds	mon
amour	Nc	amour
extrême	Ag	extrême
?	Fs	?
Aimerai	Vvc	aimer
-je	Vvn	-je
toujours	Rg	toujours
sans	S	sans
savoir	Vvn	savoir
ce	Pd	ce
que	Pr	que
j'	Pp	je
aime	Vvc	aimer
,	Fw	,
Et	Vvc	et
quand	Cs	quand
d'	S	de
un	Dn	un
trait	Nc	trait
si	Rg	si
doux	Rg	doux
mon	Ds	mon
soeur	Nc	sœur
se	Pp	il
sent	Vvc	sentir
blesser	Vvn	blesser
,	Fw	,
Chercher	Nc	chercher
à	S	à
vous	Pp	vous
connaître	Vvn	connaître
,	Fw	,
est	Vuc	être
-ce	Vvc	-ce
vous	Pp	vous
offenser	Vvn	offenser
?	Fs	?
Si	Rg	si
sans	S	sans
trop	Rg	trop
me	Pp	je
flatter	Vvn	flatter
il	Pp	il
m'	Pp	je
est	Vuc	être
permis	Ge	permettre
de	S	de
croire	Vvn	croire
Qu'	Vvc	qu'
à	S	à
soupirer	Vvn	soupirer
pour	S	pour
moi	Pp	je
vous	Pp	vous
trouvez	Vvc	trouver
quelque	Di	quelque
gloire	Nc	gloire
,	Fw	,
Si	Vvc	si
l'	Da	le
innocent	Ag	innocent
appas	Nc	appas
d'	S	de
un	Dn	un
sincère	Ag	sincère
entretien	Nc	entretien
A	Vvc	a
pu	Ge	pouvoir
vous	Pp	vous
obliger	Vvn	obliger
à	S	à
me	Pp	je
vouloir	Vvn	vouloir
du	S+Da	de+le
bien	Nc	bien
,	Fw	,
Sur	Nc	sur
vous	Pp	vous
-même	Vvc	-même
aujourd'hui	Rg	aujourd'hui
gardez	Vvc	garder
assez	Rg	assez
d'	S	de
empire	Nc	empire
Pour	Ag	pour
n'	Rp	ne
exiger	Vvn	exiger
de	S	de
moi	Pp	je
que	Cs	que
ce	Pd	ce
que	Pr	que
je	Pp	je
puis	Vvc	pouvoir
dire	Vvn	dire
,	Fw	,
Et	Vvc	et
croyez	Vvc	croire
qu'	Cs	que
il	Pp	il
importe	Vvc	importer
au	S+Da	à+le
succès	Nc	succès
de	S	de
vos	Ds	votre
feux	Nc	feu|feux
,	Fw	,
Que	Vvc	que
je	Pp	je
vous	Pp	vous
taise	Vvc	taire
encor	Nc	encor
mon	Ds	mon
nom	Nc	nom
un	Dn	un
jour	Nc	jour
ou	Cc	ou
deux	Nc	deux
.	Fs	.
Ah	I	ah
,	Fw	,
s'	Cs	si
il	Pp	il
est	Vuc	être
important	Ag	important
au	S+Da	à+le
beau	Ag	beau
feu	Nc	feu
qui	Pr	qui
m'	Pp	je
anime	Vvc	animer
,	Fw	,
Contester	Nc	contester
plus	Rg	plus
longtemps	Rg	longtemps
serait	Vvc	serrer
commettre	Vvn	commettre
un	Dn	un
crime	Nc	crime
;	Fw	;
Mais	Vvc	mais
quand	Cs	quand
puis	Cs	puis
-je	Vvc	-je
espérer	Vvn	espérer
d'	S	de
en	Pp	en
savoir	Vvn	savoir
le	Da	le
secret	Nc	secret
?	Fs	?
Peut-être	Vvc	peut-être
dès	S	dès
demain	Rg	demain
.	Fs	.
Adieu	Nc	adieu
,	Fw	,
soyez	Vuc	être
discret	Ag	discret
,	Fw	,
Vous	Nc	vous
savez	Vvc	savoir
ma	Ds	mon
promesse	Nc	promesse
.	Fs	.
Adieu	Nc	adieu
,	Fw	,
belle	Ag	beau
Inconnue	Vvc	inconnue
.	Fs	.
Adieu	Nc	adieu
,	Fw	,
Lune	Vvc	lune
ou	Cc	ou
soleil	Nc	soleil
caché	Ge	cacher
sous	S	sous
une	Dn	un
nue	Nc	nue
.	Fs	.
Touche	Nc	touche
.	Fs	.
C'	Pd	ce
est	Vuc	être
fait	Ge	faire
,	Fw	,
adieu	Nc	adieu
,	Fw	,
grand	Ag	grand
diseur	Nc	diseur
de	S	de
beaux	Ag	beau
mots	Nc	mot|mots
.	Fs	.
Vous	Pp	vous
ne	Rp	ne
la	Pp	il
suivez	Vvc	suivre
point	Rg	point
?	Fs	?
Il	Pp	il
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
à	S	à
propos	Nc	propos
,	Fw	,
Ce	Vvc	ce
serait	Vuc	être
tout	Pi	tout
gâter	Vvn	gâter
,	Fw	,
puisque	Cs	puisque
dans	S	dans
peu	Rg	peu
j'	Pp	je
espère	Vvc	espérer
L'	Ag	l'
aveu	Nc	aveu
d'	S	de
aller	Vvn	aller
chez	S	chez
elle	Pp	il
éclaircir	Vvn	éclaircir
ce	Dd	ce
mystère	Nc	mystère
.	Fs	.
Cependant	Rg	cependant
elle	Pp	il
est	Vuc	être
riche	Ag	riche
,	Fw	,
elle	Pp	il
est	Vuc	être
noble	Ag	noble
.	Fs	.
Fort	Rg	fort
bien	Rg	bien
;	Fw	;
C'	Vvc	c'
est	Vuc	être
là	Rg	là
le	Da	le
résultat	Nc	résultat
de	S	de
tout	Di	tout
votre	Ds	votre
entretien	Nc	entretien
?	Fs	?
Je	Pp	je
n'	Rp	ne
ai	Vuc	avoir
rien	Pi	rien
su	Ge	savoir
de	S	de
plus	Rg	plus
,	Fw	,
mais	Cc	mais
toi	Pp	tu
?	Fs	?
Pas	Rg	pas
davantage	Rg	davantage
.	Fs	.
Croyez	Vvc	croire
-moi	Vvc	-moi
,	Fw	,
l'	Da	le
une	Pi	un
et	Cc	et
l'	Da	le
autre	Pi	autre
est	Vuc	être
faite	Ge	faire
au	S+Da	à+le
badinage	Nc	badinage
,	Fw	,
Et	Vvc	et
tout	Di	tout
leur	Ds	leur
procédé	Nc	procédé
vous	Pp	vous
doit	Vvc	devoir
faire	Vvn	faire
juger	Vvn	juger
Qu'	Vvc	qu'
elles	Pp	ils
ne	Rp	ne
cherchent	Vvc	chercher
rien	Pi	rien
qu'	Cs	que
à	S	à
nous	Pp	nous
faire	Vvn	faire
enrager	Vvn	enrager
.	Fs	.
À	Vvc	à
te	Pp	tu
dire	Vvn	dire
le	Da	le
vrai	Ag	vrai
,	Fw	,
ce	Dd	ce
procédé	Nc	procédé
m'	Pp	je
étonne	Vvc	étonner
,	Fw	,
Et	Vvc	et
sur	S	sur
ces	Dd	ce
nouveautés	Nc	nouveauté
plus	Rg	plus
mon	Ds	mon
esprit	Nc	esprit
raisonne	Vvc	raisonner
.	Fs	.
Raisonnez	Vvc	raisonner
,	Fw	,
car	Cc	car
pour	S	pour
moi	Pp	je
,	Fw	,
je	Pp	je
gagne	Vvc	gagner
sur	S	sur
ce	Dd	ce
point	Nc	point
Autant	Ga	autant
à	S	à
raisonner	Vvn	raisonner
qu'	Cs	que
à	S	à
ne	Rp	ne
raisonner	Vvn	raisonner
point	Rg	point
.	Fs	.
Que	Cs	que
me	Pp	je
veut	Vvc	vouloir
cette	Dd	ce
Dame	Nc	dame
,	Fw	,
enfin	Rg	enfin
que	Cs	que
prétend-elle	V	prétend-elle
?	Fs	?
Ne	Rp	ne
vous	Pp	vous
l'	Pp	il
ai	Vuc	avoir
-je	Ge	-je
pas	Rg	pas
dit	Ge	dire
?	Fs	?
Vous	Pp	vous
brouiller	Vvn	brouiller
la	Da	le
cervelle	Nc	cervelle
,	Fw	,
Heureux	Ag	heureux
,	Fw	,
si	Cs	si
son	Ds	son
amour	Nc	amour
pour	S	pour
vous	Pp	vous
si	Rg	si
diligent	Ag	diligent
Ne	Nc	ne
vous	Pp	vous
escroque	Vvc	escroquer
pas	Rg	pas
à	S	à
la	Da	le
fin	Nc	fin
votre	Ds	votre
argent	Nc	argent
.	Fs	.
Ta	Ds	ton
crainte	Nc	crainte
est	Vuc	être
bien	Rg	bien
fondée	Ge	fonder
.	Fs	.
Assez	Rg	assez
bien	Rg	bien
.	Fs	.
Tu	Pp	tu
raffines	Vvc	raffiner
.	Fs	.
Pour	S	pour
attraper	Vvn	attraper
le	Da	le
monde	Nc	monde
on	Pp	on
fait	Vvc	faire
mines	Nc	mine
sur	S	sur
mines	Nc	mine
,	Fw	,
Et	Vvc	et
de	S	de
ces	Dd	ce
rendez-vous	Nc	rendez-vous
souvent	Rg	souvent
l'	Da	le
appas	Nc	appas
trompeur	Nc	trompeur
Tend	Vvc	tendre
un	Dn	un
piège	Nc	piège
à	S	à
la	Da	le
bourse	Nc	bourse
,	Fw	,
et	Cc	et
point	Rg	point
du	S+Da	de+le
tout	Pi	tout
au	S+Da	à+le
soeur	Nc	sœur
.	Fs	.
Je	Pp	je
crains	Vvc	craindre
bien	Rg	bien
quelque	Di	quelque
emprunt	Nc	emprunt
,	Fw	,
Monsieur	Nc	monsieur
à	S	à
ne	Rp	ne
point	Rg	point
rendre	Vvn	rendre
.	Fs	.
Qu'	Cs	que
un	Dn	un
sentiment	Nc	sentiment
si	Rg	si
bas	Rg	bas
me	Pp	je
pût	Vvc	pouvoir
jamais	Rg	jamais
surprendre	Vvn	surprendre
?	Fs	?
Vous	Pp	vous
faites	Vvc	faire
l'	Da	le
esprit	Nc	esprit
fort	Ag	fort
,	Fw	,
mais	Cc	mais
s'	Pp	se
il	Pp	il
faut	Vvc	faillir|falloir
qu'	Cs	que
en	S	en
effet	Nc	effet
...	Fs	...
Tais	Vvc	taire
-toi	Vvc	-toi
.	Fs	.
Pour	S	pour
vous	Pp	vous
convaincre	Vvn	convaincre
,	Fw	,
examinons	Vvc	examiner
le	Da	le
fait	Nc	fait
.	Fs	.
Las	Ag	las
sur	S	sur
terre	Nc	terre
et	Cc	et
sur	S	sur
mer	Nc	mer
de	S	de
parcourir	Vvn	parcourir
le	Da	le
monde	Nc	monde
Vous	Nc	vous
fixez	Vvc	fixer
en	S	en
ces	Dd	ce
lieux	Nc	lieu
votre	Ds	votre
nef	Nc	nef
vagabonde	Vvc	vagabonder
,	Fw	,
Depuis	Vvc	depuis
huit	Nc	huit
jours	Nc	jour
au	S+Da	à+le
plus	Rg	plus
nous	Pp	nous
sommes	Vuc	être
à	S	à
Madrid	Nc	madrid
,	Fw	,
Et	Vvc	et
dès	S	dès
le	Da	le
lendemain	Nc	lendemain
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
on	Pp	on
vous	Pp	vous
écrit	Vvc	écrire
;	Fw	;
Le	Vvc	le
rendez-vous	Nc	rendez-vous
se	Pp	il
donne	Vvc	donner
,	Fw	,
où	Pr	où
Maîtresse	Vvc	maîtresse
invisible	Ag	invisible
À	Nc	à
vos	Ds	votre
perfections	Nc	perfection
se	Pp	il
déclare	Vvc	déclarer
sensible	Ag	sensible
,	Fw	,
Et	Vvc	et
poursuivant	Ga	poursuivre
sa	Ds	son
chance	Nc	chance
ainsi	Rg	ainsi
de	S	de
jour	Nc	jour
en	S	en
jour	Nc	jour
,	Fw	,
Pour	Nc	pour
vous	Pp	vous
prendre	Vvn	prendre
au	S+Da	à+le
filet	Nc	filet
vous	Pp	vous
entretient	Vvc	entretenir
d'	S	de
amour	Nc	amour
.	Fs	.
Point	Rg	point
de	S	de
nom	Nc	nom
;	Fw	;
on	Pp	on
le	Pp	il
cache	Vvc	cacher
avec	S	avec
un	Dn	un
soin	Nc	soin
extrême	Ag	extrême
,	Fw	,
Demander	Vvc	demander
à	S	à
la	Pp	il
voir	Vvn	voir
,	Fw	,
c'	Pd	ce
est	Vuc	être
commettre	Vvn	commettre
un	Dn	un
blasphème	Nc	blasphème
,	Fw	,
La	Vvc	la
suivre	Vvn	suivre
,	Fw	,
encore	Rg	encore
pis	Nc	pis
,	Fw	,
c'	Pd	ce
est	Vuc	être
la	Da	le
perdre	Vvn	perdre
.	Fs	.
Ma	Ds	mon
foi	Nc	foi
,	Fw	,
Je	Vvc	je
l'	Pp	il
empêcherais	Vvc	empêcher
bien	Rg	bien
de	S	de
se	Pp	il
moquer	Vvn	moquer
de	S	de
moi	Pp	je
,	Fw	,
Et	Vvc	et
de	S	de
force	Nc	force|forcé
ou	Cc	ou
de	S	de
gré	Nc	gré
...	Fs	...
Tu	Vvc	tu
vas	Vvc	aller
un	Dn	un
peu	Rg	peu
trop	Rg	trop
vite	Rg	vite
.	Fs	.
Enfin	Rg	enfin
sans	S	sans
plus	Rg	plus
tarder	Vvn	tarder
j'	Pp	je
en	Pp	en
voudrais	Vvc	vouloir
être	Vun	être
quitte	Ge	quitter
.	Fs	.
C'	Pd	ce
est	Vuc	être
vous	Pp	vous
plaire	Vvn	plaire
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
à	S	à
vous	Pp	vous
laisser	Vvn	laisser
tromper	Vvn	tromper
.	Fs	.
Non	Rg	non
,	Fw	,
non	Rg	non
,	Fw	,
je	Pp	je
ne	Rp	ne
suis	Vuc	être
pas	Rg	pas
si	Rg	si
facile	Ag	facile
à	S	à
duper	Vvn	duper
.	Fs	.
Mais	Cc	mais
pourrais	Vvc	pouvoir
-je	Vvc	-je
me	Pp	je
rendre	Vvn	rendre
à	S	à
ce	Dd	ce
soupçon	Nc	soupçon
infâme	Ag	infâme
?	Fs	?
Car	Cc	car
enfin	Rg	enfin
l'	Da	le
entretien	Nc	entretien
est	Vuc	être
un	Dn	un
miroir	Nc	miroir
de	S	de
l'	Da	le
âme	Nc	âme
,	Fw	,
Et	Vvc	et
quelque	Di	quelque
effort	Nc	effort
qu'	Pr	que
on	Pp	on
fasse	Vvc	faire
à	S	à
bien	Rg	bien
dissimuler	Vvn	dissimuler
,	Fw	,
Pour	Nc	pour
se	Pp	il
faire	Vvn	faire
connaître	Vvn	connaître
il	Pp	il
suffit	Vvc	suffire
de	S	de
parler	Vvn	parler
,	Fw	,
Ah	Vvc	ah
,	Fw	,
que	Cs	que
dans	S	dans
ses	Ds	son
discours	Nc	discours
j'	Pp	je
ai	Vuc	avoir
découvert	Ge	découvrir
de	S	de
charmes	Nc	charme
,	Fw	,
Et	Vvc	et
pour	S	pour
leur	Pp	leur
résister	Vvn	résister
qu'	Cs	que
il	Pp	il
faut	Vvc	faillir|falloir
de	S	de
fortes	Ag	fort
armes	Nc	arme|armé
!	Fs	!
Vous	Pp	vous
en	Pp	en
tenez	Vvc	tenir
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
pour	S	pour
le	Da	le
moins	Nc	moins
à	S	à
demi	Nc	demi
.	Fs	.
Sans	S	sans
doute	Nc	doute
.	Fs	.
Et	Cc	et
que	Pr	que
devient	Vvc	devenir|dévier
la	Da	le
soeur	Nc	sœur
de	S	de
votre	Ds	votre
ami	Nc	ami
?	Fs	?
Comment	Rt	comment
dans	S	dans
votre	Ds	votre
soeur	Nc	sœur
gouvernez	Vvc	gouverner
-vous	Nc	-vous
Elvire	Vvc	elvire
?	Fs	?
Toujours	Rg	toujours
pour	S	pour
ses	Ds	son
appas	Nc	appas
mon	Ds	mon
triste	Ag	triste
soeur	Nc	sœur
soupire	Vvc	soupirer
,	Fw	,
Mais	Vvc	mais
ne	Rp	ne
t'	Pp	tu
étonne	Vvc	étonner
point	Rg	point
si	Cs	si
je	Pp	je
tâche	Vvc	tâcher
en	S	en
ce	Dd	ce
jour	Nc	jour
D'	Ag	d'
éteindre	Vvn	éteindre
un	Dn	un
feu	Nc	feu
si	Rg	si
beau	Ag	beau
par	S	par
un	Dn	un
nouvel	Ag	nouveau
amour	Nc	amour
.	Fs	.
Tu	Pp	tu
sais	Vvc	savoir
qu'	Cs	que
ailleurs	Rg	ailleurs
