Soeur	Nc	sœur
conduit	Vvc	conduire
plus	Rg	plus
en	S	en
ces	Dd	ce
champs	Nc	champ|champs
azurés	Ge	azurer
,	Fw	,
Les	Vvc	les
vices	Nc	vice
,	Fw	,
aujourd'hui	Rg	aujourd'hui
,	Fw	,
s'	Cs	si
en	Pp	en
sont	Vuc	être
fait	Ge	faire
les	Da	le
degrés	Nc	degré
,	Fw	,
Où	Vvc	où
la	Da	le
vertu	Nc	vertu
régna	Vvc	régner
,	Fw	,
le	Da	le
déshonneur	Nc	déshonneur
habite	Vvc	habiter
,	Fw	,
Et	Vvc	et
le	Da	le
crime	Nc	crime
a	Vuc	avoir
le	Da	le
prix	Nc	prix
,	Fw	,
qu'	Pr	que
eut	Vuc	avoir
jadis	Rg	jadis
le	Da	le
mérite	Nc	mérite
;	Fw	;
Mais	Vvc	mais
,	Fw	,
que	Cs	que
ma	Ds	mon
plainte	Nc	plainte
,	Fw	,
à	S	à
tort	Nc	tort
,	Fw	,
ramène	Vvc	ramener
les	Da	le
vieux	Ag	vieux
ans	Nc	an
,	Fw	,
Où	Vvc	où
le	Da	le
temps	Nc	temps
lui	Pp	il
fournit	Vvc	fournir
des	Dn	un
objets	Nc	objet
si	Rg	si
présents	Ag	présent
;	Fw	;
Alcmène	Vvc	alcmène
ira	Vvc	aller
bientôt	Rg	bientôt
y	Pp	y
posséder	Vvn	posséder
la	Da	le
place	Nc	place
,	Fw	,
Que	Vvc	que
sans	S	sans
doute	Nc	doute
déjà	Rg	déjà
,	Fw	,
ce	Pd	ce
perfide	Ag	perfide
lui	Pp	il
trace	Vvc	tracer
,	Fw	,
Déjà	Vvc	déjà
,	Fw	,
je	Pp	je
crois	Vvc	croire|croître
l'	Pp	il
y	Pp	y
voir	Vvn	voir
en	S	en
pompeux	Ag	pompeux
appareil	Nc	appareil
,	Fw	,
Venir	Vvn	venir
remplir	Vvn	remplir
un	Dn	un
lieu	Nc	lieu
,	Fw	,
plus	Rg	plus
haut	Ag	haut
que	Cs	que
le	Da	le
Soleil	Nc	soleil
,	Fw	,
D'	Nc	d'
un	Dn	un
regard	Nc	regard
dédaigneux	Ag	dédaigneux
braver	Vvn	braver
ma	Ds	mon
jalousie	Nc	jalousie
,	Fw	,
Et	Vvc	et
riante	Ag	riant
,	Fw	,
à	S	à
mes	Ds	mon
yeux	Nc	œil
savourer	Vvn	savourer
l'	Da	le
ambrosie	Nc	ambrosie
;	Fw	;
C'	Vvc	c'
est	Vuc	être
ce	Dd	ce
superbe	Ag	superbe
objet	Nc	objet
de	S	de
mon	Ds	mon
juste	Ag	juste
courroux	Nc	courroux
,	Fw	,
Qui	Vvc	qui
tire	Vvc	tirer
de	S	de
mon	Ds	mon
lit	Nc	lit
cet	Dd	ce
adultère	Ag	adultère
époux	Nc	époux
,	Fw	,
Qui	Vvc	qui
,	Fw	,
comblant	Ga	combler
de	S	de
faveurs	Nc	faveur
son	Ds	son
ardeur	Nc	ardeur
effrénée	Ag	effréné
,	Fw	,
M'	Vvc	m'
ôte	Vvc	ôter
les	Da	le
saints	Ag	saint
baisers	Nc	baiser
qu'	Pr	que
il	Pp	il
doit	Vvc	devoir
à	S	à
l'	Da	le
Hyménée	Nc	hyménée
,	Fw	,
C'	Vvc	c'
est	Vuc	être
d'	S	de
elle	Pp	il
,	Fw	,
(	Fw	(
si	Cs	si
du	S+Da	de+le
sort	Nc	sort
qui	Pr	qui
régit	Vvc	régir
l'	Da	le
Univers	Nc	univers
Les	Vvc	les
livres	Nc	livre
éternels	Ag	éternel
à	S	à
mes	Ds	mon
yeux	Nc	œil
sont	Vuc	être
ouverts	Ge	ouvrir
,	Fw	,
)	Fw	)
C'	Vvc	c'
est	Vuc	être
d'	S	de
elle	Pp	il
que	Pr	que
va	Vvc	aller
naître	Vvn	naître
un	Dn	un
Héros	Nc	héros
indomptable	Ag	indomptable
,	Fw	,
Un	Vvc	un
Alcide	Vvc	alcide
,	Fw	,
un	Dn	un
prodige	Nc	prodige
aux	S+Da	à+les
Monstres	Nc	monstre
redoutable	Ag	redoutable
,	Fw	,
Qui	Vvc	qui
seul	Ag	seul
doit	Vvc	devoir
plus	Rg	plus
que	Cs	que
tous	Di	tout
obscurcir	Vvn	obscurcir
mon	Ds	mon
renom	Nc	renom
,	Fw	,
Et	Vvc	et
qui	Pr	qui
seul	Ag	seul
doit	Vvc	devoir
régner	Vvn	régner
au	S+Da	à+le
mépris	Nc	mépris
de	S	de
Junon	Nc	junon
.	Fs	.
Combien	Rg	combien
dure	Vvc	durer
la	Da	le
nuit	Nc	nuit
,	Fw	,
qui	Pr	qui
le	Pp	il
promet	Vvc	promettre
au	S+Da	à+le
monde	Nc	monde
?	Fs	?
Le	Da	le
Soleil	Nc	soleil
par	S	par
respect	Nc	respect
,	Fw	,
n'	Rp	ne
ose	Vvc	oser
sortir	Vvn	sortir
de	S	de
l'	Da	le
Onde	Nc	onde
,	Fw	,
Et	Vvc	et
par	S	par
solennité	Nc	solennité
,	Fw	,
la	Pp	il
courrière	Vvc	courrière
des	Dn	un
Mois	Nc	moi|mois
,	Fw	,
Contre	Vvc	contrer
l'	Da	le
ordre	Nc	ordre
des	S+Da	de+le|de+les
nuits	Nc	nuit
,	Fw	,
n'	Rp	ne
en	Pp	en
fait	Vvc	faire
qu'	Cs	que
une	Pi	un
de	S	de
trois	Nc	trois
;	Fw	;
Ainsi	Vvc	ainsi
,	Fw	,
pour	S	pour
honorer	Vvn	honorer
,	Fw	,
ce	Pd	ce
qui	Pr	qui
me	Pp	je
déshonore	Vvc	déshonorer
,	Fw	,
Le	Vvc	le
ciel	Nc	ciel
même	Ag	même
fléchit	Vvc	fléchir
,	Fw	,
le	Da	le
jour	Nc	jour
ne	Rp	ne
peut	Vvc	pouvoir
éclore	Vvn	éclore
,	Fw	,
Et	Vvc	et
pour	S	pour
un	Dn	un
fruit	Nc	fruit
honteux	Ag	honteux
,	Fw	,
de	S	de
baisers	Nc	baiser
criminels	Ag	criminel
,	Fw	,
La	Vvc	la
nature	Nc	nature
interrompt	Vvc	interrompre
ses	Ds	son
ordres	Nc	ordre
éternels	Ag	éternel
.	Fs	.
Mais	Cc	mais
qu'	Cs	que
il	Pp	il
naisse	Vvc	naître
,	Fw	,
et	Cc	et
commence	Vvc	commencer
une	Dn	un
incroyable	Ag	incroyable
histoire	Nc	histoire
,	Fw	,
Sa	Vvc	sa
peine	Nc	peine
avec	S	avec
usure	Nc	usure
achètera	Vvc	acheter
sa	Ds	son
gloire	Nc	gloire
,	Fw	,
Le	Vvc	le
noir	Ag	noir
séjour	Nc	séjour
des	S+Da	de+le|de+les
morts	Nc	mort
,	Fw	,
l'	Da	le
air	Nc	air
,	Fw	,
la	Da	le
terre	Nc	terre
,	Fw	,
le	Da	le
ciel	Nc	ciel
Vomiront	Vvc	vomir
contre	S	contre
lui	Pp	il
,	Fw	,
tout	Pi	tout
ce	Pd	ce
qu'	Pr	que
ils	Pp	ils
ont	Vuc	avoir
de	S	de
fiel	Nc	fiel
;	Fw	;
Mortel	Nc	mortel
,	Fw	,
il	Pp	il
est	Vuc	être
l'	Da	le
objet	Nc	objet
d'	S	de
une	Dn	un
immortelle	Ag	immortel
haine	Nc	haine
,	Fw	,
Aussitôt	Vvc	aussitôt
que	Cs	que
ses	Ds	son
jours	Nc	jour
,	Fw	,
commencera	Vvc	commencer
sa	Ds	son
peine	Nc	peine
,	Fw	,
Les	Vvc	les
lions	Nc	lion
,	Fw	,
les	Da	le
serpents	Nc	serpent
,	Fw	,
les	Da	le
hydres	Nc	hydre
,	Fw	,
les	Da	le
taureaux	Nc	taureau
Seront	Vvc	seront
de	S	de
son	Ds	son
repos	Nc	repos
les	Da	le
renaissants	Ag	renaissant
bourreaux	Nc	bourreau
,	Fw	,
Et	Vvc	et
je	Pp	je
regretterais	Vvc	regretter
une	Dn	un
heure	Nc	heure
de	S	de
sa	Ds	son
vie	Nc	vie
,	Fw	,
Qui	Vvc	qui
d'	S	de
un	Dn	un
nouveau	Ag	nouveau
travail	Nc	travail
,	Fw	,
ne	Rp	ne
serait	Vuc	être
poursuivie	Ge	poursuivre
;	Fw	;
Je	Vvc	je
sais	Vvc	savoir
que	Cs	que
son	Ds	son
courage	Nc	courage
,	Fw	,
égal	Ag	égal
à	S	à
son	Ds	son
malheur	Nc	malheur
,	Fw	,
Remplira	Vvc	remplir
l'	Da	le
Univers	Nc	univers
du	S+Da	de+le
bruit	Nc	bruit
de	S	de
sa	Ds	son
valeur	Nc	valeur
;	Fw	;
Que	Vvc	que
lion	Nc	lion
,	Fw	,
plus	Rg	plus
lion	Nc	lion
que	Cs	que
tous	Di	tout
ceux	Pd	celui
de	S	de
Némée	Nc	némée
,	Fw	,
Il	Vvc	il
lassera	Vvc	lasser
ma	Ds	mon
haine	Nc	haine
,	Fw	,
à	S	à
sa	Ds	son
perte	Nc	perte
animée	Ge	animer
,	Fw	,
Je	Vvc	je
sais	Vvc	savoir
que	Cs	que
ses	Ds	son
effets	Nc	effet
passeront	Vvc	passer
mes	Ds	mon
desseins	Nc	dessein
,	Fw	,
Que	Vvc	que
mes	Ds	mon
yeux	Nc	œil
seront	Vuc	être
las	Ag	las
,	Fw	,
bien	Rg	bien
plutôt	Rg	plutôt
que	Cs	que
ses	Ds	son
mains	Nc	main
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
achèvera	Vvc	achever
plus	Rg	plus
,	Fw	,
que	Cs	que
je	Pp	je
ne	Rp	ne
délibère	Vvc	délibérer
,	Fw	,
Et	Vvc	et
que	Cs	que
par	S	par
ses	Ds	son
exploits	Nc	exploit
,	Fw	,
il	Pp	il
prouvera	Vvc	prouver
son	Ds	son
père	Nc	père
,	Fw	,
Mais	Vvc	mais
que	Cs	que
des	Dn	un
enfers	Nc	enfer
même	Ag	même
,	Fw	,
il	Pp	il
sorte	Vvc	sortir
glorieux	Ag	glorieux
,	Fw	,
Que	Vvc	que
second	Nc	second
Encelade	Nc	encelade
il	Pp	il
attaque	Vvc	attaquer
les	Da	le
Cieux	Nc	ciel|cieux
,	Fw	,
Et	Vvc	et
mette	Vvc	mettre
la	Da	le
frayeur	Nc	frayeur
au	S+Da	à+le
sein	Nc	sein
du	S+Da	de+le
Dieu	Nc	dieu
de	S	de
Thrace	Nc	thrace
;	Fw	;
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
...	Fs	...
.	Fs	.
Mon	Ds	mon
seul	Ag	seul
ressentiment	Nc	ressentiment
,	Fw	,
ma	Ds	mon
seule	Ag	seul
passion	Nc	passion
,	Fw	,
Saura	Vvc	savoir
bien	Rg	bien
triompher	Vvn	triompher
de	S	de
son	Ds	son
ambition	Nc	ambition
,	Fw	,
D'	Nc	d'
autres	Ag	autre
armes	Nc	arme|armé
manquant	Ga	manquer
à	S	à
ma	Ds	mon
fureur	Nc	fureur
extrême	Ag	extrême
,	Fw	,
Je	Vvc	je
n'	Rp	ne
opposerai	Vvc	opposer
plus	Rg	plus
que	Cs	que
lui-même	Pp	lui-même
,	Fw	,
à	S	à
lui-même	Pp	lui-même
,	Fw	,
Lui-même	Vvc	lui-même
il	Pp	il
se	Pp	il
vaincra	Vvc	vaincre
,	Fw	,
s'	Pp	se
il	Pp	il
naît	Vvc	naître
pour	S	pour
vaincre	Vvn	vaincre
tout	Pi	tout
;	Fw	;
De	Vvc	de
ce	Dd	ce
dernier	Ag	dernier
ouvrage	Nc	ouvrage
,	Fw	,
il	Pp	il
viendra	Vvc	venir
bien	Rg	bien
à	S	à
bout	Nc	bout
;	Fw	;
Je	Vvc	je
veux	Vvc	vouloir
qu'	Cs	que
il	Pp	il
ait	Vuc	avoir
ensemble	Rg	ensemble
,	Fw	,
et	Cc	et
la	Da	le
gloire	Nc	gloire
,	Fw	,
et	Cc	et
la	Da	le
honte	Nc	honte
,	Fw	,
Qu'	Vvc	qu'
au	S+Da	à+le
rang	Nc	rang
de	S	de
ses	Ds	son
vaincus	Nc	vaincu
,	Fw	,
quelque	Di	quelque
jour	Nc	jour
on	Pp	on
le	Pp	il
compte	Vvc	compter
,	Fw	,
S'	Vvc	s'
il	Pp	il
triomphe	Vvc	triompher
de	S	de
tout	Pi	tout
,	Fw	,
et	Cc	et
si	Cs	si
pour	S	pour
son	Ds	son
trépas	Nc	trépas
Tout	Vvc	tout
autre	Pi	autre
est	Vuc	être
impuissant	Ag	impuissant
,	Fw	,
il	Pp	il
ne	Rp	ne
le	Pp	il
sera	Vuc	être
pas	Rg	pas
;	Fw	;
Lui-même	Vvc	lui-même
,	Fw	,
contre	S	contre
lui	Pp	il
,	Fw	,
servira	Vvc	servir
ma	Ds	mon
colère	Nc	colère
,	Fw	,
Mieux	Ag	mieux
qu'	Cs	que
hydre	Nc	hydre
,	Fw	,
que	Cs	que
serpents	Nc	serpent
,	Fw	,
que	Cs	que
lion	Nc	lion
,	Fw	,
que	Pr	que
Cerbère	Vvc	cerbère
,	Fw	,
Et	Vvc	et
ne	Rp	ne
laissera	Vvc	laisser
pas	Rg	pas
à	S	à
la	Da	le
Postérité	Nc	postérité
,	Fw	,
L'	Vvc	l'
audace	Nc	audace
d'	S	de
attenter	Vvn	attenter
,	Fw	,
à	S	à
la	Da	le
divinité	Nc	divinité
.	Fs	.
Vierge	Ag	vierge
,	Fw	,
Reine	Vvc	reine
des	Dn	un
mois	Nc	moi|mois
,	Fw	,
et	Cc	et
des	S+Da	de+le|de+les
feux	Nc	feu|feux
inconstants	Ag	inconstant
,	Fw	,
Qui	Vvc	qui
président	Nc	président
au	S+Da	à+le
cours	Nc	cour|cours|court
de	S	de
la	Da	le
moitié	Nc	moitié
du	S+Da	de+le
temps	Nc	temps
,	Fw	,
Lune	Vvc	lune
,	Fw	,
marche	Vvc	marcher
à	S	à
pas	Rg	pas
lents	Ag	lent
,	Fw	,
laisse	Vvc	laisser
dormir	Vvn	dormir
ton	Ds	ton
frère	Nc	frère
,	Fw	,
Tiens	Vvc	tenir
le	Da	le
frein	Nc	frein
aux	S+Da	à+les
coureurs	Nc	coureur
qui	Pr	qui
tirent	Vvc	tirer
ta	Ds	ton
litière	Nc	litière
,	Fw	,
Cependant	Ga	cependant
que	Cs	que
mon	Ds	mon
père	Nc	père
enivré	Ge	enivrer
de	S	de
plaisirs	Nc	plaisir
,	Fw	,
Au	Vvc	au
sein	Nc	sein
de	S	de
ses	Ds	son
amours	Nc	amour
le	Da	le
lâche	Nc	lâche|lâché
à	S	à
ses	Ds	son
désirs	Nc	désir
.	Fs	.
Prête	Vvc	prête
avec	S	avec
moi	Pp	je
ton	Ds	ton
aide	Nc	aide
à	S	à
cette	Dd	ce
jouissance	Nc	jouissance
,	Fw	,
Et	Vvc	et
de	S	de
ta	Ds	ton
chasteté	Nc	chasteté
ne	Rp	ne
prends	Vvc	prendre
point	Rg	point
de	S	de
dispense	Nc	dispense|dispensé
;	Fw	;
Absolu	Vvc	absolu
comme	Cs	comme
il	Pp	il
est	Vuc	être
sur	S	sur
tous	Di	tout
les	Da	le
autres	Ag	autre
Dieux	Nc	dieux
,	Fw	,
À	Nc	à
notre	Ds	notre
obéissance	Nc	obéissance
il	Pp	il
doit	Vvc	devoir
fermer	Vvn	fermer
les	Da	le
yeux	Nc	œil
.	Fs	.
Le	Da	le
rang	Nc	rang
des	S+Da	de+le|de+les
vicieux	Nc	vicieux
ôte	Vvc	ôter
la	Da	le
honte	Nc	honte
aux	S+Da	à+les
vices	Nc	vice
,	Fw	,
Et	Vvc	et
donne	Vvc	donner
de	S	de
beaux	Ag	beau
noms	Nc	nom
à	S	à
de	Dn	un
honteux	Ag	honteux
offices	Nc	office|offices
;	Fw	;
C'	Vvc	c'
est	Vuc	être
Éloquence	Nc	éloquence
à	S	à
moi	Pp	je
,	Fw	,
que	Cs	que
de	S	de
servir	Vvn	servir
ses	Ds	son
feux	Nc	feu|feux
,	Fw	,
Que	Vvc	que
de	S	de
persuader	Vvn	persuader
les	Da	le
objets	Nc	objet
de	S	de
ses	Ds	son
voeux	Nc	vœu
Et	Vvc	et
mon	Ds	mon
nom	Nc	nom
est	Vuc	être
celui	Pd	celui
de	S	de
messager	Nc	messager
du	S+Da	de+le
Pôle	Nc	pôle
,	Fw	,
Qui	Vvc	qui
de	S	de
mon	Ds	mon
père	Nc	père
en	S	en
terre	Nc	terre
apporte	Vvc	apporter
la	Da	le
parole	Nc	parole
.	Fs	.
Retarde	Nc	retardé
en	S	en
sa	Ds	son
faveur	Nc	faveur
la	Da	le
naissance	Nc	naissance
du	S+Da	de+le
jour	Nc	jour
.	Fs	.
Mais	Cc	mais
Sosie	Nc	sosie
en	S	en
ces	Dd	ce
lieux	Nc	lieu
avance	Vvc	avancer
son	Ds	son
retour	Nc	retour
,	Fw	,
Pour	Nc	pour
servir	Vvn	servir
Jupiter	Nc	jupiter
,	Fw	,
cessons	Vvc	cesser
d'	S	de
être	Vun	être
Mercure	Nc	mercure
,	Fw	,
Allons	Vvc	aller
de	S	de
ce	Dd	ce
valet	Nc	valet
emprunter	Vvn	emprunter
la	Da	le
figure	Nc	figure|figuré
,	Fw	,
Et	Vvc	et
troublons	Vvc	troubler
son	Ds	son
esprit	Nc	esprit
d'	S	de
un	Dn	un
si	Rg	si
plaisant	Ga	plaire
souci	Nc	souci
,	Fw	,
Que	Vvc	que
s'	Pp	se
ignorant	Ga	ignorer
soi	Pp	il
-même	Vvc	-même
,	Fw	,
il	Pp	il
s'	Pp	se
éloigne	Vvc	éloigner
d'	S	de
ici	Rg	ici
.	Fs	.
Quelle	Dt	quel
témérité	Nc	témérité
pareille	Ag	pareil
à	S	à
mon	Ds	mon
audace	Nc	audace
,	Fw	,
Pourrait	Vvc	pouvoir
entrer	Vvn	entrer
au	S+Da	à+le
sein	Nc	sein
du	S+Da	de+le
Dieu	Nc	dieu
même	Ag	même
de	S	de
Thrace	Nc	thrace
?	Fs	?
À	Vvc	à
quelle	Dt	quel
complaisance	Nc	complaisance
un	Dn	un
serf	Nc	serf
est-il	Ag	est-il
réduit	Vvc	réduire
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
faille	Vvc	faillir|falloir
marcher	Vvn	marcher
seul	Ag	seul
,	Fw	,
à	S	à
telle	Di	tel
heure	Nc	heure
de	S	de
nuit	Nc	nuit
?	Fs	?
Si	Rg	si
du	S+Da	de+le
guet	Nc	guet
par	S	par
hasard	Nc	hasard
la	Da	le
rencontre	Nc	rencontre
importune	Ag	importun
,	Fw	,
Se	Vvc	se
trouve	Vvc	trouver
sur	S	sur
mes	Ds	mon
pas	Nc	pas
,	Fw	,
Quelle	Vvc	quelle
est	Vuc	être
mon	Ds	mon
infortune	Nc	infortune
?	Fs	?
Mon	Ds	mon
innocence	Nc	innocence
alors	Rg	alors
,	Fw	,
veuve	Nc	veuf|veuve
de	S	de
tout	Di	tout
secours	Nc	secours
Emploiera	Vvc	employer
vainement	Rg	vainement
,	Fw	,
et	Cc	et
raison	Nc	raison
,	Fw	,
et	Cc	et
discours	Nc	discours
;	Fw	;
Ces	Vvc	ces
gens	Nc	gens|gent
pour	S	pour
mon	Ds	mon
malheur	Nc	malheur
trop	Rg	trop
pleins	Ag	plein
de	S	de
courtoisie	Nc	courtoisie
,	Fw	,
Me	Vvc	me
voudront	Vvc	vouloir
recevoir	Vvn	recevoir
contre	S	contre
ma	Ds	mon
fantaisie	Nc	fantaisie
,	Fw	,
Et	Vvc	et
croyant	Ga	croire
me	Pp	je
traiter	Vvn	traiter
bien	Rg	bien
honorablement	Rg	honorablement
De	Vvc	de
la	Da	le
maison	Nc	maison
du	S+Da	de+le
Roi	Nc	roi
,	Fw	,
feront	Vvc	faire
mon	Ds	mon
logement	Nc	logement
.	Fs	.
Le	Da	le
plaisir	Nc	plaisir
de	S	de
mon	Ds	mon
maître	Nc	maître
à	S	à
ce	Dd	ce
malheur	Nc	malheur
m'	Pp	je
expose	Vvc	exposer
,	Fw	,
Son	Nc	son
imprudence	Nc	imprudence
ainsi	Rg	ainsi
de	S	de
mes	Ds	mon
heures	Nc	heure
dispose	Vvc	disposer
,	Fw	,
À	Nc	à
ses	Ds	son
commandements	Nc	commandement
le	Da	le
jour	Nc	jour
ne	Rp	ne
suffit	Vvc	suffire
pas	Rg	pas
,	Fw	,
Il	Vvc	il
lui	Pp	il
plaît	Vvc	plaire
que	Cs	que
la	Da	le
nuit	Nc	nuit
exerce	Vvc	exercer
encor	Nc	encor
mes	Ds	mon
pas	Nc	pas
,	Fw	,
Quelque	Vvc	quelque
mal	Nc	mal
qui	Pr	qui
m'	Pp	je
arrive	Vvc	arriver
,	Fw	,
il	Pp	il
croit	Vvc	croire|croître
tout	Di	tout
raisonnable	Ag	raisonnable
À	Nc	à
qui	Pr	qui
semble	Vvc	sembler
être	Vun	être
né	Ge	naître
,	Fw	,
pour	S	pour
être	Vun	être
misérable	Ag	misérable
;	Fw	;
Chez	Vvc	chez
les	Da	le
grands	Ag	grand
,	Fw	,
le	Da	le
servage	Nc	servage
est	Vuc	être
plus	Rg	plus
rude	Ag	rude
,	Fw	,
en	S	en
ce	Dd	ce
point	Nc	point
,	Fw	,
Qu'	Vvc	qu'
aux	S+Da	à+les
forces	Nc	force|forcé
,	Fw	,
le	Da	le
travail	Nc	travail
ne	Rp	ne
s'	Pp	se
y	Pp	y
mesure	Vvc	mesurer
point	Rg	point
,	Fw	,
Qu'	Vvc	qu'
on	Pp	on
n'	Rp	ne
y	Pp	y
distingue	Vvc	distinguer
point	Rg	point
le	Da	le
droit	Nc	droit
de	S	de
l'	Da	le
injustice	Nc	injustice
,	Fw	,
Et	Vvc	et
qu'	Cs	que
il	Pp	il
faut	Vvc	faillir|falloir
que	Cs	que
tout	Pi	tout
ploie	Vvc	plaire|ployer
au	S+Da	à+le
gré	Nc	gré
de	S	de
leur	Ds	leur
caprice	Nc	caprice
;	Fw	;
Leur	Vvc	leur
esprit	Nc	esprit
franc	Ag	franc
de	S	de
soins	Nc	soin
en	S	en
son	Ds	son
oisiveté	Nc	oisiveté
Trouve	Vvc	trouver
à	S	à
tous	Di	tout
