Magnanime	Ag	magnanime
bas	Rg	bas
les	Da	le
armes	Nc	arme|armé
,	Fw	,
Pour	Nc	pour
vaincre	Vvn	vaincre
ce	Dd	ce
vainqueur	Nc	vainqueur
n'	Rp	ne
employer	Vvn	employer
que	Cs	que
mes	Ds	mon
charmes	Nc	charme
Et	Vvc	et
d'	S	de
un	Dn	un
nouvel	Ag	nouveau
Hymen	Nc	hymen
rallumer	Vvn	rallumer
le	Da	le
flambeau	Nc	flambeau
,	Fw	,
Puis	Vvc	pouvoir
que	Cs	que
le	Da	le
grand	Ag	grand
Hydaspe	Nc	hydaspe
était	Vuc	être
dans	S	dans
le	Da	le
Tombeau	Nc	tombeau
.	Fs	.
À	Vvc	à
ces	Dd	ce
mots	Nc	mot|mots
,	Fw	,
mon	Ds	mon
esprit	Nc	esprit
frémissant	Ga	frémir
de	S	de
colère	Nc	colère
,	Fw	,
À	Nc	à
ce	Dd	ce
lâche	Ag	lâche
conseil	Nc	conseil
,	Fw	,
donne	Vvc	donner
un	Dn	un
juste	Ag	juste
salaire	Nc	salaire
,	Fw	,
Du	Vvc	du
fer	Nc	fer
que	Pr	que
j'	Pp	je
avais	Vuc	avoir
pris	Ge	prendre
pour	S	pour
venger	Vvn	venger
mon	Ds	mon
époux	Nc	époux
,	Fw	,
Le	Vvc	le
sein	Nc	sein
qui	Pr	qui
m'	Pp	je
allaita	Vvc	allaiter
reçut	Vvc	recevoir
les	Da	le
premiers	Ag	premier
coups	Nc	coup
;	Fw	;
Je	Vvc	je
tranchai	Vvc	trancher
ses	Ds	son
discours	Nc	discours
avec	S	avec
sa	Ds	son
destinée	Nc	destinée
,	Fw	,
Disposée	Vvc	disposée
à	S	à
la	Da	le
mort	Nc	mort
plutôt	Rg	plutôt
qu'	Cs	que
à	S	à
l'	Da	le
Hyménée	Nc	hyménée
.	Fs	.
Tout	Di	tout
mort	Nc	mort
que	Pr	que
je	Pp	je
le	Pp	il
crus	Vvc	croire|croître
,	Fw	,
je	Pp	je
lui	Pp	il
gardai	Vvc	garder
ma	Ds	mon
foi	Nc	foi
,	Fw	,
Le	Vvc	le
perfide	Ag	perfide
n'	Rp	ne
a	Vuc	avoir
pas	Rg	pas
même	Ag	même
respect	Nc	respect
pour	S	pour
moi	Pp	je
,	Fw	,
Après	Vvc	après
ce	Pd	ce
j'	Pp	je
ai	Vuc	avoir
fait	Ge	faire
l'	Da	le
ingrat	Nc	ingrat
me	Pp	je
répudie	Vvc	répudier
,	Fw	,
Rodogune	Nc	rodogune
vivante	Ga	vivre
il	Pp	il
épouse	Vvc	épouser
Lidie	Nc	lidie
La	Vvc	la
fille	Nc	fille
de	S	de
Tygranne	Nc	tygranne
et	Cc	et
de	S	de
son	Ds	son
ennemi	Nc	ennemi
,	Fw	,
Pour	Nc	pour
ne	Rp	ne
commettre	Vvn	commettre
pas	Rg	pas
des	Dn	un
crimes	Nc	crime
à	S	à
demi	Nc	demi
.	Fs	.
Cette	Dd	ce
Alliance	Nc	alliance
encore	Rg	encore
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
bien	Rg	bien
assurée	Ge	assurer
.	Fs	.
À	Vvc	à
ces	Dd	ce
conditions	Nc	condition
cette	Dd	ce
paix	Nc	paix
fut	Vuc	être
jurée	Ge	jurer
,	Fw	,
Il	Vvc	il
fait	Ge	faire
tout	Pi	tout
ce	Pd	ce
que	Pr	que
veut	Vvc	vouloir
son	Ds	son
insolent	Ag	insolent
vainqueur	Nc	vainqueur
,	Fw	,
Il	Vvc	il
donne	Vvc	donner
à	S	à
ma	Ds	mon
Rivale	Nc	rival
,	Fw	,
et	Cc	et
son	Ds	son
Sceptre	Nc	sceptre
,	Fw	,
et	Cc	et
son	Ds	son
coeur	Nc	cœur
:	Fw	:
Tout	Pi	tout
ce	Pd	ce
qui	Pr	qui
m'	Pp	je
appartient	Vvc	appartenir
;	Fw	;
et	Cc	et
d'	S	de
une	Dn	un
âme	Nc	âme
insensée	Ag	insensé
Au	Vvc	au
camp	Nc	camp
des	S+Da	de+le|de+les
ennemis	Nc	ennemi
l'	Pp	il
a	Vuc	avoir
déjà	Rg	déjà
fiancée	Ge	fiancer
.	Fs	.
Sans	S	sans
craindre	Vvn	craindre
ma	Ds	mon
colère	Nc	colère
et	Cc	et
la	Da	le
foudre	Nc	foudre
des	S+Da	de+le|de+les
Dieux	Nc	dieux
,	Fw	,
Il	Vvc	il
vient	Vvc	venir
pour	S	pour
accomplir	Vvn	accomplir
cet	Dd	ce
Hymen	Nc	hymen
dans	S	dans
ces	Dd	ce
lieux	Nc	lieu
.	Fs	.
Du	S+Da	de+le
Trône	Nc	trône
et	Cc	et
de	S	de
son	Ds	son
lit	Nc	lit
l'	Da	le
infidèle	Nc	infidèle
me	Pp	je
chasse	Vvc	chasser
Pour	Nc	pour
y	Pp	y
faire	Vvn	faire
monter	Vvn	monter
l'	Da	le
adultère	Nc	adultère
en	S	en
ma	Ds	mon
place	Nc	place
;	Fw	;
Et	Vvc	et
ce	Dd	ce
dieu	Nc	dieu
qui	Pr	qui
reçoit	Vvc	recevoir
nos	Ds	notre
voeux	Nc	vœu
et	Cc	et
nos	Ds	notre
encens	Nc	encens
,	Fw	,
Verra	Vvc	voir
deux	Nc	deux
criminels	Ag	criminel
régner	Vvn	régner
sur	S	sur
les	Da	le
Persans	Nc	persan
.	Fs	.
Jugez	Vvc	juger
donc	Rg	donc
si	Cs	si
mon	Ds	mon
sort	Nc	sort
est	Vuc	être
triste	Ag	triste
et	Cc	et
déplorable	Ag	déplorable
,	Fw	,
Si	Vvc	si
j'	Pp	je
ai	Vuc	avoir
sujet	Nc	sujet
de	S	de
dire	Vvn	dire
en	S	en
un	Dn	un
malheur	Nc	malheur
semblable	Ag	semblable
,	Fw	,
Quoi	Vvc	quoi
que	Cs	que
la	Da	le
Guerre	Nc	guerre
ait	Vuc	avoir
eu	Ge	avoir
de	S	de
si	Rg	si
sanglants	Ag	sanglant
effets	Nc	effet
,	Fw	,
Que	Vvc	que
j'	Pp	je
en	Pp	en
ai	Vuc	avoir
moins	Rg	moins
d'	S	de
horreur	Nc	horreur
que	Pr	que
je	Pp	je
n'	Rp	ne
ai	Vuc	avoir
de	S	de
la	Da	le
paix	Nc	paix
.	Fs	.
Mon	Ds	mon
père	Nc	père
étant	Ga	être
captif	Nc	captif
de	S	de
l'	Da	le
injuste	Ag	injuste
Tygranne	Nc	tygranne
,	Fw	,
Qui	Vvc	qui
tenait	Vvc	tenir
les	Da	le
cités	Nc	cité
d'	S	de
Arsace	Nc	arsace
et	Cc	et
d'	S	de
Ecbatane	Nc	ecbatane
,	Fw	,
La	Vvc	la
prudence	Nc	prudence
lui	Pp	il
fait	Vvc	faire
abaisser	Vvn	abaisser
son	Ds	son
grand	Ag	grand
coeur	Nc	cœur
,	Fw	,
Et	Vvc	et
recevoir	Vvn	recevoir
les	Da	le
lois	Nc	loi
d'	S	de
un	Dn	un
superbe	Ag	superbe
vainqueur	Nc	vainqueur
.	Fs	.
Mais	Cc	mais
il	Pp	il
...	Fs	...
N'	Vvc	n'
achevez	Vvc	achever
pas	Rg	pas
,	Fw	,
sa	Ds	son
faute	Nc	faute
est	Vuc	être
sans	S	sans
excuse	Nc	excuse
,	Fw	,
Il	Vvc	il
fallait	Vvc	falloir
perdre	Vvn	perdre
encor	Nc	encor
et	Cc	et
Babylone	Vvc	babylone
et	Cc	et
Suse	Vvc	suse
,	Fw	,
Son	Nc	son
Empire	Nc	empire
et	Cc	et
sa	Ds	son
vie	Nc	vie
avec	S	avec
la	Da	le
liberté	Nc	liberté
,	Fw	,
Plutôt	Vvc	plutôt
que	Cs	que
son	Ds	son
honneur	Nc	honneur
par	S	par
une	Dn	un
lâcheté	Nc	lâcheté
.	Fs	.
Aux	S+Da	à+les
fers	Nc	fer|fers
comme	Cs	comme
en	S	en
un	Dn	un
Trône	Nc	trône
on	Pp	on
parait	Vvc	paraître|parer
magnanime	Ag	magnanime
,	Fw	,
Et	Vvc	et
l'	Pp	il
on	Pp	on
meurt	Vvc	mourir
glorieux	Ag	glorieux
en	S	en
triomphant	Ga	triompher
du	S+Da	de+le
crime	Nc	crime
.	Fs	.
C'	Pd	ce
est	Vuc	être
ainsi	Rg	ainsi
qu'	Cs	que
un	Dn	un
héros	Nc	héros
témoigne	Vvc	témoigner
son	Ds	son
grand	Ag	grand
coeur	Nc	cœur
:	Fw	:
C'	Pd	ce
est	Vuc	être
ainsi	Rg	ainsi
qu'	Cs	que
un	Dn	un
vaincu	Nc	vaincu
surmonte	Vvc	surmonter
son	Ds	son
vainqueur	Nc	vainqueur
.	Fs	.
Non	Rg	non
,	Fw	,
mon	Ds	mon
père	Nc	père
vous	Pp	vous
garde	Vvc	garder
une	Dn	un
foi	Nc	foi
plus	Rg	plus
sincère	Ag	sincère
,	Fw	,
Son	Nc	son
âme	Nc	âme
est	Vuc	être
généreuse	Ag	généreux
,	Fw	,
elle	Pp	il
n'	Rp	ne
est	Vuc	être
point	Rg	point
légère	Ag	léger
;	Fw	;
Il	Vvc	il
n'	Rp	ne
accomplira	Vvc	accomplir
point	Rg	point
étant	Ga	être
en	S	en
liberté	Nc	liberté
,	Fw	,
Ce	Vvc	ce
qu'	Cs	que
il	Pp	il
promit	Vvc	promettre
par	S	par
force	Nc	force|forcé
en	S	en
sa	Ds	son
captivité	Nc	captivité
.	Fs	.
On	Pp	on
n'	Rp	ne
est	Vuc	être
point	Rg	point
obligé	Ge	obliger
,	Fw	,
quoi	Pr	quoi
qu'	Rg	que
un	Dn	un
serment	Nc	serment
nous	Pp	nous
presse	Vvc	presser
,	Fw	,
D'	Vvc	d'
exécuter	Vvn	exécuter
jamais	Rg	jamais
une	Dn	un
injuste	Ag	injuste
promesse	Nc	promesse
;	Fw	;
Si	Vvc	si
l'	Pp	il
on	Pp	on
commet	Vvc	commettre
un	Dn	un
crime	Nc	crime
alors	Rg	alors
que	Cs	que
l'	Pp	il
on	Pp	on
la	Pp	il
fait	Vvc	faire
,	Fw	,
S'	Vvc	s'
en	Pp	en
serait	Vuc	être
un	Dn	un
plus	Rg	plus
grand	Ag	grand
d'	S	de
en	Pp	en
venir	Vvn	venir
à	S	à
l'	Da	le
effet	Nc	effet
.	Fs	.
De	S	de
mon	Ds	mon
père	Nc	père
la	Da	le
foi	Nc	foi
peut	Vvc	pouvoir
être	Vun	être
dégagée	Ge	dégager
,	Fw	,
Tygranne	Vvc	tygranne
est	Vuc	être
criminel	Ag	criminel
de	S	de
l'	Pp	il
avoir	Vun	avoir
exigée	Ge	exiger
.	Fs	.
Je	Pp	je
m'	Pp	je
étonne	Vvc	étonner
comment	Rt	comment
après	S	après
les	Da	le
grands	Ag	grand
exploits	Nc	exploit
Qui	Ag	qui
rangeaient	Vvc	ranger
la	Da	le
moitié	Nc	moitié
de	S	de
l'	Da	le
État	Nc	état
sous	S	sous
ses	Ds	son
Lois	Vvc	lois
,	Fw	,
Plantant	Ga	planter
dans	S	dans
nos	Ds	notre
cités	Nc	cité
l'	Da	le
étendard	Nc	étendard
de	S	de
sa	Ds	son
gloire	Nc	gloire
,	Fw	,
Tout	Vvc	tout
orgueilleux	Ag	orgueilleux
encor	Nc	encor
d'	S	de
une	Dn	un
grande	Ag	grand
victoire	Nc	victoire
:	Fw	:
Antée	Vvc	antée
,	Fw	,
Oronte	Vvc	oronte
,	Fw	,
Arbas	Vvc	arbas
,	Fw	,
de	S	de
blessures	Nc	blessure
couverts	Ge	couvrir
,	Fw	,
Cent	Vvc	cent
Satrapes	Vvc	satrapes
vaincus	Ge	vaincre
,	Fw	,
mon	Ds	mon
père	Nc	père
dans	S	dans
les	Da	le
fers	Nc	fer|fers
;	Fw	;
Je	Vvc	je
m'	Pp	je
étonne	Vvc	étonner
qu'	Cs	que
après	S	après
les	Da	le
fortunes	Nc	fortune
diverses	Ag	divers
Qui	Vvc	qui
semblaient	Vvc	sembler
l'	Pp	il
élever	Vvn	élever
à	S	à
l'	Da	le
Empire	Nc	empire
des	S+Da	de+le|de+les
Perses	Nc	perse
,	Fw	,
Dont	Vvc	dont
il	Pp	il
tenait	Vvc	tenir
déjà	Rg	déjà
le	Da	le
gage	Nc	gage
et	Cc	et
les	Da	le
effets	Nc	effet
,	Fw	,
Il	Vvc	il
a	Vuc	avoir
pu	Ge	pouvoir
se	Pp	il
résoudre	Vvn	résoudre
à	S	à
vous	Pp	vous
donner	Vvn	donner
la	Da	le
Paix	Nc	paix
.	Fs	.
Votre	Ds	votre
retour	Nc	retour
heureux	Ag	heureux
,	Fw	,
votre	Ds	votre
haute	Ag	haut
vaillance	Nc	vaillance
Arrête	Vvc	arrête
son	Ds	son
audace	Nc	audace
et	Cc	et
sa	Ds	son
vaine	Ag	vain
espérance	Nc	espérance
.	Fs	.
Non	Rg	non
,	Fw	,
il	Pp	il
n'	Rp	ne
ose	Vvc	oser
espérer	Vvn	espérer
de	S	de
pouvoir	Vvn	pouvoir
mettre	Vvn	mettre
bas	Rg	bas
Un	Ag	un
Trône	Vvc	trône
soutenu	Ge	soutenir
de	S	de
vos	Ds	votre
illustres	Ag	illustre
bras	Nc	bras
.	Fs	.
Vous	Pp	vous
n'	Rp	ne
avez	Vuc	avoir
point	Rg	point
de	S	de
part	Nc	part
à	S	à
la	Da	le
honte	Nc	honte
d'	S	de
Hydaspe	Nc	hydaspe
,	Fw	,
À	Nc	à
celle	Pd	celui
de	S	de
ses	Ds	son
chefs	Nc	chef
ni	Cc	ni
de	S	de
pas	Rg	pas
un	Dn	un
Satrape	Nc	satrape
;	Fw	;
Et	Vvc	et
tout	Di	tout
vainqueur	Nc	vainqueur
qu'	Pr	que
il	Pp	il
est	Vuc	être
vous	Pp	vous
pouvez	Vvc	pouvoir
vous	Pp	vous
vanter	Vvn	vanter
,	Fw	,
Que	Vvc	que
parmi	S	parmi
vos	Ds	votre
vaincus	Nc	vaincu
vous	Pp	vous
l'	Pp	il
avez	Vuc	avoir
vu	Ge	voir
conter	Vvn	conter
:	Fw	:
Les	Da	le
rives	Nc	rive
de	S	de
l'	Da	le
Euphrate	Nc	euphrate
et	Cc	et
les	Da	le
rives	Nc	rive
du	S+Da	de+le
Tigre	Nc	tigre
L'	Ag	l'
ont	Vuc	avoir
vu	Ge	voir
perdre	Vvn	perdre
les	Da	le
noms	Nc	nom
de	S	de
vainqueur	Nc	vainqueur
et	Cc	et
de	S	de
libre	Ag	libre
;	Fw	;
Votre	Nc	votre
rare	Ag	rare
valeur	Nc	valeur
la	Da	le
vaincu	Nc	vaincu
par	S	par
deux	Nc	deux
fois	Nc	fois
,	Fw	,
Et	Vvc	et
deux	Nc	deux
fois	Nc	fois
vos	Ds	votre
bontés	Nc	bonté
l'	Pp	il
ont	Vuc	avoir
remis	Ge	remettre
dans	S	dans
ses	Ds	son
droits	Nc	droit|droits
.	Fs	.
L'	Da	le
ingrat	Ag	ingrat
paie	Nc	paie|paye
un	Dn	un
bienfait	Nc	bienfait
comme	Cs	comme
on	Pp	on
venge	Vvc	venger
un	Dn	un
outrage	Nc	outrage
;	Fw	;
Ce	Vvc	ce
lâche	Ag	lâche
conquérant	Nc	conquérant
a	Vuc	avoir
pris	Ge	prendre
son	Ds	son
avantage	Nc	avantage
Pour	Ag	pour
donner	Vvn	donner
à	S	à
Cyrus	Vvc	cyrus
d'	S	de
indignes	Ag	indigne
successeurs	Nc	successeur
,	Fw	,
Tandis	Vvc	tandis
qu'	Cs	que
à	S	à
cet	Dd	ce
état	Nc	état
manquaient	Vvc	manquer
ses	Ds	son
défenseurs	Nc	défenseur
,	Fw	,
Que	Vvc	que
vos	Ds	votre
coeurs	Nc	cœur
généreux	Ag	généreux
bien	Rg	bien
loin	Rg	loin
de	S	de
cette	Dd	ce
terre	Nc	terre
,	Fw	,
Chez	Vvc	chez
les	Da	le
fils	Nc	fil|fils
de	S	de
Memnon	Nc	memnon
avaient	Vuc	avoir
porté	Ge	porter
la	Da	le
guerre	Nc	guerre
,	Fw	,
Accordant	Ga	accorder
la	Da	le
vengeance	Nc	vengeance
avec	S	avec
son	Ds	son
effroi	Nc	effroi
,	Fw	,
Par	Nc	par
la	Da	le
paix	Nc	paix
il	Pp	il
se	Pp	il
venge	Vvc	venger
et	Cc	et
de	S	de
vous	Pp	vous
et	Cc	et
de	S	de
moi	Pp	je
.	Fs	.
De	S	de
vous	Pp	vous
:	Fw	:
Oui	Ge	ouïr
,	Fw	,
mais	Cc	mais
sachez	Vvc	savoir
,	Fw	,
ce	Pd	ce
qu'	Pr	que
on	Pp	on
vous	Pp	vous
a	Vuc	avoir
pu	Ge	pouvoir
taire	Vvn	taire
,	Fw	,
Ce	Vvc	ce
satrape	Nc	satrape
fait	Ge	faire
Roi	Vvc	roi
fut	Vuc	être
assez	Rg	assez
téméraire	Ag	téméraire
Pour	Nc	pour
prétendre	Vvn	prétendre
autrefois	Rg	autrefois
d'	S	de
engager	Vvn	engager
mes	Ds	mon
esprits	Nc	esprit
:	Fw	:
Mais	Cc	mais
je	Pp	je
payai	Vvc	payer
ses	Ds	son
feux	Nc	feu|feux
de	S	de
haine	Nc	haine
et	Cc	et
de	S	de
mépris	Nc	mépris
.	Fs	.
Bien	Rg	bien
qu'	Cs	que
alors	Rg	alors
ma	Ds	mon
beauté	Nc	beauté
fit	Vvc	faire
les	Da	le
âmes	Nc	âme
captives	Ag	captif
,	Fw	,
Que	Vvc	que
mon	Ds	mon
teint	Nc	teint
éclata	Vvc	éclater
des	Dn	un
couleurs	Nc	couleur
les	Da	le
plus	Rg	plus
vives	Ag	vif
;	Fw	;
Je	Vvc	je
fis	Vvc	faire
de	S	de
mes	Ds	mon
vertus	Nc	vertu
mes	Ds	mon
plus	Rg	plus
beaux	Ag	beau
ornements	Nc	ornement
,	Fw	,
Et	Vvc	et
voulus	Vvc	vouloir
leur	Pp	leur
devoir	Vvn	devoir
ma	Ds	mon
gloire	Nc	gloire
et	Cc	et
mes	Ds	mon
amants	Nc	amant
.	Fs	.
De	S	de
mon	Ds	mon
sexe	Nc	sexe
mon	Ds	mon
coeur	Nc	cœur
surmontant	Ga	surmonter
la	Da	le
faiblesse	Nc	faiblesse
,	Fw	,
Préparait	Vvc	préparait
aux	S+Da	à+les
héros	Nc	héros
une	Dn	un
digne	Ag	digne
maîtresse	Nc	maîtresse
,	Fw	,
Voulait	Vvc	vouloir
que	Cs	que
leur	Ds	leur
amour	Nc	amour
naquit	Vvc	naître
au	S+Da	à+le
champ	Nc	champ|champagne
de	S	de
Mars	Nc	mar|mars
,	Fw	,
Les	Vvc	les
vaincre	Vvn	vaincre
par	S	par
mon	Ds	mon
bras	Nc	bras
,	Fw	,
et	Cc	et
non	Rg	non
par	S	par
mes	Ds	mon
regards	Nc	regard
:	Fw	:
Je	Pp	je
leur	Pp	leur
montrais	Vvc	montrer
