Demeure	Vvc	demeurer
Et	Vvc	et
que	Cs	que
d'	S	de
un	Dn	un
trait	Nc	trait
subtil	Ag	subtil
et	Cc	et
non	Rg	non
pas	Rg	pas
imprudent	Ag	imprudent
,	Fw	,
Elle	Vvc	elle
fit	Vvc	faire
par	S	par
dessein	Nc	dessein
naître	Vvn	naître
cet	Dd	ce
accident	Nc	accident
.	Fs	.
Qu'	Cs	que
en	Pp	en
est-il	Ag	est-il
?	Fs	?
Moi	Pp	je
,	Fw	,
Madame	Nc	madame
,	Fw	,
ah	I	ah
que	Cs	que
l'	Da	le
Enfer	Nc	enfer
m'	Pp	je
abîme	Vvc	abîmer
!	Fs	!
Si	Rg	si
jamais	Rg	jamais
je	Pp	je
pensai	Vvc	penser
!	Fs	!
Comment	Rt	comment
,	Fw	,
c'	Pd	ce
est	Vuc	être
un	Dn	un
beau	Ag	beau
crime	Nc	crime
,	Fw	,
Ne	Vvc	ne
t'	Pp	tu
en	Pp	en
excuse	Vvc	excuser
point	Rg	point
,	Fw	,
ne	Rp	ne
fais	Vvc	faire
point	Rg	point
de	S	de
serment	Nc	serment
:	Fw	:
La	Da	le
Fille	Nc	fille
du	S+Da	de+le
Mufti	Nc	mufti
mérite	Vvc	mériter
infiniment	Rg	infiniment
;	Fw	;
Suivant	Ga	suivre
ce	Dd	ce
stratagème	Nc	stratagème
Osman	Nc	osman
est	Vuc	être
à	S	à
la	Da	le
veille	Nc	veille
D'	Nc	d'
une	Dn	un
félicité	Nc	félicité
qui	Pr	qui
n'	Rp	ne
a	Vuc	avoir
point	Rg	point
de	S	de
pareille	Nc	pareil|pareille
;	Fw	;
Et	Vvc	et
soit	Vuc	être
par	S	par
une	Dn	un
adresse	Nc	adresse
,	Fw	,
ou	Pr	où
soit	Vuc	être
par	S	par
un	Dn	un
hasard	Nc	hasard
,	Fw	,
Tu	Vvc	tu
dois	Vvc	devoir
en	S	en
ce	Dd	ce
bonheur	Nc	bonheur
entrer	Vvn	entrer
de	S	de
quelque	Di	quelque
part	Nc	part
:	Fw	:
Il	Pp	il
te	Pp	tu
siérait	Vvc	seoir
trop	Rg	trop
mal	Rg	mal
de	S	de
porter	Vvn	porter
une	Dn	un
chaîne	Nc	chaîne
Et	Vvc	et
d'	S	de
avoir	Vun	avoir
pour	S	pour
amie	Nc	ami|amie
une	Dn	un
Sultane	Nc	sultane
Reine	Vvc	reine
.	Fs	.
Hé	Vvc	hé
!	Fs	!
Madame	Nc	madame
,	Fw	,
oubliez	Vvc	oublier
mon	Ds	mon
indiscrétion	Nc	indiscrétion
Et	Vvc	et
ne	Rp	ne
me	Pp	je
soupçonnez	Vvc	soupçonner
d'	S	de
aucune	Di	aucun
ambition	Nc	ambition
:	Fw	:
Car	Cc	car
je	Pp	je
refuserais	Vvc	refuser
l'	Da	le
honneur	Nc	honneur
d'	S	de
une	Dn	un
couronne	Nc	couronne
Pour	Ag	pour
achever	Vvn	achever
mes	Ds	mon
jours	Nc	jour
près	Rg	près
de	S	de
votre	Ds	votre
personne	Nc	personne
!	Fs	!
Les	Da	le
fuseaux	Nc	fuseau|fuseaux
de	S	de
ton	Ds	ton
sort	Nc	sort
ne	Rp	ne
roulent	Vvc	rouler
pas	Rg	pas
ainsi	Rg	ainsi
:	Fw	:
La	Da	le
Sultane	Nc	sultane
future	Ag	futur
en	Pp	en
prendra	Vvc	prendre
le	Da	le
souci	Nc	souci
.	Fs	.
Tu	Pp	tu
ne	Rp	ne
saurais	Vvc	savoir
manquer	Vvn	manquer
d'	S	de
être	Vun	être
dans	S	dans
son	Ds	son
estime	Nc	estime
;	Fw	;
Il	Vvc	il
faudra	Vvc	faillir|falloir
pour	S	pour
le	Da	le
moins	Rg	moins
un	Dn	un
Bassa	Vvc	bassa
pour	S	pour
Fatime	Nc	fatime
.	Fs	.
Si	Cs	si
le	Da	le
malheur	Nc	malheur
aussi	Rg	aussi
vient	Vvc	venir
à	S	à
nous	Pp	nous
accabler	Vvn	accabler
,	Fw	,
Que	Vvc	que
ces	Dd	ce
Soldats	Nc	soldat
mutins	Nc	mutin
que	Pr	que
l'	Pp	il
on	Pp	on
voit	Vvc	voir
s'	Pp	se
assembler	Vvn	assembler
;	Fw	;
Avecque	Vvc	avecque
leur	Ds	leur
désordre	Nc	désordre
augmentent	Vvc	augmenter
leur	Ds	leur
licence	Nc	licence
Et	Ag	et
privent	Vvc	priver
le	Da	le
Sultan	Nc	sultan
de	S	de
sceptre	Nc	sceptre
et	Cc	et
de	S	de
puissance	Nc	puissance
,	Fw	,
L'	Vvc	l'
innocente	Ag	innocent
Fatime	Nc	fatime
à	S	à
qui	Pr	qui
la	Da	le
chaîne	Nc	chaîne
plaît	Vvc	plaire
,	Fw	,
Demeurera	Vvc	demeurer
toujours	Rg	toujours
esclave	Ag	esclave
comme	Cs	comme
elle	Pp	il
est	Vuc	être
.	Fs	.
Se	Pp	il
tournant	Ga	tourner
vers	S	vers
Léontine	Nc	léontine
.	Fs	.
Toi	Pp	tu
qui	Pr	qui
de	S	de
Mustapha	Nc	mustapha
prends	Vvc	prendre
un	Dn	un
soin	Nc	soin
charitable	Ag	charitable
Et	Vvc	et
dont	Pr	dont
il	Pp	il
a	Vuc	avoir
toujours	Rg	toujours
la	Da	le
visite	Nc	visite
agréable	Ag	agréable
,	Fw	,
Va	Vvc	aller
voir	Vvn	voir
cet	Dd	ce
homme	Nc	homme
saint	Ag	saint
,	Fw	,
cet	Dd	ce
illustre	Ag	illustre
parent	Nc	parent
,	Fw	,
À	Nc	à
qui	Pr	qui
de	S	de
l'	Da	le
avenir	Nc	avenir
le	Da	le
cours	Nc	cour|cours|court
est	Vuc	être
apparent	Ag	apparent
,	Fw	,
Consulte	Vvc	consulter
son	Ds	son
esprit	Nc	esprit
sur	S	sur
la	Da	le
matière	Nc	matière
sombre	Ag	sombre
,	Fw	,
Qui	Vvc	qui
me	Pp	je
donne	Vvc	donner
des	Dn	un
soins	Nc	soin
et	Cc	et
des	S+Da	de+le|de+les
peines	Nc	peine
sans	S	sans
nombre	Nc	nombre
;	Fw	;
Afin	Nc	afin
que	Cs	que
son	Ds	son
conseil	Nc	conseil
dissipe	Vvc	dissiper
ma	Ds	mon
terreur	Nc	terreur
.	Fs	.
Dis	Vvc	dire
lui	Pp	il
que	Cs	que
j'	Pp	je
ai	Vuc	avoir
songé	Ge	songer
:	Fw	:
mais	Cc	mais
voici	S	voici
l'	Da	le
Empereur	Nc	empereur
.	Fs	.
Enfin	Rg	enfin
,	Fw	,
c'	Pd	ce
est	Vuc	être
fait	Ge	faire
,	Fw	,
ma	Ds	mon
soeur	Nc	sœur
!	Fs	!
la	Da	le
chose	Nc	chose
est	Vuc	être
préparée	Ge	préparer
Pour	Nc	pour
succéder	Vvn	succéder
bientôt	Rg	bientôt
comme	Cs	comme
elle	Pp	il
est	Vuc	être
désirée	Ge	désirer
.	Fs	.
En	S	en
cette	Dd	ce
occasion	Nc	occasion
rien	Pi	rien
ne	Rp	ne
nous	Pp	nous
peut	Vvc	pouvoir
manquer	Vvn	manquer
,	Fw	,
Dans	Vvc	dans
quatre	Nc	quatre
grands	Ag	grand
vaisseaux	Nc	vaisseau
j'	Pp	je
ai	Vuc	avoir
tout	Rg	tout
fait	Ge	faire
embarquer	Vvn	embarquer
;	Fw	;
Et	Vvc	et
le	Da	le
Perse	Nc	perse
animé	Ge	animer
,	Fw	,
le	Pp	il
Russe	Vvc	russe
et	Cc	et
le	Pp	il
Cosaque	Vvc	cosaque
,	Fw	,
Qui	Vvc	qui
vont	Vvc	aller
forcer	Vvn	forcer
Byzance	Nc	byzance
à	S	à
la	Da	le
première	Ag	premier
attaque	Nc	attaque
,	Fw	,
Et	Vvc	et
donner	Vvn	donner
tout	Pi	tout
en	S	en
proie	Nc	proie
à	S	à
leurs	Ds	leur
cruels	Ag	cruel
efforts	Nc	effort
,	Fw	,
N'	Vvc	n'
auront	Vuc	avoir
pas	Rg	pas
le	Da	le
loisir	Nc	loisir
de	S	de
piller	Vvn	piller
nos	Ds	notre
trésors	Nc	trésor
;	Fw	;
Je	Vvc	je
n'	Rp	ne
aurai	Vuc	avoir
pas	Rg	pas
l'	Da	le
ennui	Nc	ennui
de	S	de
voir	Vvn	voir
réduire	Vvn	réduire
en	S	en
cendre	Nc	cendre
Cette	Nc	cette
grande	Ag	grand
Cité	Vvc	cité
que	Cs	que
je	Pp	je
ne	Rp	ne
puis	Vvc	pouvoir
défendre	Vvn	défendre
;	Fw	;
Ne	Vvc	ne
trouvant	Ga	trouver
plus	Rg	plus
ici	Rg	ici
que	Cs	que
ce	Dd	ce
Camp	Nc	camp
mutiné	Ge	mutiner
,	Fw	,
Que	Vvc	que
ces	Dd	ce
lâches	Ag	lâche
soldats	Nc	soldat
qui	Pr	qui
m'	Pp	je
ont	Vuc	avoir
abandonné	Ge	abandonner
;	Fw	;
Qui	Vvc	qui
ne	Rp	ne
gardent	Vvc	garder
plus	Rg	plus
d'	S	de
ordre	Nc	ordre
et	Cc	et
font	Vvc	faire
assez	Rg	assez
comprendre	Vvn	comprendre
.	Fs	.
Que	Cs	que
de	S	de
leur	Ds	leur
multitude	Nc	multitude
on	Pp	on
ne	Rp	ne
doit	Vvc	devoir
rien	Pi	rien
attendre	Vvn	attendre
:	Fw	:
Le	Da	le
dessein	Nc	dessein
de	S	de
partir	Vvn	partir
ne	Rp	ne
se	Pp	il
peut	Vvc	pouvoir
différer	Vvn	différer
.	Fs	.
Ne	Rp	ne
pouvant	Ga	pouvoir
nous	Pp	nous
défendre	Vvn	défendre
,	Fw	,
il	Pp	il
faut	Vvc	faillir|falloir
nous	Pp	nous
retirer	Vvn	retirer
.	Fs	.
Nous	Pp	nous
ne	Rp	ne
saurions	Vvc	savoir
attendre	Vvn	attendre
avec	S	avec
ces	Dd	ce
tristes	Ag	triste
restes	Nc	reste
Qu'	Vvc	qu'
une	Dn	un
perte	Nc	perte
apparente	Ag	apparent
et	Cc	et
des	Dn	un
succès	Nc	succès
funestes	Ag	funeste
;	Fw	;
Il	Vvc	il
faut	Vvc	faillir|falloir
céder	Vvn	céder
au	S+Da	à+le
temps	Nc	temps
,	Fw	,
à	S	à
l'	Da	le
orage	Nc	orage
obscurci	Ge	obscurcir
.	Fs	.
Qui	Pt	qui
ne	Rp	ne
nous	Pp	nous
permet	Vvc	permettre
plus	Rg	plus
de	S	de
demeurer	Vvn	demeurer
ici	Rg	ici
.	Fs	.
La	Da	le
faiblesse	Nc	faiblesse
est	Vuc	être
trop	Rg	trop
grande	Ag	grand
en	S	en
ce	Dd	ce
bord	Nc	bord
où	Pr	où
nous	Pp	nous
sommes	Vuc	être
.	Fs	.
Nous	Pp	nous
reviendrons	Vvc	revenir
un	Dn	un
jour	Nc	jour
quand	Cs	quand
nous	Pp	nous
aurons	Vuc	avoir
des	Dn	un
hommes	Nc	homme
,	Fw	,
Et	Vvc	et
même	Rg	même
il	Pp	il
est	Vuc	être
prédit	Ge	prédire
dans	S	dans
nos	Ds	notre
sacrés	Nc	sacré
écrits	Ge	écrire
Qu'	Vvc	qu'
enfin	Rg	enfin
nous	Pp	nous
reprendrons	Vvc	reprendre
ce	Pd	ce
qu'	Pr	que
on	Pp	on
nous	Pp	nous
aura	Vuc	avoir
pris	Ge	prendre
.	Fs	.
Seigneur	Nc	seigneur
,	Fw	,
qui	Pr	qui
vous	Pp	vous
fait	Vvc	faire
craindre	Vvn	craindre
une	Dn	un
telle	Ag	tel
aventure	Nc	aventure
?	Fs	?
Des	S+Da	de+le|de+les
soldats	Nc	soldat
dont	Pr	dont
le	Da	le
luxe	Nc	luxe
amollit	Vvc	amollir
la	Da	le
nature	Nc	nature
,	Fw	,
Des	Vvc	des
courages	Nc	courage
faillis	Nc	failli
qui	Pr	qui
font	Vvc	faire
de	S	de
tous	Di	tout
côtés	Nc	côté
Mourir	Vvn	mourir
la	Da	le
discipline	Nc	discipline
entre	S	entre
les	Da	le
voluptés	Nc	volupté
.	Fs	.
Je	Pp	je
n'	Rp	ne
ai	Vuc	avoir
plus	Rg	plus
de	S	de
soldats	Nc	soldat
que	Cs	que
ce	Dd	ce
corps	Nc	corps
lâche	Ag	lâche
et	Cc	et
traître	Ag	traître
Amoureux	Nc	amoureux
du	S+Da	de+le
repos	Nc	repos
,	Fw	,
ennemi	Nc	ennemi
de	S	de
son	Ds	son
maître	Nc	maître
,	Fw	,
Sorti	Ge	sortir
de	S	de
race	Nc	race
infâme	Ag	infâme
et	Cc	et
de	S	de
sang	Nc	sang
de	S	de
chrétien	Ag	chrétien
,	Fw	,
Qu'	Vvc	qu'
autrefois	Rg	autrefois
mes	Ds	mon
aïeux	Nc	aïeul
prirent	Vvc	prendre
pour	S	pour
leur	Ds	leur
soutien	Nc	soutien
;	Fw	;
Mais	Vvc	mais
qui	Pr	qui
reste	Vvc	rester
inutile	Ag	inutile
au	S+Da	à+le
sort	Nc	sort
qui	Pr	qui
nous	Pp	nous
accable	Vvc	accabler
.	Fs	.
Ces	Dd	ce
soldats	Nc	soldat
sont	Vuc	être
pourtant	Rg	pourtant
un	Dn	un
corps	Nc	corps
considérable	Ag	considérable
.	Fs	.
Quel	Dt	quel
fut	Vuc	être
devant	S	devant
Ouchin	Nc	ouchin
ce	Dd	ce
courage	Nc	courage
bouillant	Ag	bouillant
,	Fw	,
Qui	Vvc	qui
les	Pp	ils
a	Vuc	avoir
fait	Ge	faire
passer	Vvn	passer
pour	S	pour
un	Dn	un
corps	Nc	corps
si	Rg	si
vaillant	Ag	vaillant
?	Fs	?
Le	Da	le
Niester	Nc	niester
tint	Vvc	tenir
pour	S	pour
faux	Ag	faux
tout	Pi	tout
ce	Pd	ce
qu'	Pr	que
on	Pp	on
en	Pp	en
raconte	Vvc	raconter
,	Fw	,
Il	Vvc	il
rougit	Vvc	rougir
de	S	de
leur	Ds	leur
sang	Nc	sang
bien	Rg	bien
moins	Rg	moins
que	Cs	que
de	S	de
leur	Ds	leur
honte	Nc	honte
;	Fw	;
Les	Vvc	les
lâches	Ag	lâche
balançaient	Vvc	balancer
accompagnant	Ga	accompagner
mes	Ds	mon
pas	Nc	pas
.	Fs	.
Ils	Pp	ils
venaient	Vvc	venir
au	S+Da	à+le
combat	Nc	combat
et	Cc	et
ne	Rp	ne
combattaient	Vvc	combattre
pas	Rg	pas
,	Fw	,
Aux	Vvc	aux
lieux	Nc	lieu
où	Pr	où
leur	Ds	leur
valeur	Nc	valeur
n'	Rp	ne
était	Vuc	être
si	Rg	si
nécessaire	Ag	nécessaire
.	Fs	.
On	Pp	on
trouvait	Vvc	trouver
un	Dn	un
eunuque	Nc	eunuque
au	S+Da	à+le
lieu	Nc	lieu
d'	S	de
un	Dn	un
janissaire	Nc	janissaire
:	Fw	:
Leur	Ds	leur
lâcheté	Nc	lâcheté
stupide	Ag	stupide
en	S	en
ce	Dd	ce
fameux	Ag	fameux
abord	Nc	abord
Ne	Ag	ne
donnait	Vvc	donner
pas	Rg	pas
un	Dn	un
coup	Nc	coup
en	S	en
recevant	Ga	recevoir
la	Da	le
mort	Nc	mort
.	Fs	.
On	Pp	on
les	Pp	ils
voyait	Vvc	voir
tomber	Vvn	tomber
ces	Dd	ce
cours	Nc	cour|cours|court
pusillanimes	Ag	pusillanime
,	Fw	,
Non	Vvc	non
comme	S	comme
des	Dn	un
Soldats	Nc	soldat
,	Fw	,
mais	Cc	mais
comme	Cs	comme
des	Dn	un
victimes	Nc	victime
;	Fw	;
Comme	Vvc	comme
des	Dn	un
animaux	Nc	animal
abrutis	Vvc	abrutir
comme	Cs	comme
ils	Pp	ils
sont	Vuc	être
,	Fw	,
Sans	Vvc	sans
avancer	Vvn	avancer
le	Da	le
bras	Nc	bras
et	Cc	et
sans	S	sans
lever	Vvn	lever
le	Da	le
front	Nc	front
.	Fs	.
Voyant	Ga	voir
ce	Dd	ce
grand	Ag	grand
désordre	Nc	désordre
et	Cc	et
ces	Dd	ce
terreurs	Nc	terreur
extrêmes	Ag	extrême
,	Fw	,
J'	Vvc	j'
en	Pp	en
fis	Vvc	faire
autant	Rg	autant
périr	Vvn	périr
que	Cs	que
les	Da	le
ennemis	Nc	ennemi
mêmes	Ag	même
;	Fw	;
Je	Vvc	je
coupai	Vvc	couper
mille	Nc	mille
bras	Nc	bras
dans	S	dans
ce	Dd	ce
juste	Ag	juste
courroux	Nc	courroux
,	Fw	,
Pour	Nc	pour
les	Pp	ils
traîner	Vvn	traîner
par	S	par
force	Nc	force|forcé
à	S	à
la	Da	le
presse	Nc	presse|pressé
des	S+Da	de+le|de+les
coups	Nc	coup
:	Fw	:
Le	Da	le
fils	Nc	fil|fils
de	S	de
Sigismond	Nc	sigismond
ravi	Ge	ravir
de	S	de
leur	Ds	leur
défaite	Nc	défaite
,	Fw	,
En	Vvc	en
les	Da	le
faisant	Ga	faire
plier	Vvn	plier
,	Fw	,
se	Pp	il
moqua	Vvc	moquer
du	S+Da	de+le
prophète	Nc	prophète
,	Fw	,
Passa	Vvc	passer
dessus	S	dessus
leurs	Ds	leur
corps	Nc	corps
,	Fw	,
donna	Vvc	donner
jusqu'	S	jusque
à	S	à
mon	Ds	mon
parc	Nc	parc
,	Fw	,
Perça	Vvc	perça
mes	Ds	mon
pavillons	Nc	pavillon
des	S+Da	de+le|de+les
flèches	Nc	flèche
de	S	de
son	Ds	son
arc	Nc	arc
,	Fw	,
Et	Vvc	et
se	Pp	il
fut	Vuc	être
acharné	Ge	acharner
longtemps	Rg	longtemps
à	S	à
la	Da	le
tuerie	Nc	tuerie
.	Fs	.
Si	Cs	si
je	Pp	je
n'	Rp	ne
eusse	Vuc	avoir
en	S	en
personne	Pi	personne
arrêté	Ge	arrêter
sa	Ds	son
furie	Nc	furie
;	Fw	;
Si	Vvc	si
je	Pp	je
n'	Rp	ne
eusse	Vuc	avoir
exposé	Ge	exposer
le	Da	le
sang	Nc	sang
des	S+Da	de+le|de+les
Ottomans	Nc	ottoman
,	Fw	,
Pour	Nc	pour
attiédir	Vvn	attiédir
l'	Da	le
ardeur	Nc	ardeur
de	S	de
ces	Dd	ce
grands	Ag	grand
mouvements	Nc	mouvement
.	Fs	.
Quoi	Pt	quoi
me	Pp	je
commettre	Vvn	commettre
encor	Nc	encor
à	S	à
des	Dn	un
âmes	Nc	âme
si	Rg	si
basses	Ag	bas
,	Fw	,
Qui	Vvc	qui
ne	Rp	ne
peuvent	Vvc	pouvoir
ouïr	Vvn	ouïr
prières	Nc	prière
ni	Cc	ni
menaces	Nc	menace
;	Fw	;
Quand	Nc	quand
un	Dn	un
faible	Ag	faible
ennemi	Nc	ennemi
se	Pp	il
met	Vvc	mettre
à	S	à
les	Pp	ils
chasser	Vvn	chasser
,	Fw	,
Et	Vvc	et
ne	Rp	ne
reprennent	Vvc	reprendre
cour	Nc	cour
que	Cs	que
pour	S	pour
me	Pp	je
menacer	Vvn	menacer
?	Fs	?
Je	Pp	je
veux	Vvc	vouloir
,	Fw	,
pour	S	pour
mon	Ds	mon
repos	Nc	repos
comme	Cs	comme
pour	S	pour
leur	Ds	leur
supplice	Nc	supplice
,	Fw	,
En	Vvc	en
un	Dn	un
autre	Ag	autre
climat	Nc	climat
faire	Vvn	faire
