ARGUMENT	Nc	argument
voir	Vvn	voir
au	S+Da	à+le
peuple	Nc	peuple
d'	S	de
Athènes	Nc	athènes
qu'	Pr	que
il	Pp	il
était	Vuc	être
aimé	Ge	aimer
de	S	de
sorte	Nc	sorte
qu'	Pr	que
il	Pp	il
pouvait	Vvc	pouvoir
aller	Vvn	aller
sans	S	sans
gardes	Nc	garde|gardes
parmi	S	parmi
ses	Ds	son
sujets	Nc	sujet
.	Fs	.
5.	Dt	@ord@
Étant	Nc	étant
seul	Ag	seul
il	Pp	il
laisse	Vvc	laisser
triompher	Vvn	triompher
tour	Nc	tour
à	S	à
tour	Nc	tour
de	S	de
divers	Ag	divers
mouvements	Nc	mouvement
de	S	de
Justice	Nc	justice
et	Cc	et
d'	S	de
amitié	Nc	amitié
,	Fw	,
ce	Pd	ce
qui	Pr	qui
donne	Vvc	donner
à	S	à
Minerve	Vvc	minerve
de	S	de
le	Pp	il
prendre	Vvn	prendre
dans	S	dans
ses	Ds	son
bons	Ag	bon
sentiments	Nc	sentiment
.	Fs	.
6.	Pt	@ord@
Elle	Vvc	elle
paraît	Vvc	paraître
toute	Rg	toute
effrayée	Ge	effrayer
,	Fw	,
dont	Pr	dont
Philippe	Vvc	philippe
étonné	Ge	étonner
lui	Pp	il
commande	Vvc	commander
de	S	de
se	Pp	il
retirer	Vvn	retirer
après	S	après
avoir	Vun	avoir
su	Ge	savoir
le	Da	le
sujet	Nc	sujet
qui	Pr	qui
la	Pp	il
conduisait	Vvc	conduire
.	Fs	.
Elle	Pp	il
lui	Pp	il
donne	Vvc	donner
des	Dn	un
marques	Nc	marque
d'	S	de
une	Dn	un
douleur	Nc	douleur
excessive	Ag	excessif
,	Fw	,
et	Cc	et
s'	Pp	se
étant	Ga	être
servie	Ge	servir
impuissamment	Ag	impuissamment
de	S	de
la	Da	le
prière	Nc	prière
,	Fw	,
laisse	Vvc	laisser
agir	Vvn	agir
son	Ds	son
ressentiment	Nc	ressentiment
avec	S	avec
une	Dn	un
impétuosité	Nc	impétuosité
qui	Pr	qui
la	Pp	il
jette	Vvc	jeter
dans	S	dans
le	Da	le
désespoir	Nc	désespoir
,	Fw	,
et	Cc	et
se	Pp	il
faisant	Ga	faire
justice	Nc	justice
elle-même	Pp	elle-même
,	Fw	,
le	Da	le
perce	Nc	perce
d'	S	de
un	Dn	un
coup	Nc	coup
mortel	Ag	mortel
,	Fw	,
et	Cc	et
venge	Vvc	venger
en	S	en
même	Ag	même
temps	Nc	temps
cette	Dd	ce
mort	Nc	mort
par	S	par
la	Da	le
sienne	Ps	sien
.	Fs	.
Oui	Rg	oui
si	Cs	si
tu	Pp	tu
veux	Vvc	vouloir
monter	Vvn	monter
en	S	en
ce	Dd	ce
degré	Nc	degré
suprême	Ag	suprême
,	Fw	,
Et	Vvc	et
régner	Vvn	régner
sur	S	sur
autrui	Pi	autrui
,	Fw	,
règne	Vvc	régner
dessus	S	dessus
toi-même	Pp	lui-même
,	Fw	,
Et	Vvc	et
viens	Vvc	venir
apprendre	Vvn	apprendre
l'	Da	le
art	Nc	art
de	S	de
te	Pp	tu
donner	Vvn	donner
la	Da	le
loi	Nc	loi
Avant	Ga	avant
que	Cs	que
tes	Ds	ton
sujets	Nc	sujet
ne	Rp	ne
la	Pp	il
reçoivent	Vvc	recevoir
de	S	de
toi	Pp	tu
.	Fs	.
Ce	Dd	ce
sceptre	Nc	sceptre
que	Pr	que
tu	Pp	tu
vois	Vvc	voir
tout	Di	tout
brillant	Nc	brillant
de	S	de
lumière	Nc	lumière
Est	Vvc	est
toujours	Rg	toujours
composé	Ge	composer
d'	S	de
une	Dn	un
lourde	Ag	lourd
matière	Nc	matière
,	Fw	,
Qui	Vvc	qui
chargeant	Ga	charger
trop	Rg	trop
la	Da	le
main	Nc	main
de	S	de
celui	Pd	celui
qui	Pr	qui
le	Pp	il
tient	Vvc	tenir
,	Fw	,
Perd	Vvc	perdre
souvent	Rg	souvent
sa	Ds	son
beauté	Nc	beauté
quand	Cs	quand
il	Pp	il
nous	Pp	nous
appartient	Vvc	appartenir
.	Fs	.
Ces	Dd	ce
superbes	Ag	superbe
habits	Nc	habit|habits
de	S	de
pourpre	Nc	pourpre
et	Cc	et
d'	S	de
écarlate	Nc	écarlate
Ont	Vvc	ont
un	Dn	un
lustre	Nc	lustre
qui	Pr	qui
trompe	Vvc	tromper
autant	Rg	autant
comme	Cs	comme
il	Pp	il
éclate	Vvc	éclater
,	Fw	,
Qui	Vvc	qui
ne	Rp	ne
semble	Vvc	sembler
charmant	Ga	charmer
qu'	Cs	que
alors	Rg	alors
qu'	Cs	que
il	Pp	il
éblouit	Vvc	éblouir
Mais	Vvc	mais
qui	Pr	qui
se	Pp	il
montre	Vvc	montrer
rude	Ag	rude
alors	Rg	alors
qu'	Cs	que
on	Pp	on
en	Pp	en
jouit	Vvc	jouir
.	Fs	.
En	S	en
un	Dn	un
mot	Nc	mot
la	Da	le
Couronne	Nc	couronne
a	Vuc	avoir
de	Dn	un
grands	Ag	grand
avantages	Nc	avantage
,	Fw	,
Les	Vvc	les
plus	Rg	plus
vains	Ag	vain
des	S+Da	de+le|de+les
mortels	Nc	mortel
lui	Pp	il
rendent	Vvc	rendre
leurs	Ds	leur
hommages	Nc	hommage
,	Fw	,
Mais	Vvc	mais
quel	Dt	quel
éclat	Nc	éclat
qu'	Pr	que
elle	Pp	il
ait	Vuc	avoir
,	Fw	,
elle	Pp	il
a	Vuc	avoir
toujours	Rg	toujours
son	Ds	son
poids	Nc	poids
,	Fw	,
Et	Vvc	et
son	Ds	son
or	Nc	or
fait	Vvc	faire
blanchir	Vvn	blanchir
la	Da	le
tête	Nc	tête
de	S	de
nos	Ds	notre
Rois	Vvc	rois
:	Fw	:
Sache	Vvc	savoir
donc	Rg	donc
pour	S	pour
monter	Vvn	monter
au	S+Da	à+le
trône	Nc	trône
de	S	de
ton	Ds	ton
père	Nc	père
Qu'	Vvc	qu'
il	Pp	il
ne	Rp	ne
donne	Vvc	donner
rien	Pi	rien
moins	Rg	moins
que	Cs	que
ce	Pd	ce
qu'	Pr	que
on	Pp	on
en	Pp	en
espère	Vvc	espérer
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
est	Vuc	être
plein	Ag	plein
de	S	de
chagrins	Ag	chagrin
,	Fw	,
qu'	Cs	que
il	Pp	il
produit	Vvc	produire
des	Dn	un
soucis	Nc	souci
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
tourmente	Vvc	tourmenter
toujours	Rg	toujours
ceux	Pd	celui
qu'	Pr	que
on	Pp	on
y	Pp	y
voit	Vvc	voir
assis	Ge	asseoir
;	Fw	;
Qu'	Vvc	qu'
il	Pp	il
lui	Pp	il
faut	Vvc	faillir|falloir
apporter	Vvn	apporter
le	Da	le
bien	Rg	bien
qu'	Cs	que
on	Pp	on
lui	Pp	il
demande	Vvc	demander
,	Fw	,
Que	Vvc	que
qui	Pr	qui
le	Pp	il
connaît	Vvc	connaître
bien	Rg	bien
,	Fw	,
le	Pp	il
fuit	Vvc	fuir
,	Fw	,
et	Cc	et
l'	Pp	il
appréhende	Vvc	appréhender
,	Fw	,
Et	Vvc	et
qu'	Cs	que
il	Pp	il
rend	Vvc	rendre
tous	Di	tout
les	Da	le
Rois	Vvc	rois
bien	Rg	bien
plus	Rg	plus
heureux	Ag	heureux
que	Cs	que
nous	Pp	nous
,	Fw	,
Si	Vvc	si
le	Da	le
lit	Nc	lit
bien	Rg	bien
doré	Ge	dorer
rend	Vvc	rendre
le	Da	le
sommeil	Nc	sommeil
plus	Rg	plus
doux	Ag	doux
.	Fs	.
Mais	Cc	mais
ayant	Ga	avoir
aujourd'hui	Rg	aujourd'hui
le	Da	le
dessein	Nc	dessein
de	S	de
t'	Pp	tu
instruire	Vvn	instruire
Je	Vvc	je
m'	Pp	je
en	Pp	en
vais	Vvc	aller
t'	Pp	tu
enseigner	Vvn	enseigner
comme	Cs	comme
il	Pp	il
t'	Pp	tu
y	Pp	y
faut	Vvc	faillir|falloir
conduire	Vvn	conduire
,	Fw	,
Te	Vvc	te
montrer	Vvn	montrer
en	S	en
tableau	Nc	tableau
des	S+Da	de+le|de+les
Princes	Nc	prince
vertueux	Ag	vertueux
Pour	Nc	pour
en	S	en
prendre	Vvn	prendre
l'	Da	le
exemple	Nc	exemple
,	Fw	,
et	Cc	et
te	Pp	tu
former	Vvn	former
sur	S	sur
eux	Pp	eux
,	Fw	,
Éviter	Nc	éviter
le	Da	le
défaut	Nc	défaut
qui	Pr	qui
fût	Vuc	être
en	S	en
leurs	Ds	leur
personnes	Nc	personne
,	Fw	,
Prendre	Vvc	prendre
les	Da	le
qualités	Nc	qualité
que	Pr	que
nous	Pp	nous
jugerons	Vvc	juger
bonnes	Ag	bon
,	Fw	,
Et	Vvc	et
faire	Vvn	faire
ce	Pd	ce
qu'	Pr	que
aucun	Pi	aucun
n'	Rp	ne
a	Vuc	avoir
jamais	Rg	jamais
inventé	Ge	inventer
,	Fw	,
En	Vvc	en
te	Pp	tu
divertissant	Ga	divertir
avec	S	avec
utilité	Nc	utilité
.	Fs	.
Et	Cc	et
comme	Cs	comme
un	Dn	un
Souverain	Nc	souverain
n'	Rp	ne
a	Vuc	avoir
point	Rg	point
de	S	de
plus	Rg	plus
grand	Ag	grand
vice	Nc	vice
,	Fw	,
Que	Vvc	que
celui	Pd	celui
de	S	de
manquer	Vvn	manquer
à	S	à
rendre	Vvn	rendre
la	Da	le
Justice	Nc	justice
,	Fw	,
Je	Vvc	je
vais	Vvc	aller
t'	Pp	tu
en	S	en
montrer	Vvn	montrer
un	Pi	un
qui	Pr	qui
perd	Vvc	perdre
dedans	Rg	dedans
sa	Ds	son
Cour	Nc	cour
Pour	Ag	pour
ne	Rp	ne
la	Pp	il
rendre	Vvn	rendre
pas	Rg	pas
,	Fw	,
la	Da	le
Couronne	Nc	couronne
et	Cc	et
le	Da	le
jour	Nc	jour
.	Fs	.
Par	S	par
quelle	Dt	quel
invention	Nc	invention
?	Fs	?
J'	Pp	je
ai	Vuc	avoir
chez	S	chez
moi	Pp	je
de	Dn	un
grands	Ag	grand
hommes	Nc	homme
,	Fw	,
Les	Vvc	les
merveilles	Nc	merveille
de	S	de
France	Nc	france
et	Cc	et
du	S+Da	de+le
siècle	Nc	siècle
où	Pr	où
nous	Pp	nous
sommes	Vuc	être
,	Fw	,
Qui	Vvc	qui
mêlant	Ga	mêler
l'	Da	le
artifice	Nc	artifice
avec	S	avec
le	Da	le
jugement	Nc	jugement
Savent	Vvc	savoir
avec	S	avec
tant	Rg	tant
d'	S	de
art	Nc	art
dépeindre	Vvn	dépeindre
un	Dn	un
mouvement	Nc	mouvement
Et	Vvc	et
ces	Dd	ce
bouillants	Ag	bouillant
désirs	Nc	désir
qui	Pr	qui
souvent	Rg	souvent
nous	Pp	nous
tourmentent	Vvc	tourmenter
Qu'	Vvc	qu'
on	Pp	on
dirait	Vvc	dire
à	S	à
les	Pp	ils
voir	Vvn	voir
qu'	Cs	que
eux	Pp	eux
-mêmes	Vvc	-mêmes
les	Pp	ils
ressentent	Vvc	ressentir
.	Fs	.
Mais	Cc	mais
il	Pp	il
faut	Vvc	faillir|falloir
bien	Rg	bien
du	S+Da	de+le
temps	Nc	temps
.	Fs	.
Il	Pp	il
ne	Rp	ne
faut	Vvc	faillir|falloir
qu'	Rg	que
un	Dn	un
moment	Nc	moment
Pour	Ag	pour
te	Pp	tu
faire	Vvn	faire
goûter	Vvn	goûter
ce	Dd	ce
divertissement	Nc	divertissement
,	Fw	,
Page	Nc	page
,	Fw	,
faites	Vvc	faire
lever	Vvn	lever
cette	Dd	ce
tapisserie	Nc	tapisserie
,	Fw	,
Ils	Vvc	ils
sont	Vuc	être
prêts	Ag	prêt
,	Fw	,
mais	Cc	mais
surtout	Rg	surtout
écoute	Vvc	écouter
je	Pp	je
te	Pp	tu
prie	Vvc	prier
.	Fs	.
On	Pp	on
tire	Vvc	tirer
une	Dn	un
toile	Nc	toile
et	Cc	et
l'	Pp	il
on	Pp	on
voit	Vvc	voir
un	Dn	un
jardin	Nc	jardin
dans	S	dans
lequel	Pr	lequel
est	Vuc	être
une	Dn	un
femme	Nc	femme
en	S	en
colère	Nc	colère
.	Fs	.
Ils	Pp	ils
se	Pp	il
mettent	Vvc	mettre
en	S	en
un	Dn	un
des	S+Da	de+le|de+les
coins	Nc	coin
du	S+Da	de+le
Théâtre	Nc	théâtre
pour	S	pour
écouter	Vvn	écouter
.	Fs	.
Après	Vvc	après
un	Dn	un
tel	Ag	tel
affront	Nc	affront
me	Pp	je
refuser	Vvn	refuser
Justice	Nc	justice
,	Fw	,
Rebuter	Vvn	rebuter
l'	Da	le
innocence	Nc	innocence
,	Fw	,
et	Cc	et
soutenir	Vvn	soutenir
le	Da	le
vice	Nc	vice
,	Fw	,
Sont	Vvc	sont
-ce	Vvc	-ce
les	Da	le
actions	Nc	action
d'	S	de
un	Dn	un
juste	Nc	juste
Potentat	Vvc	potentat
?	Fs	?
Est	Vuc	être
-ce	Vvc	-ce
de	S	de
la	Da	le
façon	Nc	façon
qu'	Pr	que
il	Pp	il
maintient	Vvc	maintenir
son	Ds	son
État	Nc	état
,	Fw	,
Et	Vvc	et
le	Pp	il
doit	Vvc	devoir
-on	Nc	-on
tenir	Vvn	tenir
pour	S	pour
Prince	Nc	prince
légitime	Ag	légitime
?	Fs	?
S'	Pp	se
il	Pp	il
est	Vuc	être
enfant	Nc	enfant
du	S+Da	de+le
vice	Nc	vice
,	Fw	,
et	Cc	et
règne	Vvc	régner
avec	S	avec
le	Da	le
crime	Nc	crime
,	Fw	,
Que	Vvc	que
me	Pp	je
sert	Vvc	servir
qu'	Cs	que
il	Pp	il
ait	Vuc	avoir
fait	Ge	faire
tant	Rg	tant
de	S	de
rares	Ag	rare
exploits	Nc	exploit
Qu'	Vvc	qu'
il	Pp	il
range	Vvc	ranger
chaque	Di	chaque
jour	Nc	jour
des	S+Da	de+le|de+les
peuples	Nc	peuple
sous	S	sous
ses	Ds	son
lois	Nc	loi
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
emporte	Vvc	emporter
des	S+Da	de+le|de+les
forts	Ag	fort
,	Fw	,
qu'	Cs	que
il	Pp	il
gagne	Vvc	gagner
des	Dn	un
batailles	Nc	bataille
S'	Vvc	s'
il	Pp	il
se	Pp	il
laisse	Vvc	laisser
gagner	Vvn	gagner
dans	S	dans
ses	Ds	son
propres	Ag	propre
murailles	Nc	muraille
,	Fw	,
Et	Vvc	et
si	Rg	si
dedans	Rg	dedans
sa	Ds	son
Cour	Nc	cour
il	Pp	il
quitte	Vvc	quitter
la	Da	le
vertu	Nc	vertu
Dont	Vvc	dont
par	S	par
toute	Di	tout
la	Da	le
terre	Nc	terre
il	Pp	il
semble	Vvc	sembler
revêtu	Ge	revêtir
.	Fs	.
Il	Pp	il
souffre	Vvc	souffrir
qu'	Cs	que
un	Dn	un
brutal	Nc	brutal
lui	Pp	il
jette	Vvc	jeter
dedans	Rg	dedans
l'	Da	le
âme	Nc	âme
Un	Vvc	un
funeste	Ag	funeste
poison	Nc	poison
qui	Pr	qui
le	Pp	il
couvre	Vvc	couvrir
de	S	de
blâme	Nc	blâme
,	Fw	,
Qu'	Vvc	qu'
un	Dn	un
flatteur	Ag	flatteur
enragé	Nc	enragé
lui	Pp	il
sème	Vvc	semer
des	Dn	un
appas	Nc	appas
,	Fw	,
Et	Vvc	et
le	Pp	il
rende	Vvc	rendre
noirci	Ge	noircir
des	S+Da	de+le|de+les
défauts	Nc	défaut
qu'	Pr	que
il	Pp	il
n'	Rp	ne
a	Vuc	avoir
pas	Rg	pas
.	Fs	.
Il	Pp	il
le	Pp	il
rend	Vvc	rendre
odieux	Ag	odieux
quoiqu'il	Nc	quoiqu'il
soit	Vuc	être
adorable	Ag	adorable
,	Fw	,
Quoiqu'il	Nc	quoiqu'il
soit	Vuc	être
vertueux	Ag	vertueux
,	Fw	,
il	Pp	il
le	Pp	il
rend	Vvc	rendre
exécrable	Ag	exécrable
,	Fw	,
Et	Vvc	et
tout	Pi	tout
aimé	Ge	aimer
qu'	Cs	que
il	Pp	il
est	Vuc	être
lui	Pp	il
fait	Vvc	faire
des	Dn	un
ennemis	Nc	ennemi
,	Fw	,
Lui	Nc	lui
faisant	Ga	faire
soutenir	Vvn	soutenir
les	Da	le
maux	Nc	mal
qu'	Pr	que
il	Pp	il
a	Vuc	avoir
commis	Ge	commettre
.	Fs	.
Ah	I	ah
!	Fs	!
Philippe	Nc	philippe
,	Fw	,
ah	I	ah
!	Fs	!
Mon	Ds	mon
Roi	Nc	roi
,	Fw	,
ne	Rp	ne
défends	Vvc	défendre
plus	Rg	plus
ce	Dd	ce
traître	Nc	traître
.	Fs	.
Soutenant	Ga	soutenir
un	Dn	un
méchant	Nc	méchant
on	Pp	on
commence	Vvc	commencer
de	S	de
l'	Pp	il
être	Vun	être
,	Fw	,
En	Vvc	en
défendant	Ga	défendre
le	Da	le
vice	Nc	vice
on	Pp	on
prend	Vvc	prendre
part	Nc	part
au	S+Da	à+le
forfait	Nc	forfait
,	Fw	,
Et	Vvc	et
l'	Pp	il
on	Pp	on
fait	Vvc	faire
plus	Rg	plus
de	S	de
mal	Rg	mal
que	Cs	que
celui	Pd	celui
qui	Pr	qui
l'	Pp	il
a	Vuc	avoir
fait	Ge	faire
,	Fw	,
Souffre	Vvc	souffrir
que	Cs	que
mon	Ds	mon
honneur	Nc	honneur
te	Pp	tu
demande	Vvc	demander
vengeance	Nc	vengeance
,	Fw	,
Ne	Vvc	ne
lui	Pp	il
refuse	Vvc	refuser
pas	Rg	pas
cette	Dd	ce
douce	Ag	doux
allégeance	Nc	allégeance
,	Fw	,
Et	Vvc	et
permets	Vvc	permettre
que	Cs	que
ce	Dd	ce
coeur	Nc	cœur
perde	Vvc	perdre
qui	Pr	qui
l'	Pp	il
a	Vuc	avoir
perdu	Ge	perdre
,	Fw	,
Mais	Vvc	mais
malgré	S	malgré
la	Da	le
raison	Nc	raison
tu	Pp	tu
me	Pp	je
l'	Pp	il
as	Vuc	avoir
défendu	Ge	défendre
,	Fw	,
Et	Vvc	et
quand	Cs	quand
je	Pp	je
te	Pp	tu
parlais	Vvc	parler
bien	Rg	bien
loin	Rg	loin
d'	S	de
être	Vun	être
écoutée	Ge	écouter
,	Fw	,
Tu	Vvc	tu
m'	Pp	je
as	Vuc	avoir
fermé	Ge	fermer
la	Da	le
bouche	Nc	bouche
,	Fw	,
et	Cc	et
tu	Pp	tu
m'	Pp	je
as	Vuc	avoir
rebutée	Ge	rebuter
.	Fs	.
Ah	I	ah
!	Fs	!
Je	Pp	je
n'	Rp	ne
espère	Vvc	espérer
plus	Rg	plus
aucun	Di	aucun
secours	Nc	secours
de	S	de
toi	Pp	tu
,	Fw	,
Je	Vvc	je
n'	Rp	ne
en	Pp	en
attendrai	Vvc	attendre
plus	Rg	plus
que	Cs	que
du	S+Da	de+le
Ciel	Nc	ciel
et	Cc	et
de	S	de
moi	Pp	je
:	Fw	:
Je	Pp	je
vais	Vvc	aller
voir	Vvn	voir
ce	Dd	ce
méchant	Nc	méchant
,	Fw	,
et	Cc	et
suivi	Ge	suivre
de	S	de
sa	Ds	son
garde	Nc	garde
Il	Ag	il
faut	Vvc	faillir|falloir
que	Cs	que
je	Pp	je
lui	Pp	il
parle	Vvc	parler
,	Fw	,
et	Cc	et
que	Cs	que
je	Pp	je
le	Pp	il
poignarde	Vvc	poignarder
:	Fw	:
Mais	Cc	mais
il	Pp	il
est	Vuc	être
ton	Ds	ton
ami	Nc	ami
;	Fw	;
mais	Cc	mais
étant	Ga	être
vicieux	Ag	vicieux
Je	Nc	je
sais	Vvc	savoir
qu'	Cs	que
il	Pp	il
est	Vuc	être
aussi	Rg	aussi
l'	Da	le
ennemi	Nc	ennemi
de	S	de
nos	Ds	notre
Dieux	Nc	dieux
,	Fw	,
Que	Vvc	que
c'	Pd	ce
est	Vuc	être
leur	Ds	leur
intérêt	Nc	intérêt
qui	Pr	qui
demande	Vvc	demander
sa	Ds	son
chute	Nc	chute
,	Fw	,
Et	Vvc	et
qu'	Cs	que
ils	Pp	ils
me	Pp	je
défendront	Vvc	défendre
si	Cs	si
l'	Pp	il
on	Pp	on
m'	Pp	je
en	Pp	en
persécute	Vvc	persécuter
.	Fs	.
Rien	Pi	rien
ne	Rp	ne
doit	Vvc	devoir
m'	Pp	je
étonner	Vvn	étonner
,	Fw	,
tout	Rg	tout
me	Pp	je
doit	Vvc	devoir
secourir	Vvn	secourir
Je	Nc	je
suis	Vuc	être
femme	Nc	femme
,	Fw	,
il	Pp	il
faut	Vvc	faillir|falloir
donc	Rg	donc
me	Pp	je
venger	Vvn	venger
ou	Cc	ou
mourir	Vvn	mourir
.	Fs	.
Mégare	Vvc	mégare
entre	S	entre
dans	S	dans
ce	Dd	ce
jardin	Nc	jardin
,	Fw	,
et	Cc	et
cherche	Vvc	chercher
Minerve	Vvc	minerve
des	Dn	un
yeux	Nc	œil
.	Fs	.
Mais	Cc	mais
j'	Pp	je
aperçois	Vvc	apercevoir
Mégare	Vvc	mégare
.	Fs	.
Ah	I	ah
!	Fs	!
Mégare	Vvc	mégare
.	Fs	.
Ah	I	ah
!	Fs	!
Madame	Nc	madame
.	Fs	.
Quelle	Dt	quel
est	Vuc	être
cette	Dd	ce
douleur	Nc	douleur
qui	Pr	qui
trouble	Vvc	troubler
ainsi	Rg	ainsi
votre	Ds	votre
âme	Nc	âme
,	Fw	,
D'	Nc	d'
où	Pr	où
vient	Vvc	venir
ce	Dd	ce
mouvement	Nc	mouvement
que	Pr	que
je	Pp	je
lis	Vvc	lire
dans	S	dans
vos	Ds	votre
yeux	Nc	œil
?	Fs	?
Ouvre	Vvc	ouvrer|ouvrir
,	Fw	,
ouvre	Vvc	ouvrer|ouvrir
pour	S	pour
moi	Pp	je
le	Da	le
sein	Nc	sein
pour	S	pour
le	Pp	il
découvrir	Vvn	découvrir
mieux	Rg	mieux
Fais	Vvc	faire
en	S	en
me	Pp	je
le	Pp	il
perçant	Ga	percer
un	Dn	un
passage	Nc	passage
à	S	à
mon	Ds	mon
âme	Nc	âme
,	Fw	,
Elle	Vvc	elle
t'	Pp	tu
entretiendra	Vvc	entretenir
de	S	de
l'	Da	le
amour	Nc	amour
d'	S	de
un	Dn	un
infâme	Ag	infâme
,	Fw	,
D'	Nc	d'
un	Dn	un
traître	Nc	traître
et	Cc	et
d'	S	de
un	Dn	un
brutal	Nc	brutal
qui	Pr	qui
m'	Pp	je
a	Vuc	avoir
ravi	Ge	ravir
l'	Da	le
honneur	Nc	honneur
.	Fs	.
Mais	Cc	mais
modérez	Vvc	modérer
vos	Ds	votre
pleurs	Nc	pleur
.	Fs	.
Ils	Pp	ils
font	Vvc	faire
tout	Di	tout
mon	Ds	mon
bonheur	Nc	bonheur
.	Fs	.
En	S	en
l'	Da	le
état	Nc	état
où	Pr	où
le	Pp	il
suis	Vuc	être
les	Da	le
soupirs	Nc	soupir
et	Cc	et
les	Da	le
larmes	Nc	larme
La	Vvc	la
plainte	Ge	plaindre
,	Fw	,
et	Cc	et
les	Da	le
sanglots	Nc	sanglot
,	Fw	,
