Orgueilleux	Ag	orgueilleux
vient	Vvc	venir
notre	Ds	notre
inclination	Nc	inclination
,	Fw	,
Avec	Vvc	avec
l'	Da	le
âme	Nc	âme
en	S	en
mon	Ds	mon
sein	Nc	sein
versa	Vvc	verser
l'	Da	le
ambition	Nc	ambition
,	Fw	,
Et	Vvc	et
cette	Dd	ce
ardeur	Nc	ardeur
aveugle	Ag	aveugle
à	S	à
mon	Ds	mon
âme	Nc	âme
attachée	Ge	attacher
,	Fw	,
Par	Nc	par
mes	Ds	mon
propres	Ag	propre
efforts	Nc	effort
n'	Rp	ne
en	Pp	en
peut	Vvc	pouvoir
être	Vun	être
arrachée	Ge	arracher
.	Fs	.
En	S	en
vain	Ag	vain
de	S	de
ce	Dd	ce
torrent	Nc	torrent
je	Pp	je
m'	Pp	je
en	Pp	en
veux	Vvc	vouloir
détourner	Vvn	détourner
,	Fw	,
Si	Vvc	si
je	Pp	je
ne	Rp	ne
le	Pp	il
veux	Vvc	vouloir
suivre	Vvn	suivre
il	Pp	il
saura	Vvc	savoir
m'	Pp	je
entraîner	Vvn	entraîner
;	Fw	;
J'	Vvc	j'
en	Pp	en
veux	Vvc	vouloir
toujours	Rg	toujours
au	S+Da	à+le
sceptre	Nc	sceptre
,	Fw	,
et	Cc	et
n'	Rp	ne
ai	Vuc	avoir
pas	Rg	pas
le	Da	le
puissance	Nc	puissance
D'	Ag	d'
en	S	en
perdre	Vvn	perdre
la	Da	le
désir	Nc	désir
quand	Cs	quand
j'	Pp	je
en	Pp	en
perds	Vvc	perdre
l'	Da	le
espérance	Nc	espérance
.	Fs	.
Mais	Cc	mais
s'	Cs	si
il	Pp	il
te	Pp	tu
faut	Vvc	faillir|falloir
souffrir	Vvn	souffrir
,	Fw	,
au	S+Da	à+le
moins	Nc	moins
,	Fw	,
cruelle	Ag	cruel
ardeur	Nc	ardeur
,	Fw	,
Fais	Vvc	faire
place	Nc	place
à	S	à
d'	Dn	un
autres	Ag	autre
feux	Nc	feu|feux
,	Fw	,
passe	Vvc	passer
au	S+Da	à+le
fond	Nc	fond
de	S	de
mon	Ds	mon
cour	Nc	cour
;	Fw	;
Pour	Nc	pour
arriver	Vvn	arriver
au	S+Da	à+le
trône	Nc	trône
où	Pr	où
tu	Pp	tu
pousses	Vvc	pousser
mon	Ds	mon
âme	Nc	âme
,	Fw	,
Souffre	Vvc	souffrir
qu'	Cs	que
à	S	à
ton	Ds	ton
secours	Nc	secours
j'	Pp	je
appelle	Vvc	appeler
une	Dn	un
autre	Ag	autre
flamme	Nc	flamme
,	Fw	,
Et	Vvc	et
puisque	Cs	puisque
ton	Ds	ton
pouvoir	Nc	pouvoir
est	Vuc	être
trop	Rg	trop
faible	Ag	faible
en	S	en
ce	Dd	ce
jour	Nc	jour
,	Fw	,
Permets	Vvc	permettre
-moi	Vvc	-moi
d'	S	de
emprunter	Vvn	emprunter
les	Da	le
forces	Nc	force|forcé
de	S	de
l'	Da	le
amour	Nc	amour
.	Fs	.
Nous	Pp	nous
pourrons	Vvc	pouvoir
triompher	Vvn	triompher
encore	Rg	encore
avec	S	avec
nos	Ds	notre
armes	Nc	arme|armé
:	Fw	:
Pour	S	pour
tout	Di	tout
le	Da	le
sang	Nc	sang
royal	Nc	royal
mon	Ds	mon
visage	Nc	visage
a	Vuc	avoir
des	Dn	un
charmes	Nc	charme
,	Fw	,
Et	Vvc	et
je	Pp	je
vois	Vvc	voir
sous	S	sous
mes	Ds	mon
lois	Nc	loi
également	Rg	également
soumis	Ge	soumettre
Et	Vvc	et
le	Da	le
roi	Nc	roi
de	S	de
Syrie	Nc	syrie
,	Fw	,
et	Cc	et
le	Da	le
prince	Nc	prince
son	Ds	son
fils	Nc	fil|fils
.	Fs	.
Si	Cs	si
je	Pp	je
veux	Vvc	vouloir
m'	Pp	je
abaisser	Vvn	abaisser
jusqu'	S	jusque
à	S	à
feindre	Vvn	feindre
que	Cs	que
j'	Pp	je
aime	Vvc	aimer
,	Fw	,
Stratonice	Nc	stratonice
n'	Rp	ne
a	Vuc	avoir
pas	Rg	pas
encore	Rg	encore
le	Da	le
diadème	Nc	diadème
,	Fw	,
Et	Vvc	et
Seleucus	Vvc	seleucus
pour	S	pour
moi	Pp	je
pourra	Vvc	pouvoir
tout	Rg	tout
aujourd'hui	Rg	aujourd'hui
,	Fw	,
Pour	Nc	pour
peu	Rg	peu
que	Cs	que
mes	Ds	mon
regards	Nc	regard
s'	Pp	se
adoucissent	Vvc	adoucir
pour	S	pour
lui	Pp	il
.	Fs	.
Le	Da	le
sort	Nc	sort
devait	Vvc	devoir
un	Dn	un
sceptre	Nc	sceptre
au	S+Da	à+le
sang	Nc	sang
du	S+Da	de+le
grand	Ag	grand
Eumenes	Nc	eumenes
,	Fw	,
Dont	Vvc	dont
toute	Di	tout
la	Da	le
chaleur	Nc	chaleur
a	Vuc	avoir
passé	Ge	passer
dans	S	dans
mes	Ds	mon
veines	Nc	veine
,	Fw	,
Mais	Vvc	mais
malgré	S	malgré
le	Da	le
refus	Nc	refus
du	S+Da	de+le
sort	Nc	sort
injurieux	Ag	injurieux
,	Fw	,
Je	Vvc	je
n'	Rp	ne
ai	Vuc	avoir
pour	S	pour
l'	Pp	il
obtenir	Vvn	obtenir
besoin	Nc	besoin
que	Cs	que
de	S	de
mes	Ds	mon
yeux	Nc	œil
.	Fs	.
Il	Pp	il
est	Vuc	être
doux	Ag	doux
de	S	de
porter	Vvn	porter
au	S+Da	à+le
front	Nc	front
une	Dn	un
couronne	Nc	couronne
,	Fw	,
Quand	Nc	quand
le	Da	le
faveur	Nc	faveur
des	S+Da	de+le|de+les
Dieux	Nc	dieux
en	S	en
naissant	Ga	naître
nous	Pp	nous
la	Pp	il
donne	Vvc	donner
;	Fw	;
Mais	Vvc	mais
il	Pp	il
est	Vuc	être
bien	Rg	bien
plus	Rg	plus
doux	Ag	doux
,	Fw	,
et	Cc	et
bien	Rg	bien
plus	Rg	plus
glorieux	Ag	glorieux
,	Fw	,
De	Vvc	de
la	Da	le
devoir	Nc	devoir
encore	Rg	encore
à	S	à
soi	Pp	il
-même	Vvc	-même
,	Fw	,
qu'	Cs	que
aux	S+Da	à+les
Dieux	Nc	dieux
.	Fs	.
Quoi	Pt	quoi
,	Fw	,
vous	Pp	vous
êtes	Vuc	être
,	Fw	,
Madame	Nc	madame
,	Fw	,
et	Cc	et
rêveuse	Ag	rêveur
,	Fw	,
et	Cc	et
chagrine	Ag	chagrin
,	Fw	,
Dans	Vvc	dans
un	Dn	un
jour	Nc	jour
que	Cs	que
le	Da	le
roi	Nc	roi
pour	S	pour
votre	Ds	votre
hymen	Nc	hymen
destine	Vvc	destiner
?	Fs	?
Le	Da	le
prince	Nc	prince
votre	Ds	votre
amant	Nc	amant
,	Fw	,
avec	S	avec
toute	Di	tout
la	Da	le
cour	Nc	cour
,	Fw	,
Dans	Vvc	dans
les	Da	le
murs	Nc	mur|murs
d'	S	de
Antioche	Nc	antioche
est	Vuc	être
enfin	Rg	enfin
de	S	de
retour	Nc	retour
:	Fw	:
Le	Da	le
roi	Nc	roi
,	Fw	,
qui	Pr	qui
doit	Vvc	devoir
ce	Dd	ce
soir	Nc	soir
épouser	Vvn	épouser
Stratonice	Nc	stratonice
,	Fw	,
Veut	Vvc	vouloir
qu'	Cs	que
avec	S	avec
son	Ds	son
hymen	Nc	hymen
le	Da	le
vôtre	As#Ps	vôtre
s'	Pp	se
accomplisse	Vvc	accomplir
,	Fw	,
Et	Vvc	et
son	Ds	son
unique	Ag	unique
fils	Nc	fil|fils
qui	Pr	qui
sera	Vuc	être
votre	Ds	votre
époux	Nc	époux
Devrait	Vvc	devoir
vous	Pp	vous
inspirer	Vvn	inspirer
des	Dn	un
sentiments	Nc	sentiment
plus	Rg	plus
doux	Ag	doux
.	Fs	.
Bien	Rg	bien
que	Cs	que
d'	S	de
Antiochus	Nc	antiochus
je	Pp	je
me	Pp	je
crois	Vvc	croire|croître
adorée	Ge	adorer
,	Fw	,
Notre	Nc	notre
union	Nc	union
encore	Rg	encore
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
trop	Rg	trop
assurée	Ge	assurer
Et	Vvc	et
malgré	S	malgré
ses	Ds	son
désirs	Nc	désir
,	Fw	,
et	Cc	et
les	Da	le
ordre	Nc	ordre
du	S+Da	de+le
roi	Nc	roi
,	Fw	,
Notre	Nc	notre
hymen	Nc	hymen
se	Pp	il
peut	Vvc	pouvoir
rompre	Vvn	rompre
.	Fs	.
Et	Cc	et
qui	Pr	qui
le	Pp	il
rompra	Vvc	rompre
?	Fs	?
Moi	Pp	je
.	Fs	.
Vous	Pp	vous
,	Fw	,
Madame	Nc	madame
,	Fw	,
le	Pp	il
rompre	Vvn	rompre
?	Fs	?
Oui	Rg	oui
,	Fw	,
Cephise	Vvc	cephise
,	Fw	,
moi	Pp	je
-même	Vvc	-même
.	Fs	.
Le	Da	le
prince	Nc	prince
a	Vuc	avoir
du	Dp	du
mérite	Nc	mérite
,	Fw	,
il	Pp	il
est	Vuc	être
digne	Ag	digne
qu'	Cs	que
on	Pp	on
l'	Pp	il
aime	Vvc	aimer
,	Fw	,
Mais	Vvc	mais
j'	Pp	je
y	Pp	y
trouve	Vvc	trouver
un	Dn	un
défaut	Nc	défaut
dont	Pr	dont
mon	Ds	mon
cour	Nc	cour
est	Vuc	être
gêné	Ge	gêner
.	Fs	.
Dieux	Nc	dieux
,	Fw	,
quel	Dt	quel
défaut	Nc	défaut
,	Fw	,
Madame	Nc	madame
?	Fs	?
Il	Pp	il
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
couronné	Ge	couronner
;	Fw	;
Et	Vvc	et
le	Da	le
cour	Nc	cour
que	Pr	que
je	Pp	je
porte	Vvc	porter
,	Fw	,
et	Cc	et
qu'	Cs	que
on	Pp	on
veut	Vvc	vouloir
que	Cs	que
je	Pp	je
donne	Vvc	donner
,	Fw	,
Croit	Vvc	croire|croître
être	Vun	être
à	S	à
trop	Rg	trop
bas	Ag	bas
prix	Nc	prix
à	S	à
moins	Rg	moins
d'	S	de
une	Dn	un
couronne	Nc	couronne
.	Fs	.
Mais	Cc	mais
vous	Pp	vous
pouviez	Vvc	pouvoir
régner	Vvn	régner
en	S	en
épousant	Ga	épouser
le	Da	le
roi	Nc	roi
,	Fw	,
Avant	Ga	avant
qu'	Cs	que
à	S	à
Stratonice	Nc	stratonice
il	Pp	il
engagea	Vvc	engager
sa	Ds	son
foi	Nc	foi
.	Fs	.
Vous	Pp	vous
avez	Vuc	avoir
pu	Ge	pouvoir
choisir	Vvn	choisir
du	S+Da	de+le
prince	Nc	prince
,	Fw	,
ou	Cc	ou
de	S	de
son	Ds	son
père	Nc	père
,	Fw	,
Vous	Nc	vous
avez	Vuc	avoir
à	S	à
tous	Di	tout
deux	Nc	deux
également	Rg	également
su	Ge	savoir
plaire	Vvn	plaire
,	Fw	,
Et	Vvc	et
si	Cs	si
le	Da	le
roi	Nc	roi
pour	S	pour
lui	Pp	il
n'	Rp	ne
eut	Vuc	avoir
pas	Rg	pas
vu	Ge	voir
vos	Ds	votre
mépris	Nc	mépris
,	Fw	,
Il	Vvc	il
n'	Rp	ne
aurait	Vuc	avoir
jamais	Rg	jamais
pu	Ge	pouvoir
vous	Pp	vous
céder	Vvn	céder
à	S	à
son	Ds	son
fils	Nc	fil|fils
.	Fs	.
Apprends	Vvc	apprendre
pour	S	pour
t'	Pp	tu
expliquer	Vvn	expliquer
ce	Dd	ce
choix	Nc	choix
qu'	Pr	que
on	Pp	on
m'	Pp	je
a	Vuc	avoir
vu	Ge	voir
faire	Vvn	faire
,	Fw	,
Que	Vvc	que
j'	Pp	je
aime	Vvc	aimer
Antiochus	Vvc	antiochus
et	Cc	et
que	Cs	que
je	Pp	je
hais	Vvc	haïr
son	Ds	son
père	Nc	père
,	Fw	,
Mon	Nc	mon
cour	Nc	cour
pour	S	pour
Seleucus	Nc	seleucus
,	Fw	,
malgré	S	malgré
sa	Ds	son
passion	Nc	passion
Est	Vvc	est
naturellement	Rg	naturellement
rempli	Ge	remplir
d'	S	de
aversion	Nc	aversion
,	Fw	,
Et	Vvc	et
tu	Pp	tu
sais	Vvc	savoir
que	Rg	que
jamais	Rg	jamais
un	Dn	un
cour	Nc	cour
n'	Rp	ne
est	Vuc	être
bien	Rg	bien
le	Da	le
maître	Nc	maître
De	Vvc	de
ces	Dd	ce
instincts	Nc	instinct
qu'	Cs	que
en	S	en
nous	Pp	nous
la	Da	le
Nature	Nc	nature
fait	Vvc	faire
naître	Vvn	naître
.	Fs	.
D'abord	Nc	d'abord
voyant	Ga	voir
le	Da	le
roi	Nc	roi
sans	S	sans
femme	Nc	femme
,	Fw	,
et	Cc	et
déjà	Rg	déjà
vieux	Ag	vieux
,	Fw	,
Et	Vvc	et
le	Da	le
prince	Nc	prince
assuré	Ge	assurer
de	S	de
régner	Vvn	régner
en	S	en
ces	Dd	ce
lieux	Nc	lieu
,	Fw	,
Je	Vvc	je
croyais	Vvc	croire
l'	Da	le
acceptant	Nc	acceptant
,	Fw	,
toucher	Vvn	toucher
au	S+Da	à+le
diadème	Nc	diadème
,	Fw	,
Fuir	Vvn	fuir
une	Dn	un
main	Nc	main
haïe	Ge	haïr
,	Fw	,
obtenir	Vvn	obtenir
ce	Pd	ce
que	Pr	que
j'	Pp	je
aime	Vvc	aimer
,	Fw	,
Et	Vvc	et
satisfaire	Vvn	satisfaire
enfin	Rg	enfin
dans	S	dans
mon	Ds	mon
cour	Nc	cour
,	Fw	,
par	S	par
ce	Dd	ce
choix	Nc	choix
,	Fw	,
L'	Vvc	l'
ambition	Nc	ambition
,	Fw	,
la	Da	le
haine	Nc	haine
,	Fw	,
et	Cc	et
l'	Da	le
amour	Nc	amour
à	S	à
la	Da	le
fois	Nc	fois
.	Fs	.
Mais	Cc	mais
,	Fw	,
hélas	I	hélas
!	Fs	!
Cet	Dd	ce
espoir	Nc	espoir
m'	Pp	je
avait	Vuc	avoir
bien	Rg	bien
abusée	Ge	abuser
,	Fw	,
Une	Vvc	une
autre	Pi	autre
a	Vuc	avoir
pris	Ge	prendre
la	Da	le
main	Nc	main
que	Pr	que
j'	Pp	je
avais	Vuc	avoir
refusée	Ge	refuser
;	Fw	;
le	Da	le
roi	Nc	roi
sur	S	sur
la	Da	le
frontière	Nc	frontière
a	Vuc	avoir
vu	Ge	voir
Demetrius	Nc	demetrius
,	Fw	,
Où	Vvc	où
pour	S	pour
mieux	Rg	mieux
confirmer	Vvn	confirmer
les	Da	le
articles	Nc	article
conclus	Vvc	conclure
,	Fw	,
Étant	Nc	étant
sollicité	Ge	solliciter
d'	S	de
entrer	Vvn	entrer
dans	S	dans
sa	Ds	son
famille	Nc	famille
,	Fw	,
Comme	Vvc	comme
sceau	Nc	sceau
de	S	de
la	Da	le
paix	Nc	paix
,	Fw	,
il	Pp	il
a	Vuc	avoir
reçu	Ge	recevoir
sa	Ds	son
fille	Nc	fille
.	Fs	.
S'	Pp	se
il	Pp	il
épouse	Vvc	épouser
ce	Dd	ce
soir	Nc	soir
,	Fw	,
juge	Nc	juge
de	S	de
mon	Ds	mon
effroi	Nc	effroi
:	Fw	:
Le	Da	le
prince	Nc	prince
est	Vuc	être
en	S	en
péril	Nc	péril
de	S	de
n'	Rp	ne
être	Vun	être
jamais	Rg	jamais
roi	Nc	roi
,	Fw	,
Et	Vvc	et
le	Da	le
roi	Nc	roi
peut	Vvc	pouvoir
donner	Vvn	donner
,	Fw	,
pour	S	pour
comble	Nc	comble
de	S	de
misère	Nc	misère
,	Fw	,
Des	Vvc	des
maîtres	Nc	maître
à	S	à
son	Ds	son
fils	Nc	fil|fils
,	Fw	,
en	S	en
lui	Pp	il
donnant	Ga	donner
des	Dn	un
frères	Nc	frère
.	Fs	.
Entre	S	entre
les	Da	le
successeurs	Nc	successeur
d'	S	de
Alexandre	Nc	alexandre
le	Da	le
Grand	Nc	grand
,	Fw	,
Qui	Vvc	qui
de	S	de
tout	Di	tout
l'	Da	le
univers	Nc	univers
fut	Vuc	être
jadis	Rg	jadis
conquérant	Nc	conquérant
,	Fw	,
Je	Vvc	je
vois	Vvc	voir
Demetrius	Nc	demetrius
dans	S	dans
la	Da	le
peur	Nc	peur
qui	Pr	qui
m'	Pp	je
accable	Vvc	accabler
,	Fw	,
Le	Vvc	le
plus	Rg	plus
entreprenant	Ag	entreprenant
,	Fw	,
et	Cc	et
le	Da	le
plus	Rg	plus
redoutable	Ag	redoutable
.	Fs	.
Il	Pp	il
soutiendra	Vvc	soutenir
sa	Ds	son
fille	Nc	fille
,	Fw	,
et	Cc	et
mettra	Vvc	mettre
ses	Ds	son
enfants	Nc	enfant
,	Fw	,
Après	Vvc	après
la	Da	le
mort	Nc	mort
du	S+Da	de+le
roi	Nc	roi
,	Fw	,
dans	S	dans
le	Da	le
trône	Nc	trône
où	Pr	où
je	Pp	je
tends	Vvc	tendre
,	Fw	,
Et	Vvc	et
je	Pp	je
serai	Vuc	être
,	Fw	,
sans	S	sans
prendre	Vvn	prendre
une	Dn	un
plus	Rg	plus
haute	Ag	haut
marque	Nc	marque
,	Fw	,
Toujours	Vvc	toujours
femme	Nc	femme
d'	S	de
un	Dn	un
prince	Nc	prince
,	Fw	,
et	Cc	et
jamais	Rg	jamais
d'	S	de
un	Dn	un
monarque	Nc	monarque
.	Fs	.
Je	Pp	je
sens	Vvc	sentir
bien	Rg	bien
que	Cs	que
mon	Ds	mon
cour	Nc	cour
en	S	en
effet	Nc	effet
est	Vuc	être
surpris	Ge	surprendre
De	Vvc	de
haine	Nc	haine
pour	S	pour
le	Da	le
père	Nc	père
,	Fw	,
et	Cc	et
d'	S	de
amour	Nc	amour
pour	S	pour
le	Da	le
fils	Nc	fil|fils
;	Fw	;
Mais	Vvc	mais
rien	Pi	rien
n'	Rp	ne
étant	Ga	être
plus	Rg	plus
doux	Ag	doux
que	Cs	que
le	Da	le
titre	Nc	titre
de	S	de
reine	Nc	reine|roi
,	Fw	,
J'	Vvc	j'
ai	Vuc	avoir
plus	Rg	plus
d'	S	de
ambition	Nc	ambition
que	Cs	que
d'	S	de
amour	Nc	amour
,	Fw	,
ni	Cc	ni
de	S	de
haine	Nc	haine
.	Fs	.
Le	Da	le
prince	Nc	prince
quoique	Cs	quoique
aimable	Ag	aimable
,	Fw	,
est	Vuc	être
indigne	Ag	indigne
de	S	de
moi	Pp	je
,	Fw	,
Son	Nc	son
père	Nc	père
a	Vuc	avoir
peu	Rg	peu
d'	S	de
appas	Nc	appas
,	Fw	,
mais	Cc	mais
enfin	Rg	enfin
il	Pp	il
est	Vuc	être
roi	Nc	roi
,	Fw	,
Et	Vvc	et
le	Da	le
sceptre	Nc	sceptre
qu'	Pr	que
il	Pp	il
tient	Vvc	tenir
,	Fw	,
et	Cc	et
dont	Pr	dont
l'	Da	le
éclat	Nc	éclat
m'	Pp	je
emporte	Vvc	emporter
,	Fw	,
Communique	Vvc	communiquer
son	Ds	son
charme	Nc	charme
à	S	à
celui	Pd	celui
qui	Pr	qui
le	Da	le
porte	Nc	porte
.	Fs	.
C'	Pd	ce
est	Vuc	être
bien	Rg	bien
tard	Rg	tard
en	S	en
l'	Da	le
état	Nc	état
,	Fw	,
Madame	Nc	madame
,	Fw	,
où	Pr	où
je	Pp	je
vous	Pp	vous
vois	Vvc	voir
,	Fw	,
Que	Vvc	que
vous	Pp	vous
entreprenez	Vvc	entreprendre
de	S	de
regagner	Vvn	regagner
le	Da	le
roi	Nc	roi
,	Fw	,
Et	Vvc	et
vous	Pp	vous
le	Pp	il
deviez	Vvc	devoir|dévier
suivre	Vvn	suivre
en	S	en
ce	Dd	ce
dernier	Ag	dernier
voyage	Nc	voyage
,	Fw	,
Pour	Nc	pour
détourner	Vvn	détourner
plutôt	Rg	plutôt
ce	Dd	ce
fatal	Ag	fatal
mariage	Nc	mariage
.	Fs	.
Moi	Pp	je
,	Fw	,
voir	Vvn	voir
Demetrius	Nc	demetrius
!	Fs	!
Et	Cc	et
ne	Rp	ne
sais	Vvc	savoir
-tu	Vvn	-tu
pas	Rg	pas
bien	Rg	bien
Qu'	Ag	qu'
Antigone	Nc	antigone
son	Ds	son
père	Nc	père
a	Vuc	avoir
fait	Ge	faire
mourir	Vvn	mourir
le	Da	le
mien	Ps	mien
,	Fw	,
Et	Vvc	et
qu'	Cs	que
il	Pp	il
est	Vuc	être
de	S	de
ma	Ds	mon
gloire	Nc	gloire
,	Fw	,
et	Cc	et
de	S	de
la	Da	le
bienséance	Nc	bienséance
,	Fw	,
De	Vvc	de
haïr	Vvn	haïr
sa	Ds	son
personne	Nc	personne
et	Cc	et
de	S	de
fuir	Vvn	fuir
sa	Ds	son
présence	Nc	présence
?	Fs	?
Mais	Cc	mais
à	S	à
voir	Vvn	voir
Stratonice	Nc	stratonice
il	Pp	il
faudra	Vvc	faillir|falloir
me	Pp	je
forcer	Vvn	forcer
,	Fw	,
Par	Vvc	par
elle	Pp	il
mon	Ds	mon
dessein	Nc	dessein
doit	Vvc	devoir
ici	Rg	ici
commencer	Vvn	commencer
.	Fs	.
Je	Pp	je
veux	Vvc	vouloir
adroitement	Rg	adroitement
introduire	Vvn	introduire
en	S	en
son	Ds	son
âme	Nc	âme
Du	Vvc	du
dégoût	Nc	dégoût
pour	S	pour
le	Da	le
roi	Nc	roi
dont	Pr	dont
je	Pp	je
veux	Vvc	vouloir
être	Vun	être
femme	Nc	femme
,	Fw	,
Et	Vvc	et
lui	Pp	il
peindre	Vvn	peindre
son	Ds	son
fils	Nc	fil|fils
avec	S	avec
des	Dn	un
traits	Nc	trait|traits
si	Rg	si
doux	Ag	doux
,	Fw	,
Qu'	Vvc	qu'
elle	Pp	il
tint	Vvc	tenir
à	S	à
bonheur	Nc	bonheur
de	S	de
l'	Pp	il
avoir	Vun	avoir
pour	S	pour
époux	Nc	époux
.	Fs	.
Voyons	Vvc	voir
pourtant	Rg	pourtant
le	Da	le
roi	Nc	roi
,	Fw	,
c'	Pd	ce
est	Vuc	être
ici	Rg	ici
son	Ds	son
passage	Nc	passage
,	Fw	,
Il	Vvc	il
sort	Nc	sort
,	Fw	,
et	Cc	et
vient	Vvc	venir
lui-même	Pp	lui-même
aider	Vvn	aider
à	S	à
mon	Ds	mon
ouvrage	Nc	ouvrage
.	Fs	.
Vous	Pp	vous
ne	Rp	ne
l'	Pp	il
abordez	Vvc	aborder
pas	Rg	pas
?	Fs	?
Non	Rg	non
,	Fw	,
pour	S	pour
mieux	Rg	mieux
réussir	Vvn	réussir
Ce	Vvc	ce
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
mon	Ds	mon
dessein	Nc	dessein
d'abord	Nc	d'abord
de	S	de
m'	Pp	je
adoucir	Vvn	adoucir
.	Fs	.
Quoi	Pt	quoi
,	Fw	,
Princesse	Vvc	princesse
,	Fw	,
à	S	à
me	Pp	je
fuir	Vvn	fuir
vous	Pp	vous
semblez	Vvc	sembler
déjà	Rg	déjà
prête	Ag	prêt
?	Fs	?
J'	Pp	je
allais	Vvc	aller
sortir	Vvn	sortir
,	Fw	,
Seigneur	Nc	seigneur
,	Fw	,
mais	Cc	mais
le	Da	le
respect	Nc	respect
m'	Pp	je
arrête	Vvc	arrêter
.	Fs	.
Il	Pp	il
ne	Rp	ne
m'	Pp	je
est	Vuc	être
pas	Rg	pas
nouveau	Ag	nouveau
de	S	de
voir	Vvn	voir
pour	S	pour
mes	Ds	mon
ennuis	Nc	ennui
,	Fw	,
Que	Vvc	que
vous	Pp	vous
ayez	Vuc	avoir
toujours	Rg	toujours
à	S	à
sortir	Vvn	sortir
d'	S	de
où	Pr	où
je	Pp	je
suis	Vuc	être
.	Fs	.
J'	Pp	je
allais	Vvc	aller
chez	S	chez
Stratonice	Nc	stratonice
,	Fw	,
et	Cc	et
quoique	Cs	quoique
sa	Ds	son
naissance	Nc	naissance
Me	Ag	me
donne	Vvc	donner
pour	S	pour
la	Pp	il
voir	Vvn	voir
