Divin	Ag	divin
horreur	Nc	horreur
s'	Pp	se
accomplît	Vvc	accomplir
,	Fw	,
En	Vvc	en
occupant	Ga	occuper
son	Ds	son
trône	Nc	trône
il	Pp	il
entra	Vvc	entrer
dans	S	dans
son	Ds	son
lit	Nc	lit
,	Fw	,
Et	Vvc	et
pour	S	pour
mieux	Rg	mieux
satisfaire	Vvn	satisfaire
à	S	à
sa	Ds	son
cruelle	Ag	cruel
envie	Nc	envie
,	Fw	,
Il	Vvc	il
lui	Pp	il
ravit	Vvc	ravir
le	Da	le
sceptre	Nc	sceptre
,	Fw	,
et	Cc	et
la	Da	le
femme	Nc	femme
et	Cc	et
la	Da	le
vie	Nc	vie
,	Fw	,
Toujours	Vvc	toujours
de	S	de
puis	Vvc	pouvoir
ce	Dd	ce
temps	Nc	temps
,	Fw	,
et	Cc	et
ce	Dd	ce
crime	Nc	crime
odieux	Ag	odieux
,	Fw	,
Cresphonte	Nc	cresphonte
et	Cc	et
mes	Ds	mon
enfants	Nc	enfant
sont	Vuc	être
présents	Nc	présent
à	S	à
mes	Ds	mon
yeux	Nc	œil
.	Fs	.
Ô	Vvc	ô
mortel	Ag	mortel
souvenir	Nc	souvenir
!	Fs	!
ô	I	oh
douleur	Nc	douleur
trop	Rg	trop
amère	Ag	amer
!	Fs	!
J'	Pp	je
ai	Vuc	avoir
les	Da	le
ressentiments	Nc	ressentiment
:	Fw	:
et	Cc	et
de	S	de
femme	Nc	femme
,	Fw	,
et	Cc	et
de	S	de
mère	Nc	mère
,	Fw	,
Avecque	Vvc	avecque
mon	Ds	mon
époux	Nc	époux
j'	Pp	je
ai	Vuc	avoir
mon	Ds	mon
sang	Nc	sang
à	S	à
venger	Vvn	venger
,	Fw	,
Le	Vvc	le
trépas	Nc	trépas
du	S+Da	de+le
tyran	Nc	tyran
peut	Vvc	pouvoir
seul	Ag	seul
me	Pp	je
soulager	Vvn	soulager
,	Fw	,
Il	Vvc	il
peut	Vvc	pouvoir
à	S	à
mes	Ds	mon
douleurs	Nc	douleur
donner	Vvn	donner
de	S	de
l'	Da	le
allégeance	Nc	allégeance
,	Fw	,
Et	Vvc	et
si	Cs	si
je	Pp	je
vis	Vvc	vivre|voir
encor	Nc	encor
,	Fw	,
je	Pp	je
vis	Vvc	vivre|voir
pour	S	pour
la	Da	le
vengeance	Nc	vengeance
,	Fw	,
Oui	Vvc	oui
le	Da	le
devoir	Nc	devoir
m'	Pp	je
y	Pp	y
force	Vvc	forcer
,	Fw	,
et	Cc	et
je	Pp	je
l'	Pp	il
entreprendrai	Vvc	entreprendre
Et	Vvc	et
si	Cs	si
je	Pp	je
ne	Rp	ne
le	Pp	il
perds	Vvc	perdre
au	S+Da	à+le
moins	Nc	moins
je	Pp	je
me	Pp	je
perdrai	Vvc	perdre
.	Fs	.
Il	Pp	il
vous	Pp	vous
révère	Vvc	révérer
trop	Rg	trop
pour	S	pour
vous	Pp	vous
faire	Vvn	faire
un	Dn	un
outrage	Nc	outrage
,	Fw	,
Ce	Vvc	ce
barbare	Ag	barbare
pour	S	pour
vous	Pp	vous
laisse	Vvc	laisser
dormir	Vvn	dormir
sa	Ds	son
rage	Nc	rage
,	Fw	,
Vos	Nc	vos
appas	Nc	appas
l'	Pp	il
ont	Vuc	avoir
charmé	Ge	charmer
,	Fw	,
près	Rg	près
de	S	de
votre	Ds	votre
beauté	Nc	beauté
,	Fw	,
Il	Vvc	il
quitte	Vvc	quitter
la	Da	le
fureur	Nc	fureur
,	Fw	,
l'	Da	le
orgueil	Nc	orgueil
,	Fw	,
la	Da	le
cruauté	Nc	cruauté
,	Fw	,
La	Vvc	la
sanguinaire	Ag	sanguinaire
humeur	Nc	humeur
qui	Pr	qui
fait	Vvc	faire
que	Cs	que
l'	Pp	il
on	Pp	on
l'	Pp	il
abhorre	Vvc	abhorrer
,	Fw	,
Son	Nc	son
esprit	Nc	esprit
s'	Pp	se
adoucit	Vvc	adoucir
,	Fw	,
dirai	Vvc	dire
-je	Vvc	-je
plus	Rg	plus
encore	Rg	encore
,	Fw	,
Pour	Nc	pour
vous	Pp	vous
il	Pp	il
cesse	Vvc	cesser
d'	S	de
être	Vun	être
au	S+Da	à+le
nombre	Nc	nombre
des	S+Da	de+le|de+les
tyrans	Nc	tyran
.	Fs	.
Qu'	Pt	que
est	Vuc	être
-ce	Vvc	-ce
que	Cs	que
tu	Pp	tu
me	Pp	je
dis	Vvc	dire
,	Fw	,
et	Cc	et
qu'	Pr	que
est	Vuc	être
-ce	Vvc	-ce
que	Cs	que
j'	Pp	je
apprends	Vvc	apprendre
?	Fs	?
Ne	Rp	ne
m'	Pp	je
a-t-il	V	avoir
pas	Rg	pas
traitée	Ge	traiter
avecque	Vvc	avecque
tyrannie	Nc	tyrannie
?	Fs	?
N'	Rp	ne
ai	Vuc	avoir
-je	Ge	-je
pas	Rg	pas
éprouvé	Ge	éprouver
sa	Ds	son
brutale	Ag	brutal
manie	Nc	manie
?	Fs	?
Après	Vvc	après
s'	Pp	se
être	Vun	être
souillé	Ge	souiller
dedans	Rg	dedans
le	Da	le
sang	Nc	sang
des	S+Da	de+le|de+les
miens	Ps	mien
Ne	Vvc	ne
m'	Pp	je
a-t-il	V	avoir
pas	Rg	pas
ravi	Ge	ravir
mon	Ds	mon
honneur	Nc	honneur
et	Cc	et
mes	Ds	mon
biens	Nc	bien
?	Fs	?
Depuis	S	depuis
trois	Nc	trois
fois	Nc	fois
cinq	Nc	cinq
ans	Nc	an
il	Pp	il
me	Pp	je
tient	Vvc	tenir
en	S	en
servage	Nc	servage
Est	Ag	est
-ce	Vvc	-ce
là	Rg	là
cet	Dd	ce
amour	Nc	amour
?	Fs	?
Mais	Cc	mais
par	S	par
son	Ds	son
mariage	Nc	mariage
Il	Ag	il
croit	Vvc	croire|croître
tout	Rg	tout
effacer	Vvn	effacer
.	Fs	.
Ah	I	ah
ce	Pd	ce
fut	Vuc	être
malgré	S	malgré
moi	Pp	je
,	Fw	,
Je	Vvc	je
donnai	Vvc	donner
bien	Rg	bien
la	Da	le
main	Nc	main
,	Fw	,
mais	Cc	mais
je	Pp	je
retiens	Vvc	retenir
ma	Ds	mon
foi	Nc	foi
;	Fw	;
À	Nc	à
ce	Dd	ce
traître	Nc	traître
le	Da	le
Ciel	Nc	ciel
ne	Rp	ne
m'	Pp	je
a	Vuc	avoir
point	Rg	point
destinée	Ge	destiner
,	Fw	,
La	Vvc	la
pudique	Ag	pudique
Junon	Nc	junon
,	Fw	,
ni	Cc	ni
le	Da	le
saint	Ag	saint
hyménée	Nc	hyménée
,	Fw	,
Ni	Vvc	ni
l'	Da	le
amour	Nc	amour
conjugal	Ag	conjugal
n'	Rp	ne
ont	Vuc	avoir
point	Rg	point
uni	Ge	unir
nos	Ds	notre
coeurs	Nc	cœur
;	Fw	;
La	Vvc	la
Discorde	Vvc	discorder
plutôt	Rg	plutôt
,	Fw	,
et	Cc	et
Mégère	Vvc	mégère
et	Cc	et
ses	Ds	son
soeurs	Nc	sœur
,	Fw	,
Un	Vvc	un
furieux	Ag	furieux
amour	Nc	amour
,	Fw	,
et	Cc	et
les	Da	le
haines	Nc	haine
mortelles	Ag	mortel
,	Fw	,
Sont	Vvc	sont
venus	Ge	venir
célébrer	Vvn	célébrer
ces	Dd	ce
noces	Nc	noce
criminelles	Ag	criminel
,	Fw	,
Le	Vvc	le
nom	Nc	nom
de	S	de
ravisseur	Nc	ravisseur
,	Fw	,
et	Cc	et
non	Rg	non
celui	Pd	celui
d'	S	de
époux	Nc	époux
,	Fw	,
Pour	Nc	pour
qui	Pr	qui
m'	Pp	je
a	Vuc	avoir
violée	Ge	violer
est	Vuc	être
encore	Rg	encore
trop	Rg	trop
doux	Ag	doux
;	Fw	;
Oui	Vvc	oui
l'	Da	le
Hymen	Nc	hymen
qui	Pr	qui
oppose	Vvc	opposer
à	S	à
ma	Ds	mon
juste	Ag	juste
colere	Nc	colère
,	Fw	,
N'	Vvc	n'
est	Vuc	être
qu'	Rg	que
un	Dn	un
lien	Nc	lien
infâme	Ag	infâme
,	Fw	,
et	Cc	et
qu'	Cs	que
un	Dn	un
long	Ag	long
adultère	Nc	adultère
.	Fs	.
Digne	Ag	digne
pour	S	pour
le	Pp	il
punir	Vvn	punir
d'	S	de
un	Dn	un
supplice	Nc	supplice
éternel	Ag	éternel
,	Fw	,
Je	Vvc	je
ne	Rp	ne
suis	Vuc	être
point	Rg	point
coupable	Ag	coupable
il	Pp	il
est	Vuc	être
seul	Ag	seul
criminel	Nc	criminel
,	Fw	,
Ce	Vvc	ce
qu'	Cs	que
il	Pp	il
fit	Vvc	faire
par	S	par
fureur	Nc	fureur
je	Pp	je
le	Pp	il
fis	Vvc	faire
par	S	par
contrainte	Nc	contrainte
,	Fw	,
Que	Vvc	que
pouvais	Vvc	pouvoir
-je	Nc	-je
à	S	à
la	Da	le
force	Nc	force|forcé
opposer	Vvn	opposer
que	Cs	que
la	Da	le
plainte	Nc	plainte
,	Fw	,
Chere	Ag	cher
ombre	Nc	ombre
,	Fw	,
cher	Ag	cher
Cresphonte	Nc	cresphonte
,	Fw	,
écoute	Vvc	écouter
mes	Ds	mon
transports	Nc	transport|transports
,	Fw	,
Si	Vvc	si
ton	Ds	ton
lâche	Ag	lâche
meurtrier	Nc	meurtrier
rend	Vvc	rendre
esclave	Nc	esclave
mon	Ds	mon
corps	Nc	corps
,	Fw	,
Tu	Vvc	tu
possèdes	Vvc	posséder
toujours	Rg	toujours
et	Cc	et
mon	Ds	mon
coeur	Nc	cœur
,	Fw	,
et	Cc	et
mon	Ds	mon
âme	Nc	âme
,	Fw	,
Et	Vvc	et
dans	S	dans
les	Da	le
bras	Nc	bras
d'	S	de
autrui	Pi	autrui
je	Pp	je
suis	Vuc	être
encor	Nc	encor
ta	Ds	ton
femme	Nc	femme
.	Fs	.
Un	Dn	un
fils	Nc	fil|fils
vous	Pp	vous
reste	Vvc	rester
encor	Nc	encor
chez	S	chez
les	Da	le
Étoliens	Nc	étoliens
,	Fw	,
Que	Vvc	que
l'	Pp	il
on	Pp	on
comble	Vvc	combler
à	S	à
Chalcis	Vvc	chalcis
et	Cc	et
d'	S	de
honneur	Nc	honneur
et	Cc	et
de	S	de
biens	Nc	bien
Que	Vvc	que
leur	Ds	leur
Roi	Nc	roi
généreux	Ag	généreux
destine	Vvc	destiner
pour	S	pour
son	Ds	son
gendre	Nc	gendre
,	Fw	,
Il	Vvc	il
viendra	Vvc	venir
vous	Pp	vous
venger	Vvn	venger
,	Fw	,
il	Pp	il
viendra	Vvc	venir
vous	Pp	vous
défendre	Vvn	défendre
.	Fs	.
Vingt	Nc	vingt
ans	Nc	an
sont	Vuc	être
écoulés	Ge	écouler
depuis	S	depuis
qu'	Cs	que
en	S	en
cette	Dd	ce
Cour	Nc	cour
,	Fw	,
Loin	Nc	loin
des	S+Da	de+le|de+les
yeux	Nc	œil
du	S+Da	de+le
Tyran	Nc	tyran
il	Pp	il
respire	Vvc	respirer
le	Da	le
jour	Nc	jour
,	Fw	,
Et	Vvc	et
quand	Cs	quand
je	Pp	je
le	Pp	il
sauvai	Vvc	sauver
de	S	de
cette	Dd	ce
main	Nc	main
meurtrière	Ag	meurtrier
,	Fw	,
À	Nc	à
peine	Nc	peine
il	Pp	il
jouissoit	Vvc	jouir
de	S	de
la	Da	le
douce	Ag	doux
lumiere	Nc	lumière
,	Fw	,
Il	Vvc	il
n'	Rp	ne
avait	Vuc	avoir
encor	Nc	encor
vu	Ge	voir
que	Cs	que
le	Da	le
cours	Nc	cour|cours|court
d'	S	de
un	Dn	un
Soleil	Nc	soleil
.	Fs	.
Mais	Cc	mais
est	Vuc	être
il	Pp	il
de	S	de
malheur	Nc	malheur
à	S	à
mon	Ds	mon
malheur	Nc	malheur
pareil	Nc	pareil
,	Fw	,
Je	Vvc	je
faisais	Vvc	faire
en	S	en
secret	Ag	secret
élever	Nc	élever
Téléphonte	Ag	téléphonte
,	Fw	,
Pour	Nc	pour
punir	Vvn	punir
Hermocrate	Nc	hermocrate
,	Fw	,
et	Cc	et
pour	S	pour
venger	Vvn	venger
ma	Ds	mon
honte	Nc	honte
;	Fw	;
Mais	Vvc	mais
ce	Dd	ce
dragon	Nc	dragon
veillant	Ga	veiller
enfin	Rg	enfin
l'	Pp	il
a	Vuc	avoir
decouvert	Ge	découvrir
,	Fw	,
C'	Vvc	c'
est	Vuc	être
là	Rg	là
ce	Pd	ce
qui	Pr	qui
le	Pp	il
sauve	Vvc	sauver
,	Fw	,
et	Cc	et
c'	Pd	ce
est	Vuc	être
ce	Pd	ce
qui	Pr	qui
me	Pp	je
perd	Vvc	perdre
.	Fs	.
Avecque	Vvc	avecque
sa	Ds	son
valeur	Nc	valeur
tout	Rg	tout
un	Dn	un
peuple	Nc	peuple
le	Da	le
garde	Nc	garde
,	Fw	,
Comme	Vvc	comme
son	Ds	son
Roi	Ag	roi
futur	Nc	futur
ce	Dd	ce
peuple	Nc	peuple
le	Pp	il
regarde	Vvc	regarder
,	Fw	,
Le	Vvc	le
favori	Ag	favori
des	S+Da	de+le|de+les
Dieux	Nc	dieux
,	Fw	,
le	Da	le
puissant	Ag	puissant
Amynthas	Nc	amynthas
Lui	Nc	lui
donnera	Vvc	donner
sa	Ds	son
fille	Nc	fille
avecque	Vvc	avecque
ses	Ds	son
États	Nc	états
,	Fw	,
En	Vvc	en
vain	Ag	vain
l'	Da	le
orgueilleux	Ag	orgueilleux
fils	Nc	fil|fils
du	S+Da	de+le
superbe	Ag	superbe
Hermocrate	Nc	hermocrate
Pour	Ag	pour
lui	Pp	il
donner	Vvn	donner
la	Da	le
main	Nc	main
la	Pp	il
menace	Vvc	menacer
et	Cc	et
la	Pp	il
flatte	Vvc	flatter
,	Fw	,
Il	Vvc	il
n'	Rp	ne
a	Vuc	avoir
point	Rg	point
cet	Dd	ce
honneur	Nc	honneur
d'	S	de
être	Vun	être
sorti	Ge	sortir
de	S	de
vous	Pp	vous
Pour	Nc	pour
prétendre	Vvn	prétendre
à	S	à
celui	Pd	celui
d'	S	de
être	Vun	être
un	Dn	un
jour	Nc	jour
son	Ds	son
époux	Nc	époux
Philoclée	Ag	philoclée
est	Vuc	être
constante	Ag	constant
et	Cc	et
rien	Pi	rien
ne	Rp	ne
la	Pp	il
surmonte	Vvc	surmonter
,	Fw	,
Elle	Vvc	elle
hait	Vvc	haïr
Demochare	Nc	demochare
et	Cc	et
chérit	Vvc	chérir
Téléphonte	Ag	téléphonte
,	Fw	,
Quoiqu'il	Nc	quoiqu'il
puisse	Vvc	pouvoir
arriver	Vvn	arriver
cette	Dd	ce
illustre	Ag	illustre
beauté	Nc	beauté
Ne	Ag	ne
donnera	Vvc	donner
son	Ds	son
coeur	Nc	cœur
qu'	Cs	que
à	S	à
qui	Pr	qui
l'	Pp	il
a	Vuc	avoir
mérité	Ge	mériter
.	Fs	.
Ô	Vvc	ô
bons	Ag	bon
Dieux	Nc	dieux
que	Pr	que
je	Pp	je
plains	Vvc	plaindre
cette	Dd	ce
jeune	Ag	jeune
Princesse	Nc	prince|princesse
Qu'	Vvc	qu'
elle	Pp	il
a	Vuc	avoir
dans	S	dans
cette	Dd	ce
Cour	Nc	cour
,	Fw	,
d'	S	de
ennuis	Nc	ennui
et	Cc	et
de	S	de
tristesse	Nc	tristesse
,	Fw	,
Et	Vvc	et
qu'	Cs	que
un	Dn	un
injuste	Ag	injuste
sort	Nc	sort
l'	Da	le
enlève	Nc	enlève
à	S	à
ses	Ds	son
parents	Nc	parent
,	Fw	,
La	Vvc	la
faisant	Ga	faire
devenir	Vvn	devenir
le	Da	le
butin	Nc	butin
des	S+Da	de+le|de+les
tyrans	Nc	tyran
.	Fs	.
Le	Da	le
Ciel	Nc	ciel
l'	Pp	il
a	Vuc	avoir
fait	Ge	faire
tomber	Vvn	tomber
dans	S	dans
la	Da	le
main	Nc	main
d'	S	de
un	Dn	un
pirate	Nc	pirate
,	Fw	,
Pour	Nc	pour
la	Pp	il
rendre	Vvn	rendre
captive	Ag	captif
en	S	en
cette	Dd	ce
terre	Nc	terre
ingrate	Ag	ingrat
,	Fw	,
Pour	Nc	pour
gémir	Vvn	gémir
dans	S	dans
les	Da	le
fers	Nc	fer|fers
,	Fw	,
voir	Vvn	voir
ses	Ds	son
desseins	Nc	dessein
trahis	Vvc	trahir
Loin	Nc	loin
des	S+Da	de+le|de+les
yeux	Nc	œil
de	S	de
son	Ds	son
père	Nc	père
,	Fw	,
et	Cc	et
loin	Rg	loin
de	S	de
son	Ds	son
pays	Nc	pays
.	Fs	.
Encor	Nc	encor
que	Cs	que
son	Ds	son
destin	Nc	destin
soit	Vuc	être
triste	Ag	triste
et	Cc	et
déplorable	Ag	déplorable
Son	Nc	son
malheur	Nc	malheur
et	Cc	et
le	Da	le
mien	Ps	mien
n'	Rp	ne
ont	Vuc	avoir
rien	Pi	rien
de	S	de
comparable	Ag	comparable
:	Fw	:
Mais	Cc	mais
je	Pp	je
crains	Vvc	craindre
pour	S	pour
mon	Ds	mon
fils	Nc	fil|fils
encor	Nc	encor
plus	Rg	plus
que	Cs	que
pour	S	pour
moi	Pp	je
;	Fw	;
On	Vvc	on
bannit	Vvc	bannir
de	S	de
ces	Dd	ce
lieux	Nc	lieu
la	Da	le
pudeur	Nc	pudeur
et	Cc	et
la	Da	le
foi	Nc	foi
:	Fw	:
Où	Vvc	où
le	Da	le
crime	Nc	crime
peut	Vvc	pouvoir
tout	Rg	tout
rien	Pi	rien
n'	Rp	ne
est	Vuc	être
en	S	en
assurance	Nc	assurance
.	Fs	.
Ah	I	ah
!	Fs	!
Superbe	Ag	superbe
tyran	Nc	tyran
.	Fs	.
Vivez	Vvc	vivre
en	S	en
espérance	Nc	espérance
,	Fw	,
L'	Vvc	l'
amour	Nc	amour
le	Pp	il
peut	Vvc	pouvoir
fléchir	Vvn	fléchir
,	Fw	,
le	Pp	il
Ciel	Vvc	ciel
l'	Pp	il
humilier	Vvn	humilier
.	Fs	.
Ne	Rp	ne
sais	Vvc	savoir
-tu	Vvn	-tu
pas	Rg	pas
l'	Da	le
édit	Nc	édit
qu'	Pr	que
il	Pp	il
a	Vuc	avoir
fait	Ge	faire
publier	Vvn	publier
Et	Vvc	et
le	Da	le
nouveau	Ag	nouveau
tourment	Nc	tourment
que	Cs	que
sa	Ds	son
fureur	Nc	fureur
m'	Pp	je
apprête	Vvc	apprêter
?	Fs	?
N'	Rp	ne
a-t-il	V	avoir
pas	Rg	pas
de	S	de
mon	Ds	mon
fils	Nc	fil|fils
fait	Vvc	faire
proscrire	Vvn	proscrire
la	Da	le
tête	Nc	tête
,	Fw	,
Et	Vvc	et
cinquante	Nc	cinquante
talents	Nc	talent
n'	Rp	ne
en	Pp	en
sont	Vuc	être
-ils	Ge	-ils
pas	Rg	pas
le	Da	le
prix	Nc	prix
?	Fs	?
Sachant	Ga	savoir
ce	Pd	ce
que	Pr	que
peut	Vvc	pouvoir
l'	Da	le
or	Nc	or
sur	S	sur
de	Dn	un
lâches	Ag	lâche
esprits	Nc	esprit
,	Fw	,
Tu	Vvc	tu
vois	Vvc	voir
si	Cs	si
j'	Pp	je
ai	Vuc	avoir
raison	Nc	raison
de	S	de
former	Vvn	former
cette	Dd	ce
plainte	Nc	plainte
,	Fw	,
Et	Vvc	et
si	Cs	si
je	Pp	je
dois	Vvc	devoir
changer	Vvn	changer
mon	Ds	mon
espérance	Nc	espérance
en	S	en
crainte	Nc	crainte
.	Fs	.
À	Vvc	à
toute	Di	tout
heure	Nc	heure
j'	Pp	je
attends	Vvc	attendre
qu'	Cs	que
une	Dn	un
homicide	Ag	homicide
main	Nc	main
Vienne	Vvc	venir
pour	S	pour
demander	Vvn	demander
à	S	à
ce	Dd	ce
tigre	Nc	tigre
inhumain	Ag	inhumain
,	Fw	,
L'	Vvc	l'
effet	Nc	effet
de	S	de
sa	Ds	son
promesse	Nc	promesse
,	Fw	,
et	Cc	et
le	Da	le
prix	Nc	prix
de	S	de
son	Ds	son
crime	Nc	crime
.	Fs	.
La	Da	le
justice	Nc	justice
du	S+Da	de+le
Ciel	Nc	ciel
veut	Vvc	vouloir
une	Dn	un
autre	Ag	autre
victime	Nc	victime
:	Fw	:
Mais	Cc	mais
Hermocrate	Nc	hermocrate
vient	Vvc	venir
.	Fs	.
Ah	I	ah
!	Fs	!
Je	Pp	je
le	Pp	il
vois	Vvc	voir
,	Fw	,
c'	Pd	ce
est	Vuc	être
lui	Pp	il
Qui	Vvc	qui
dans	S	dans
sa	Ds	son
main	Nc	main
injuste	Ag	injuste
a	Vuc	avoir
le	Da	le
sceptre	Nc	sceptre
d'	S	de
autrui	Pi	autrui
.	Fs	.
Il	Pp	il
faut	Vvc	faillir|falloir
dissimuler	Vvn	dissimuler
notre	Ds	notre
pieuse	Ag	pieux
haine	Nc	haine
.	Fs	.
Et	Cc	et
tâcher	Vvn	tâcher
de	S	de
fléchir	Vvn	fléchir
sa	Ds	son
fureur	Nc	fureur
inhumaine	Ag	inhumain
;	Fw	;
Pour	Nc	pour
épargner	Vvn	épargner
mon	Ds	mon
sang	Nc	sang
il	Pp	il
faut	Vvc	faillir|falloir
verser	Vvn	verser
des	Dn	un
pleurs	Nc	pleur
;	Fw	;
Et	Vvc	et
peindre	Vvn	peindre
sur	S	sur
mon	Ds	mon
front	Nc	front
l'	Da	le
excès	Nc	excès
de	S	de
mes	Ds	mon
douleurs	Nc	douleur
;	Fw	;
La	Vvc	la
raison	Nc	raison
ne	Rp	ne
peut	Vvc	pouvoir
rien	Pi	rien
sur	S	sur
cet	Dd	ce
esprit	Nc	esprit
farouche	Ag	farouche
,	Fw	,
Mais	Vvc	mais
avec	S	avec
la	Da	le
pitié	Nc	pitié
faisons	Vvc	faire
qu'	Cs	que
elle	Pp	il
le	Pp	il
touche	Vvc	toucher
.	Fs	.
Race	Nc	race
du	S+Da	de+le
grand	Nc	grand
Archas	Vvc	archas
,	Fw	,
et	Cc	et
de	S	de
ces	Dd	ce
premiers	Nc	premier
Rois	Vvc	rois
,	Fw	,
Qui	Vvc	qui
dans	S	dans
ce	Dd	ce
doux	Ag	doux
climat	Nc	climat
ont	Vuc	avoir
fais	Vvc	faire
fleurir	Vvn	fleurir
les	Da	le
lois	Nc	loi
;	Fw	;
Cet	Vvc	cet
honneur	Nc	honneur
est	Vuc	être
bien	Rg	bien
grand	Ag	grand
,	Fw	,
mais	Cc	mais
le	Da	le
Ciel	Nc	ciel
vous	Pp	vous
fit	Vvc	faire
telle	Ag	tel
,	Fw	,
Qu'	Vvc	qu'
on	Pp	on
vous	Pp	vous
peut	Vvc	pouvoir
dire	Vvn	dire
encor	Nc	encor
moins	Rg	moins
illustre	Ag	illustre
que	Cs	que
belle	Ag	beau
,	Fw	,
Bien	Vvc	bien
qu'	Cs	que
entre	S	entre
nos	Ds	notre
héros	Nc	héros
vous	Pp	vous
contiez	Vvc	conter
vos	Ds	votre
aïeux	Nc	aïeul
.	Fs	.
Ils	Pp	ils
brillent	Vvc	briller
dans	S	dans
l'	Da	le
Olympe	Nc	olympe
,	Fw	,
et	Cc	et
je	Pp	je
souffre	Vvc	souffrir
en	S	en
ces	Dd	ce
lieux	Nc	lieu
,	Fw	,
Ainsi	Vvc	ainsi
que	Cs	que
leur	Ds	leur
bonheur	Nc	bonheur
mon	Ds	mon
malheur	Nc	malheur
est	Vuc	être
extrême	Ag	extrême
.	Fs	.
Et	Cc	et
quoi	Pt	quoi
n'	Rp	ne
avez	Vuc	avoir
vous	Pp	vous
pas	Rg	pas
un	Dn	un
époux	Nc	époux
qui	Pr	qui
vous	Pp	vous
aime	Vvc	aimer
,	Fw	,
Ne	Vvc	ne
partagez	Vvc	partager
vous	Pp	vous
pas	Rg	pas
mes	Ds	mon
honneurs	Nc	honneur
et	Cc	et
mes	Ds	mon
biens	Nc	bien
?	Fs	?
Quoi	Pt	quoi
