Avertis	Vvc	avertir
de	S	de
la	Da	le
couronne	Nc	couronne
,	Fw	,
Soit	Vvc	savoir
orgueil	Nc	orgueil
,	Fw	,
soit	Vuc	être
coutume	Nc	coutume
,	Fw	,
il	Pp	il
cache	Vvc	cacher
sa	Ds	son
personne	Nc	personne
:	Fw	:
Zopire	Vvc	zopire
,	Fw	,
tu	Pp	tu
sais	Vvc	savoir
bien	Rg	bien
comme	Cs	comme
il	Pp	il
aimait	Vvc	aimer
ma	Ds	mon
soeur	Nc	sœur
,	Fw	,
Comme	Vvc	comme
il	Pp	il
m'	Pp	je
offrit	Vvc	offrir
la	Da	le
sienne	Ps	sien
,	Fw	,
et	Cc	et
toute	Di	tout
sa	Ds	son
faveur	Nc	faveur
;	Fw	;
Maintenant	Ga	maintenir
sur	S	sur
le	Da	le
trône	Nc	trône
,	Fw	,
il	Pp	il
fuit	Vvc	fuir
ma	Ds	mon
confidence	Nc	confidence
,	Fw	,
Et	Vvc	et
tout	Di	tout
son	Ds	son
procédé	Nc	procédé
marque	Vvc	marquer
son	Ds	son
inconstance	Nc	inconstance
.	Fs	.
Il	Pp	il
manque	Vvc	manquer
,	Fw	,
l'	Da	le
infidèle	Nc	infidèle
,	Fw	,
à	S	à
ce	Pd	ce
qu'	Pr	que
il	Pp	il
m'	Pp	je
a	Vuc	avoir
promis	Ge	promettre
,	Fw	,
Il	Vvc	il
trahit	Vvc	trahir
mon	Ds	mon
amour	Nc	amour
,	Fw	,
il	Pp	il
trahit	Vvc	trahir
ses	Ds	son
amis	Nc	ami
,	Fw	,
Et	Vvc	et
sans	S	sans
considérer	Vvn	considérer
le	Da	le
rang	Nc	rang
,	Fw	,
ni	Cc	ni
le	Da	le
mérite	Nc	mérite
,	Fw	,
Il	Vvc	il
m'	Pp	je
ose	Vvc	oser
dans	S	dans
son	Ds	son
cour	Nc	cour
préférer	Vvn	préférer
Patisite	Vvc	patisite
;	Fw	;
Comme	Vvc	comme
si	Rg	si
pour	S	pour
me	Pp	je
perdre	Vvn	perdre
,	Fw	,
un	Dn	un
infâme	Ag	infâme
démon	Nc	démon
Avait	Vvc	avait
pris	Ge	prendre
sur	S	sur
le	Da	le
trône	Nc	trône
,	Fw	,
et	Cc	et
sa	Ds	son
place	Nc	place
,	Fw	,
et	Cc	et
son	Ds	son
nom	Nc	nom
.	Fs	.
Plus	Rg	plus
que	Cs	que
vous	Pp	vous
dans	S	dans
l'	Da	le
effroi	Nc	effroi
que	Cs	que
ce	Dd	ce
discours	Nc	discours
me	Pp	je
donne	Vvc	donner
,	Fw	,
Le	Vvc	le
procédé	Nc	procédé
du	S+Da	de+le
roi	Nc	roi
me	Pp	je
surprend	Vvc	surprendre
,	Fw	,
et	Cc	et
m'	Pp	je
étonne	Vvc	étonner
;	Fw	;
Cette	Vvc	cette
infidélité	Nc	infidélité
dont	Pr	dont
il	Pp	il
use	Vvc	user
envers	S	envers
vous	Pp	vous
,	Fw	,
Ce	Vvc	ce
changement	Nc	changement
si	Rg	si
grand	Ag	grand
,	Fw	,
si	Rg	si
remarqué	Ge	remarquer
de	S	de
tous	Pi	tout
,	Fw	,
Le	Vvc	le
rendant	Ga	rendre
si	Rg	si
contraire	Ag	contraire
à	S	à
ce	Pd	ce
qu'	Pr	que
il	Pp	il
devrait	Vvc	devoir
être	Vun	être
,	Fw	,
M'	Vvc	m'
ouvrent	Vvc	ouvrer|ouvrir
les	Da	le
yeux	Nc	œil
,	Fw	,
Darie	Vvc	darie
,	Fw	,
et	Cc	et
va	Vvc	aller
faire	Vvn	faire
connaître	Vvn	connaître
Un	Vvc	un
malheur	Nc	malheur
mille	Nc	mille
fois	Nc	fois
plus	Rg	plus
digne	Ag	digne
d'	S	de
être	Vun	être
craint	Vvc	craindre
,	Fw	,
Que	Vvc	que
tous	Di	tout
ceux	Pd	celui
dont	Pr	dont
je	Pp	je
vois	Vvc	voir
que	Cs	que
votre	Ds	votre
amour	Nc	amour
se	Pp	il
plaint	Vvc	plaindre
.	Fs	.
La	Da	le
Princesse	Nc	prince|princesse
paraît	Vvc	paraître
;	Fw	;
Darie	Vvc	darie
,	Fw	,
en	S	en
sa	Ds	son
présence	Nc	présence
De	Vvc	de
mon	Ds	mon
retour	Nc	retour
d'	S	de
Égypte	Nc	égypte
apprenez	Vvc	apprendre
l'	Da	le
importance	Nc	importance
;	Fw	;
Pour	Nc	pour
en	S	en
juger	Vvn	juger
sans	S	sans
trouble	Nc	trouble
,	Fw	,
et	Cc	et
mieux	Rg	mieux
que	Cs	que
je	Pp	je
ne	Rp	ne
fais	Vvc	faire
,	Fw	,
Rendez	Vvc	rendre
à	S	à
votre	Ds	votre
esprit	Nc	esprit
une	Dn	un
profonde	Ag	profond
paix	Nc	paix
.	Fs	.
Mais	Cc	mais
que	Pr	que
vois	Vvc	voir
-je	Nc	-je
,	Fw	,
grands	Ag	grand
Dieux	Nc	dieux
,	Fw	,
Mégabise	Vvc	mégabise
avec	S	avec
elle	Pp	il
?	Fs	?
Soupçonnez	Vvc	soupçonnez
-vous	Nc	-vous
,	Fw	,
Zopire	Vvc	zopire
,	Fw	,
un	Dn	un
sujet	Nc	sujet
si	Rg	si
fidèle	Ag	fidèle
?	Fs	?
Il	Pp	il
doit	Vvc	devoir
m'	Pp	je
être	Vun	être
suspect	Ag	suspect
,	Fw	,
et	Cc	et
dans	S	dans
toute	Di	tout
la	Da	le
cour	Nc	cour
Il	Ag	il
devait	Vvc	devoir
le	Da	le
dernier	Nc	dernier
apprendre	Vvn	apprendre
mon	Ds	mon
retour	Nc	retour
.	Fs	.
Un	Dn	un
grand	Ag	grand
trouble	Nc	trouble
paraît	Vvc	paraître
dessus	S	dessus
votre	Ds	votre
visage	Nc	visage
,	Fw	,
Zopire	Vvc	zopire
,	Fw	,
dans	S	dans
ces	Dd	ce
lieux	Nc	lieu
je	Pp	je
vous	Pp	vous
fais	Vvc	faire
quelque	Di	quelque
ombrage	Nc	ombrage
,	Fw	,
La	Vvc	la
Princesse	Nc	prince|princesse
m'	Pp	je
a	Vuc	avoir
dit	Ge	dire
que	Cs	que
vous	Pp	vous
étiez	Vuc	être
ici	Rg	ici
,	Fw	,
Et	Vvc	et
par	S	par
d'	Dn	un
autres	Ag	autre
avis	Nc	avis
j'	Pp	je
en	Pp	en
étais	Vuc	être
éclairci	Ge	éclaircir
.	Fs	.
Seigneur	Nc	seigneur
...	Fs	...
J'	Vvc	j'
ai	Vuc	avoir
tout	Rg	tout
appris	Ge	apprendre
d'	S	de
un	Dn	un
des	S+Da	de+le|de+les
chefs	Nc	chef
de	S	de
l'	Da	le
armée	Nc	armée
;	Fw	;
Et	Vvc	et
de	S	de
pareils	Ag	pareil
soupçons	Nc	soupçon
l'	Da	le
âme	Nc	âme
toute	Rg	toute
alarmée	Ge	alarmer
,	Fw	,
Je	Vvc	je
viens	Vvc	venir
pour	S	pour
m'	Pp	je
éclaircir	Vvn	éclaircir
dans	S	dans
ces	Dd	ce
obscurités	Nc	obscurité
,	Fw	,
Et	Vvc	et
peut-être	Rg	peut-être
y	Pp	y
chercher	Vvn	chercher
de	S	de
fatales	Ag	fatal
clartés	Nc	clarté
.	Fs	.
Laissez	Vvc	laisser
-moi	Vvc	-moi
prévenir	Vvn	prévenir
le	Da	le
rapport	Nc	rapport
de	S	de
Zopire	Nc	zopire
,	Fw	,
Madame	Nc	madame
;	Fw	;
mon	Ds	mon
discours	Nc	discours
vous	Pp	vous
pourra	Vvc	pouvoir
mieux	Rg	mieux
instruire	Vvn	instruire
:	Fw	:
Il	Pp	il
a	Vuc	avoir
des	Dn	un
intérêts	Nc	intérêt
qui	Pr	qui
ne	Rp	ne
sont	Vuc	être
pas	Rg	pas
pour	S	pour
nous	Pp	nous
,	Fw	,
Et	Vvc	et
mon	Ds	mon
zèle	Nc	zèle
est	Vuc	être
entier	Ag	entier
pour	S	pour
l'	Da	le
Empire	Nc	empire
,	Fw	,
et	Cc	et
pour	S	pour
vous	Pp	vous
.	Fs	.
Parlez	Nc	parlé
,	Fw	,
et	Cc	et
je	Pp	je
suis	Vuc	être
prêt	Ag	prêt
à	S	à
vous	Pp	vous
prêter	Vvn	prêter
silence	Nc	silence
.	Fs	.
Si	Cs	si
vous	Pp	vous
craignez	Vvc	craindre
ici	Rg	ici
ma	Ds	mon
soeur	Nc	sœur
et	Cc	et
ma	Ds	mon
présence	Nc	présence
...	Fs	...
Non	Vvc	non
,	Fw	,
non	Rg	non
,	Fw	,
Prince	Vvc	prince
,	Fw	,
arrêtez	Vvc	arrêter
,	Fw	,
et	Cc	et
vous	Pp	vous
princesse	Nc	prince|princesse
aussi	Rg	aussi
.	Fs	.
Vois	Vvc	voir
si	Cs	si
l'	Pp	il
on	Pp	on
nous	Pp	nous
écoute	Vvc	écouter
,	Fw	,
et	Cc	et
que	Cs	que
nul	Pi	nul
n'	Rp	ne
entre	Vvc	entrer
ici	Rg	ici
.	Fs	.
Pardon	Nc	pardon
,	Fw	,
si	Cs	si
le	Da	le
discours	Nc	discours
que	Pr	que
je	Pp	je
m'	Pp	je
en	Pp	en
vais	Vvc	aller
vous	Pp	vous
faire	Vvn	faire
,	Fw	,
Retraçant	Ga	retraçant
les	Da	le
malheurs	Nc	malheur
du	S+Da	de+le
feu	Nc	feu
Roi	Vvc	roi
votre	Ds	votre
frère	Nc	frère
,	Fw	,
Rappelle	Vvc	rappeler
dans	S	dans
votre	Ds	votre
âme	Nc	âme
un	Dn	un
cruel	Ag	cruel
souvenir	Nc	souvenir
,	Fw	,
Que	Vvc	que
peut-être	Rg	peut-être
le	Da	le
temps	Nc	temps
commençait	Vvc	commencer
d'	S	de
en	Pp	en
bannir	Vvn	bannir
.	Fs	.
L'	Da	le
Égypte	Nc	égypte
allait	Vvc	aller
tomber	Vvn	tomber
sous	S	sous
le	Da	le
joug	Nc	joug
de	S	de
Cambise	Nc	cambise
,	Fw	,
Et	Vvc	et
l'	Da	le
Afrique	Nc	afrique
au	S+Da	à+le
seul	Ag	seul
bruit	Nc	bruit
de	S	de
ses	Ds	son
armes	Nc	arme|armé
soumise	Ge	soumettre
,	Fw	,
Déjà	Vvc	déjà
de	S	de
toutes	Di	tout
parts	Nc	part
nous	Pp	nous
envoyait	Vvc	envoyer
ses	Ds	son
Rois	Vvc	rois
Reconnaître	Nc	reconnaître
Cambise	Vvc	cambise
,	Fw	,
et	Cc	et
recevoir	Vvn	recevoir
ses	Ds	son
lois	Nc	loi
:	Fw	:
Il	Pp	il
était	Vuc	être
tout	Rg	tout
rempli	Ge	remplir
de	S	de
l'	Da	le
heur	Nc	heur
de	S	de
sa	Ds	son
victoire	Nc	victoire
,	Fw	,
Quand	Nc	quand
le	Da	le
ciel	Nc	ciel
se	Pp	il
servit	Vvc	servir
,	Fw	,
pour	S	pour
confondre	Vvn	confondre
sa	Ds	son
gloire	Nc	gloire
,	Fw	,
Montrer	Vvn	montrer
notre	Ds	notre
faiblesse	Nc	faiblesse
,	Fw	,
et	Cc	et
son	Ds	son
divin	Ag	divin
pouvoir	Nc	pouvoir
,	Fw	,
Du	Vvc	du
plus	Rg	plus
faible	Ag	faible
moyen	Nc	moyen
qu'	Pr	que
on	Pp	on
puisse	Vvc	pouvoir
concevoir	Vvn	concevoir
.	Fs	.
Un	Dn	un
songe	Nc	songe
à	S	à
ce	Dd	ce
vainqueur	Nc	vainqueur
,	Fw	,
à	S	à
ce	Dd	ce
foudre	Nc	foudre
de	S	de
guerre	Nc	guerre
,	Fw	,
À	Nc	à
ce	Dd	ce
maître	Nc	maître
absolu	Ag	absolu
des	S+Da	de+le|de+les
trois	Nc	trois
parts	Nc	part
de	S	de
la	Da	le
terre	Nc	terre
,	Fw	,
Ôta	Vvc	ôta
tout	Di	tout
le	Da	le
repos	Nc	repos
,	Fw	,
et	Cc	et
lui	Pp	il
fit	Vvc	faire
souhaiter	Vvn	souhaiter
Le	Vvc	le
sort	Nc	sort
des	S+Da	de+le|de+les
malheureux	Ag	malheureux
qu'	Cs	que
il	Pp	il
venait	Vvc	venir
de	S	de
dompter	Vvn	dompter
:	Fw	:
De	S	de
cent	Nc	cent
vaines	Ag	vain
frayeurs	Nc	frayeur
son	Ds	son
cour	Nc	cour
devint	Vvc	devenir
la	Da	le
proie	Nc	proie
;	Fw	;
Ses	Vvc	ses
progrès	Nc	progrès
le	Pp	il
troublaient	Vvc	troubler
,	Fw	,
loin	Rg	loin
d'	S	de
exciter	Vvn	exciter
sa	Ds	son
joie	Nc	joie
;	Fw	;
Tout	Vvc	tout
lui	Pp	il
devint	Vvc	devenir
suspect	Ag	suspect
,	Fw	,
et	Cc	et
ses	Ds	son
timidités	Nc	timidité
Abaissant	Ga	abaisser
son	Ds	son
orgueil	Nc	orgueil
à	S	à
cent	Nc	cent
indignités	Nc	indignité
,	Fw	,
Il	Vvc	il
flattait	Vvc	flatter
le	Da	le
soldat	Nc	soldat
,	Fw	,
et	Cc	et
se	Pp	il
donnait	Vvc	donner
la	Da	le
gêne	Nc	gêne
Pour	Ag	pour
gagner	Vvn	gagner
l'	Da	le
amitié	Nc	amitié
du	S+Da	de+le
moindre	Ag	moindre
capitaine	Nc	capitaine
.	Fs	.
Quel	Pt	lequel|quel
songe	Vvc	songer
si	Rg	si
fatal	Ag	fatal
a	Vuc	avoir
pu	Ge	pouvoir
par	S	par
tant	Rg	tant
d'	S	de
effroi	Nc	effroi
Ébranler	Nc	ébranler
tout	Rg	tout
d'	S	de
un	Dn	un
coup	Nc	coup
l'	Da	le
âme	Nc	âme
d'	S	de
un	Dn	un
si	Rg	si
grand	Ag	grand
roi	Nc	roi
?	Fs	?
Un	Dn	un
songe	Nc	songe
,	Fw	,
où	Pr	où
le	Da	le
Roi	Nc	roi
vit	Vvc	vivre|voir
par	S	par
une	Dn	un
indigne	Ag	indigne
audace	Nc	audace
Tonaxare	Vvc	tonaxare
son	Ds	son
frère	Nc	frère
oser	Vvn	oser
prendre	Vvn	prendre
sa	Ds	son
place	Nc	place
,	Fw	,
Couronné	Vvc	couronné
dedans	Rg	dedans
Bactre	Vvn	battre
arracher	Vvn	arracher
de	S	de
sa	Ds	son
main	Nc	main
Le	Vvc	le
titre	Nc	titre
glorieux	Ag	glorieux
du	S+Da	de+le
pouvoir	Nc	pouvoir
souverain	Ag	souverain
:	Fw	:
Le	Da	le
roi	Nc	roi
,	Fw	,
sans	S	sans
consulter	Vvn	consulter
que	Cs	que
sa	Ds	son
fureur	Nc	fureur
timide	Ag	timide
,	Fw	,
Veut	Vvc	vouloir
qu'	Cs	que
il	Pp	il
meure	Vvc	murer
,	Fw	,
et	Cc	et
choisit	Vvc	choisir
pour	S	pour
ce	Dd	ce
noir	Ag	noir
parricide	Nc	parricide
Préxaspe	Vvc	préxaspe
,	Fw	,
et	Cc	et
Patisite	Vvc	patisite
.	Fs	.
Et	Cc	et
Patisite	Vvc	patisite
,	Fw	,
ô	I	oh
Dieux	Ag	dieux
!	Fs	!
Votre	Ds	votre
fils	Nc	fil|fils
,	Fw	,
Mégabise	Vvc	mégabise
?	Fs	?
Oui	Rg	oui
,	Fw	,
ce	Dd	ce
fils	Nc	fil|fils
odieux	Ag	odieux
:	Fw	:
Hélas	Vvc	hélas
!	Fs	!
J'	Pp	je
avais	Vuc	avoir
deux	Nc	deux
fils	Nc	fil|fils
,	Fw	,
dont	Pr	dont
l'	Da	le
un	Pi	un
périt	Vvc	périr
dans	S	dans
l'	Da	le
onde	Nc	onde
,	Fw	,
Lui	Pd	lui
qui	Pr	qui
fut	Vuc	être
autrefois	Rg	autrefois
l'	Da	le
amour	Nc	amour
de	S	de
tout	Di	tout
le	Da	le
monde	Nc	monde
;	Fw	;
L'	Vvc	l'
autre	Pi	autre
à	S	à
tant	Rg	tant
de	S	de
forfaits	Nc	forfait
osa	Vvc	oser
s'	Pp	se
abandonner	Vvn	abandonner
,	Fw	,
Que	Vvc	que
du	S+Da	de+le
meurtre	Nc	meurtre
du	S+Da	de+le
Prince	Nc	prince
on	Pp	on
l'	Pp	il
ose	Vvc	oser
soupçonner	Vvn	soupçonner
.	Fs	.
Oui	Rg	oui
,	Fw	,
ce	Dd	ce
fils	Nc	fil|fils
est	Vuc	être
partout	Rg	partout
en	S	en
si	Rg	si
mauvaise	Ag	mauvais
estime	Nc	estime
,	Fw	,
Que	Vvc	que
plusieurs	Di	plusieurs
l'	Pp	il
ont	Vuc	avoir
jugé	Ge	juger
capable	Ag	capable
de	S	de
ce	Dd	ce
crime	Nc	crime
.	Fs	.
Et	Cc	et
mon	Ds	mon
frère	Nc	frère
Cambise	Vvc	cambise
,	Fw	,
ô	I	oh
honte	Nc	honte
!	Fs	!
Ô	Vvc	ô
lâcheté	Nc	lâcheté
!	Fs	!
A	Vuc	avoir
passé	Ge	passer
sur	S	sur
un	Dn	un
songe	Nc	songe
à	S	à
cette	Dd	ce
cruauté	Nc	cruauté
?	Fs	?
C'	Pd	ce
est	Vuc	être
sur	S	sur
ce	Dd	ce
bruit	Nc	bruit
qu'	Pr	que
on	Pp	on
croit	Vvc	croire|croître
Préxaspe	Vvc	préxaspe
,	Fw	,
et	Cc	et
son	Ds	son
complice	Nc	complice
,	Fw	,
Avoir	Vvc	avoir
fait	Ge	faire
du	S+Da	de+le
vrai	Ag	vrai
Prince	Vvc	prince
un	Dn	un
sanglant	Ag	sanglant
sacrifice	Nc	sacrifice
;	Fw	;
Et	Vvc	et
que	Cs	que
Préxaspe	Nc	préxaspe
étant	Ga	être
retourné	Ge	retourner
près	Rg	près
du	S+Da	de+le
Roi	Nc	roi
,	Fw	,
Avait	Vvc	avait
par	S	par
ce	Dd	ce
rapport	Nc	rapport
apaisé	Ge	apaiser
son	Ds	son
effroi	Nc	effroi
.	Fs	.
Cambise	Vvc	cambise
en	S	en
cet	Dd	ce
état	Nc	état
n'	Rp	ne
avait	Vuc	avoir
rien	Pi	rien
de	S	de
contraire	Nc	contraire
Que	Vvc	que
le	Da	le
secret	Ag	secret
remords	Nc	remord
du	S+Da	de+le
meurtre	Nc	meurtre
de	S	de
son	Ds	son
frère	Nc	frère
,	Fw	,
Lorsqu'	Vvc	lorsqu'
il	Pp	il
apprend	Vvc	apprendre
qu'	Cs	que
à	S	à
Bactre	Nc	battre
on	Pp	on
avait	Vuc	avoir
couronné	Ge	couronner
Celui	Nc	celui
que	Cs	que
par	S	par
son	Ds	son
ordre	Nc	ordre
il	Pp	il
croit	Vvc	croire|croître
assassiné	Ge	assassiner
:	Fw	:
Son	Ds	son
cour	Nc	cour
en	Pp	en
est	Vuc	être
frappé	Ge	frapper
comme	Cs	comme
d'	S	de
un	Dn	un
coup	Nc	coup
de	S	de
foudre	Nc	foudre
;	Fw	;
Confus	Ag	confus
,	Fw	,
et	Cc	et
ne	Rp	ne
sachant	Ga	savoir
que	Cs	que
croire	Vvn	croire
et	Cc	et
que	Cs	que
résoudre	Vvn	résoudre
;	Fw	;
À	Nc	à
ce	Dd	ce
mortel	Ag	mortel
avis	Nc	avis
plein	Ag	plein
de	S	de
trouble	Nc	trouble
et	Cc	et
d'	S	de
effroi	Nc	effroi
,	Fw	,
Je	Vvc	je
suis	Vuc	être
trahi	Ge	trahir
(	Fw	(
dit-il	Vvc	dit-il
)	Fw	)
enfin	Rg	enfin
mon	Ds	mon
frère	Nc	frère
est	Vuc	être
roi	Nc	roi
.	Fs	.
Ô	Vvc	ô
trop	Rg	trop
funeste	Ag	funeste
effet	Nc	effet
d'	S	de
un	Dn	un
songe	Nc	songe
inévitable	Ag	inévitable
!	Fs	!
Je	Pp	je
n'	Rp	ne
ai	Vuc	avoir
pu	Ge	pouvoir
prévenir	Vvn	prévenir
ce	Dd	ce
malheur	Nc	malheur
effroyable	Ag	effroyable
.	Fs	.
Qu'	Cs	que
on	Pp	on
amène	Vvc	amener
Préxaspe	Vvc	préxaspe
.	Fs	.
Alors	Rg	alors
s'	Pp	se
abandonnant	Ga	abandonner
À	Nc	à
tout	Pi	tout
ce	Pd	ce
qu'	Pr	que
a	Vuc	avoir
d'	S	de
affreux	Nc	affreux
,	Fw	,
de	S	de
cruel	Ag	cruel
,	Fw	,
d'	S	de
étonnant	Ga	étonner
,	Fw	,
La	Vvc	la
crainte	Nc	crainte
,	Fw	,
la	Da	le
douleur	Nc	douleur
,	Fw	,
le	Da	le
désespoir	Nc	désespoir
,	Fw	,
la	Da	le
rage	Nc	rage
,	Fw	,
Il	Vvc	il
querelle	Nc	querelle
les	Da	le
dieux	Nc	dieu|dieux
,	Fw	,
et	Cc	et
lui-même	Pp	lui-même
il	Pp	il
s'	Pp	se
outrage	Vvc	outrager
,	Fw	,
Il	Vvc	il
s'	Pp	se
aveugle	Vvc	aveugler
à	S	à
tel	Di	tel
point	Nc	point
,	Fw	,
que	Cs	que
courant	Nc	courant
en	S	en
fureur	Nc	fureur
Pour	Ag	pour
porter	Vvn	porter
à	S	à
Préxaspe	Vvc	préxaspe
un	Dn	un
poignard	Nc	poignard
dans	S	dans
le	Da	le
cour	Nc	cour
,	Fw	,
Il	Vvc	il
tombe	Vvc	tomber
,	Fw	,
et	Cc	et
se	Pp	il
blessant	Ga	blesser
sans	S	sans
sentir	Vvn	sentir
sa	Ds	son
blessure	Nc	blessure
,	Fw	,
Il	Vvc	il
faut	Vvc	faillir|falloir
mourir	Vvn	mourir
,	Fw	,
Préxaspe	Vvc	préxaspe
,	Fw	,
après	S	après
ton	Ds	ton
imposture	Nc	imposture
:	Fw	:
Quoi	Pr	quoi
,	Fw	,
perfide	Ag	perfide
,	Fw	,
est	Vuc	être
-ce	Vvc	-ce
ainsi	Rg	ainsi
que	Cs	que
tu	Pp	tu
m'	Pp	je
as	Vuc	avoir
obéi	Ge	obéir
?	Fs	?
Traître	Nc	traître
,	Fw	,
mon	Ds	mon
frère	Nc	frère
vit	Vvc	vivre|voir
,	Fw	,
c'	Pd	ce
est	Vuc	être
toi	Pp	tu
qui	Pr	qui
m'	Pp	je
as	Vuc	avoir
trahi	Ge	trahir
.	Fs	.
Là	Vvc	là
voulant	Ga	vouloir
contenter	Vvn	contenter
la	Da	le
fureur	Nc	fureur
qui	Pr	qui
le	Pp	il
presse	Vvc	presser
,	Fw	,
Comme	Vvc	comme
il	Pp	il
lève	Vvc	lever
le	Da	le
bras	Nc	bras
,	Fw	,
il	Pp	il
tombe	Vvc	tomber
de	S	de
faiblesse	Nc	faiblesse
.	Fs	.
Écoutez	Vvc	écoutez
ce	Pd	ce
qui	Pr	qui
reste	Vvc	rester
.	Fs	.
Après	Vvc	après
un	Dn	un
peu	Rg	peu
d'	S	de
effroi	Nc	effroi
,	Fw	,
Préxaspe	Vvc	préxaspe
se	Pp	il
remet	Vvc	remettre
,	Fw	,
approche	Nc	approche
,	Fw	,
et	Cc	et
parle	Vvc	parler
au	S+Da	à+le
Roi	Nc	roi
.	Fs	.
Ton	Ds	ton
frère	Nc	frère
est	Vuc	être
mort	Ge	mourir
(	Fw	(
dit-il	Vvc	dit-il
)	Fw	)
et	Cc	et
notre	Ds	notre
obéissance	Nc	obéissance
N'	Ag	n'
a	Vuc	avoir
que	Rg	que
trop	Rg	trop
bien	Rg	bien
servi	Ge	servir
ta	Ds	ton
vaine	Ag	vain
défiance	Nc	défiance
;	Fw	;
Patisite	Vvc	patisite
,	Fw	,
avec	S	avec
moi	Pp	je
,	Fw	,
par	S	par
un	Dn	un
coup	Nc	coup
plein	Ag	plein
d'	S	de
horreur	Nc	horreur
,	Fw	,
A	Vvc	a
dans	S	dans
Bactre	Nc	battre
immolé	Ge	immoler
ce	Dd	ce
prince	Nc	prince
à	S	à
ta	Ds	ton
frayeur	Nc	frayeur
.	Fs	.
Je	Pp	je
te	Pp	tu
l'	Pp	il
ai	Vuc	avoir
déjà	Rg	déjà
dit	Ge	dire
;	Fw	;
et	Cc	et
si	Rg	si
maintenant	Rg	maintenant
Suse	Ag	suse
Prend	Vvc	prendre
un	Dn	un
autre	Pi	autre
pour	S	pour
lui	Pp	il
,	Fw	,
Patisite	Vvc	patisite
l'	Pp	il
abuse	Vvc	abuser
;	Fw	;
Oropaste	Vvc	oropaste
son	Ds	son
frère	Nc	frère
,	Fw	,
a	Vuc	avoir
tous	Di	tout
les	Da	le
traits	Nc	trait|traits
du	S+Da	de+le
tien	Ps	tien
,	Fw	,
Et	Vvc	et
l'	Da	le
un	Pi	un
et	Cc	et
l'	Da	le
autre	Pi	autre
en	S	en
tout	Pi	tout
se	Pp	il
ressemblent	Vvc	ressembler
si	Rg	si
bien	Rg	bien
,	Fw	,
Qu'	Vvc	qu'
on	Pp	on
s'	Pp	se
est	Vuc	être
mépris	Nc	mépris
cent	Nc	cent
fois	Nc	fois
à	S	à
cette	Dd	ce
ressemblance	Nc	ressemblance
:	Fw	:
Un	Dn	un
si	Rg	si
juste	Ag	juste
rapport	Nc	rapport
confondant	Ga	confondre
